alumno,curso,contenido,nota_numerica,evaluacion
10652371,3228413080,0372,6,02
10823812,3228413080,0372,8,FI
10823812,3228413080,0369,10,FI
13456011,3228413080,0370,8,FI
13456011,3228413080,0373,8,01
13456011,3228413080,0371,8,FI
13456011,3228413080,0369,8,02
10823807,3228413080,0179,7,02
10381670,3228413382,0373,2,02
10783280,3228413080,1709,7,FI
10813139,3228413080,1709,6,FI
10736277,3228413382,0616p,10,02
10418675,3228413382,0616p,9,02
10736277,3228413382,0179,9,01
10695479,3228413382,0179,0,01
10418675,3228413382,0179,0,01
10525885,3228413382,0484,0,02
11064614,3228413382,1709,8,01
10525885,3228413382,1709,0,01
11064614,3228413382,1709,0,02
11064614,3228413382,0179,0,02
13042221,3228413382,0179,0,02
11064614,3228413382,0485,0,EX
11067623,3228413382,0483,0,02
13455308,3228413382,0484,9,FI
10381670,3228413382,0484,8,FI
13455308,3228413382,0483,7,02
10807600,3228413382,0484,9,01
10797348,3228413382,0484,9,01
10770964,3228413382,0484,10,01
10807600,3228413382,0484,9,02
10736277,3228413382,0373,10,02
10709604,3228413382,0373,9,02
10381670,3228413382,0483,4,01
10736277,3228413382,0616p,10,01
10797348,3228413382,0485,7,01
10611084,3228413382,0485,8,01
10797348,3228413382,0485,8,02
10797348,3228413382,0483,9,01
10797348,3228413382,0483,9,FI
10611084,3228413382,0373,8,01
10611084,3228413382,0487,9,01
10695479,3228413382,0179,0,EX
10695479,3228413382,0487,0,FI
10770964,3228413382,0487,10,FI
10709604,3228413382,0487,8,02
10770964,3228413382,0483,9,02
11161106,3228413382,0179,0,01
11161106,3228413382,0484,0,FI
10718934,3228413382,0485,3,02
10718934,3228413382,0483,6,FI
10269408,3228413382,0487,0,02
10269408,3228413382,0484,0,02
13460547,3228413382,1709,8,01
10688878,3228413382,0616p,10,01
10688878,3228413382,0484,9,02
10688878,3228413382,0483,10,FI
11571094,3228413382,0373,0,02
11571094,3228413382,0487,0,01
11571094,3228413382,0483,4,02
11332097,3228413382,1709,0,02
11332097,3228413382,0484,0,02
10453628,3228413382,0484,0,02
12500233,3228413382,0484,0,02
10399058,3228413382,0373,4,01
10711977,3228413382,0483,8,01
12730778,3228413382,0373,0,02
12730778,3228413382,0483,7,01
10255502,3228413382,0373,5,02
10255502,3228413382,0484,7,FI
10328549,3228413382,0483,6,01
10810051,3228413382,0373,4,01
10810051,3228413382,0373,8,02
11569845,3228413382,0483,0,02
11271861,3228413382,0179,9,01
11271861,3228413382,0373,7,02
11271861,3228413382,0487,8,01
10757001,3228413382,0616p,9,02
10757001,3228413382,0484,8,01
10828387,3228413382,0179,9,01
10828387,3228413382,0485,7,01
10828387,3228413382,0483,9,01
10828387,3228413382,0483,8,FI
10856605,3228413382,0485,8,02
10856605,3228413382,0483,8,02
10401376,3228413382,1709,0,01
10401376,3228413382,0487,0,01
11898422,3228413382,0487,0,01
11898422,3228413382,0484,1,01
13456133,3228413382,0179,0,01
10677836,3228413382,0487,0,02
10205657,3228413382,0487,5,02
10205657,3228413382,0484,8,FI
10643328,3228413382,0485,9,02
10643328,3228413382,0484,9,01
12287306,3228413382,0373,0,02
12287306,3228413382,0485,0,01
11161106,3228413382,0485,0,01
11067623,3228413382,0485,0,01
13460547,3228413382,0485,4,01
10823812,3228413080,0373,8,FI
10797348,3228413382,0485,8,FI
11064614,3228413382,0179,0,FI
10401376,3228413382,0179,0,FI
10677836,3228413382,0179,0,FI
11064614,3228413382,0483,0,EX
10308704,3228413382,0483,0,EX
10525885,3228413382,1709,0,FI
10255502,3228413382,1709,7,FI
13455308,3228413382,0484,8,01
12500233,3228413382,0484,0,01
13457137,3228413382,0484,0,01
13455308,3228413382,0483,9,FI
10381670,3228413382,0483,6,FI
10679710,3228413382,0484,7,FI
10718934,3228413382,0484,5,FI
10797348,3228413382,0179,8,FI
10695479,3228413382,0179,0,FI
10810051,3228413382,0179,9,FI
11161106,3228413382,0616p,0,FI
10399058,3228413382,0616p,0,FI
13456133,3228413382,0616p,0,FI
10677836,3228413382,0616p,0,FI
10718934,3228413382,1709,7,02
10711977,3228413382,1709,7,02
10269408,3228413382,0484,0,EX
13460547,3228413382,0373,0,EX
12500233,3228413382,0373,0,EX
10401376,3228413382,0373,0,EX
10688878,3228413382,0616p,10,FI
10688878,3228413382,0179,9,02
10810051,3228413382,0179,9,02
10688878,3228413382,0373,10,FI
10453628,3228413382,0485,0,02
10255502,3228413382,0485,4,02
10205657,3228413382,0485,0,02
10453628,3228413382,0484,0,01
10399058,3228413382,0616p,0,02
10308704,3228413382,0616p,0,02
10255502,3228413382,0616p,7,02
10677836,3228413382,0616p,7,02
10399058,3228413382,0487,0,FI
13457137,3228413382,0487,0,FI
13456133,3228413382,0487,0,FI
10308704,3228413382,0484,0,EX
11569845,3228413382,0484,0,EX
10308704,3228413382,0483,0,FI
11271861,3228413382,0483,0,FI
10677836,3228413382,0483,0,FI
11569845,3228413382,0616p,0,01
10205657,3228413382,0616p,9,01
12287306,3228413382,0616p,0,01
11569845,3228413382,0179,0,EX
13456133,3228413382,0179,0,EX
11569845,3228413382,0487,0,EX
12433428,3228413382,0487,7,EX
10856605,3228413382,0373,4,02
10401376,3228413382,0179,0,01
11898422,3228413382,0485,0,EX
10758419,3228413382,0485,7,01
10718934,3228413382,1709,8,01
10453628,3228413382,0373,0,FI
10205657,3228413382,0373,8,FI
10255502,3228413382,0485,5,FI
10810051,3228413382,1709,8,FI
11898422,3228413382,0485,0,FI
10799612,3228415772,1375p,9,02
11649640,3228415772,1375p,7,02
11649640,3228415772,1370,2,01
10799612,3228415772,0179,9,01
10799612,3228415772,1367,9,01
10834174,3228415772,1375p,8,02
10546650,3228415772,0179,8,01
10835968,3228415772,1375p,9,02
10842025,3228415772,0179,4,01
10711961,3228415772,1375p,9,FI
10711961,3228415772,0179,6,01
11251967,3228415772,0179,8,01
10378823,3228415772,1375p,9,02
11104411,3228415772,0179,7,01
10783707,3228415772,1375p,10,FI
10729560,3228415772,1375p,9,FI
10962405,3228415772,1370,0,EX
10827153,3228415772,0179,6,01
10780789,3228415772,0179,8,02
11649640,3228415772,1369,4,FI
10865703,3228415772,1369,7,FI
11649375,3228415772,1369,6,FI
10714135,3228415772,1369,6,FI
10413312,3228415772,1370,9,02
10799612,3228415772,1367,10,02
10546650,3228415772,1367,8,02
10711961,3228415772,1367,3,02
10734128,3228415772,1367,9,02
10851445,3228415772,1369,9,02
10413312,3228415772,1709,9,FI
10985551,3228415772,1709,8,FI
10962405,3228415772,1709,0,FI
10776515,3228415772,0179,8,02
10865703,3228415772,0179,8,02
11649375,3228415772,0179,9,02
10714135,3228415772,0179,9,02
10817945,3228415772,1709,4,01
10770501,3228415772,1709,8,01
10817945,3228415772,1709,6,FI
10783707,3228415772,1709,10,FI
10817945,3228415772,1369,3,EX
13281768,3228415772,1368,4,FI
10413312,3228415772,1368,7,FI
10842025,3228415772,1368,4,FI
10827153,3228415772,1368,6,FI
10819488,3228415772,1375p,7,02
10985551,3228415772,1375p,8,02
10819378,3228415772,1375p,8,02
10819488,3228415772,1370,9,01
10851445,3228415772,1370,8,01
10819488,3228415772,1370,8,FI
11104411,3228415772,1370,8,FI
10781492,3228415772,1370,4,FI
10781492,3228415772,1370,4,EX
11649375,3228415772,1370,7,EX
10835968,3228415772,1367,8,FI
10678320,3228415772,1367,4,FI
10734128,3228415772,1367,10,FI
10835968,3228415772,1369,8,01
10783707,3228415772,1369,9,01
10803120,3228415772,1375p,10,01
11104411,3228415772,1375p,10,01
10962405,3228415772,1375p,10,01
10851445,3228415772,1368,7,01
10819378,3228415772,1368,8,01
10678320,3228415772,1370,8,02
10678320,3228415772,1368,0,EX
11251967,3228415772,0179,8,FI
10122344,3228415772,1369,10,01
10725869,3228415772,0179,6,FI
10985551,3228415772,0179,10,FI
10793376,3228415772,0179,9,FI
10962405,3228415772,0179,0,FI
10378823,3228415772,1375p,10,01
11104411,3228415772,1367,8,FI
10783707,3228415772,1368,9,02
10729560,3228415772,1368,7,02
10783707,3228415772,1368,9,FI
10729560,3228415772,1368,7,FI
10985551,3228415772,1709,8,02
10776515,3228415772,1367,8,01
10993836,3228415772,1367,8,01
10729560,3228415772,1368,8,01
10962405,3228415772,1367,0,EX
13462544,3228415772,1709,7,FI
13462544,3228415772,1369,6,FI
10809667,3228415772,1370,8,02
10809667,3228415772,1367,9,FI
10809667,3228415772,1368,8,FI
10809667,3228415772,1369,8,02
10652580,3228415772,1370,8,FI
10652580,3228415772,1368,8,02
10817945,3228415772,1369,5,02
11341745,3228415772,1369,9,02
10798915,3228415772,1367,8,02
10780789,3228415772,1367,7,02
10725869,3228415772,1368,4,02
10780789,3228415772,1368,4,02
13273466,3228415772,1375p,9,FI
10122344,3228415772,1375p,10,FI
10652580,3228415772,1375p,10,FI
10842025,3228415772,1369,7,FI
10819378,3228415772,1369,9,FI
10809667,3228415772,1369,8,FI
10378823,3228415772,0179,8,02
10734128,3228415772,0179,9,02
10734128,3228415772,1709,9,02
10678151,3228415772,1367,2,01
10809557,3228415772,1367,7,01
10809557,3228415772,1367,8,FI
10944114,3228415772,1368,4,FI
10944114,3228415772,1369,7,01
10730519,3228415772,1370,4,FI
10730519,3228415772,1370,4,EX
10730519,3228415772,1368,2,02
13242092,3228415772,1375p,9,02
13242092,3228415772,1369,7,01
10742238,3228415772,1375p,9,02
10742238,3228415772,1368,8,01
10742238,3228415772,1369,6,FI
12558926,3228415772,1375p,4,01
10944114,3228415772,0179,8,FI
10960990,3228379385,1709,8,FI
10737175,3228379385,1709,7,FI
10805591,3228379385,1709,4,FI
10960990,3228379385,0439,8,02
10737175,3228379385,0439,7,02
10960990,3228379385,0439,8,FI
10737175,3228379385,0439,7,FI
10995299,3228379385,0439,8,FI
10960990,3228379385,0440,7,FI
10835299,3228379385,0440,7,FI
10960990,3228379385,0156,8,01
11671982,3228379385,0156,7,01
10887720,3228379385,0156,8,01
11671982,3228379385,1709,7,01
11043785,3228379385,0437,6,FI
11043785,3228379385,0156,9,02
10835299,3228379385,0156,7,02
10737175,3228379385,0439,7,01
13133521,3228379385,0437,9,02
13133521,3228379385,0156,4,02
11039273,3228379385,1709,8,02
11029440,3228379385,1709,9,02
11039273,3228379385,0441,9,01
10995299,3228379385,0441,10,01
10911748,3228379385,0441,9,01
11039273,3228379385,0438,7,01
10835299,3228379385,0438,6,01
10787655,3228379385,0438,7,01
11039273,3228379385,0156,8,FI
10906307,3228379385,0156,5,FI
10887720,3228379385,0438,6,02
11029440,3228379385,0441,9,02
10835299,3228379385,0441,1,02
10787655,3228379385,0441,2,02
11028742,3228379385,0441,6,02
10835299,3228379385,0439,4,01
10787655,3228379385,0439,6,01
10805591,3228379385,0441,0,EX
10805591,3228379385,0438,0,EX
10787655,3228379385,0438,5,EX
10805591,3228379385,0156,0,EX
11805803,3228379385,0439,10,FI
10911748,3228379385,0440,9,02
10787655,3228379385,0440,5,02
11028742,3228379385,0439,8,FI
11026339,3228379385,0441,1,02
11026339,3228379385,0156,6,01
10905782,3228379385,1709,8,02
10905782,3228379385,0439,7,02
10905782,3228379385,0438,4,01
11004486,3228379385,0439,10,02
11004486,3228379385,0439,10,FI
10911568,3228379385,0439,8,FI
11044309,3228379385,1709,8,02
11044309,3228379385,0437,5,FI
11604486,3228379385,1709,8,01
11604486,3228379385,0437,2,FI
11604486,3228379385,0439,5,FI
11604486,3228379385,0440,5,FI
10911000,3228379385,0440,7,02
10911000,3228379385,0440,6,FI
11415744,3228379385,0437,7,01
11415744,3228379385,0437,8,02
10787257,3228379385,0437,7,FI
11028742,3228379385,0438,6,FI
11004486,3228379385,0438,10,FI
11043785,3228379385,0438,8,FI
10995299,3228379385,0438,9,FI
13133521,3228379385,0440,8,FI
13466647,3228379385,0440,0,FI
11415744,3228379385,0440,8,FI
10911568,3228379385,0439,8,01
11604486,3228379385,0437,3,01
11068958,3228379385,0441,0,EX
13466647,3228379385,1709,7,FI
10278634,3228379385,0438,7,01
10278634,3228379385,0438,7,02
10929912,3228379385,0439,2,01
11024457,3228379385,0439,8,FI
11024457,3228379385,0156,9,02
10302214,3228379385,1709,0,02
12731640,3228379385,0438,6,01
11507257,3228379385,0437,8,01
11507257,3228379385,0440,4,FI
10929818,3228379385,0439,8,FI
10929818,3228379385,0156,10,02
10951388,3228379385,0438,0,EX
10435060,3228379385,0437,0,01
10248709,3228379385,0437,0,02
10421015,3228379385,0439,0,01
12673295,3228379385,0156,0,02
10420824,3228379385,0439,7,01
10468121,3228379385,0437,7,02
10468121,3228379385,0440,5,FI
13458066,3228379385,0156,7,02
10650730,3228379385,0438,5,02
13459588,3228379385,1709,0,FI
13459588,3228379385,0437,5,01
11026347,3228379385,1709,9,01
11026347,3228379385,1709,9,02
10284131,3228379385,0441,0,01
11068958,3228379385,0441,0,01
13466647,3228379385,0441,7,01
10248709,3228379385,0441,0,01
11044309,3228379385,0440,8,01
11415744,3228379385,0439,8,FI
11507257,3228379385,0439,8,FI
10951388,3228379385,0439,0,FI
10468121,3228379385,0439,8,FI
10650730,3228379385,0439,8,FI
10302214,3228379385,0437,0,01
12731640,3228379385,0438,4,02
10951388,3228379385,0437,0,EX
10248709,3228379385,0437,0,EX
10435060,3228379385,0156,0,FI
10248709,3228379385,1709,0,EX
10248709,3228379385,0441,0,02
12673295,3228379385,0441,0,02
10248709,3228379385,0439,0,EX
12673295,3228379385,0440,0,EX
10421015,3228379385,0439,0,02
10307040,3228379385,0439,0,02
12673295,3228379385,1709,0,01
13458066,3228379385,0437,10,FI
10650730,3228379385,0440,3,02
10307040,3228379385,0440,0,02
10696650,3228379385,0439,0,EX
13459194,3228379385,1709,9,FI
13459194,3228379385,0156,9,02
13459194,3228379385,0156,8,FI
13459361,3228379385,1709,4,01
13459361,3228379385,0438,0,02
13459361,3228379385,0440,0,02
13459361,3228379385,0156,0,FI
11033515,3228379385,0440,5,FI
11004716,3228379385,0440,9,01
11067932,3228379385,0439,7,01
11666166,3228379385,1709,0,01
11666166,3228379385,0439,8,FI
13221347,3228379385,0156,0,FI
10813126,3228406931,1012p,8,02
10307040,3228379385,0440,0,01
12731640,3228379385,0440,8,01
12673295,3228379385,0440,0,01
11786393,3228379385,0438,0,FI
13459194,3228379385,0156,8,01
11004716,3228379385,0437,8,02
11067932,3228379385,0441,0,FI
13221347,3228379385,0441,0,FI
11666166,3228379385,0440,5,FI
13221347,3228379385,0438,0,FI
10819701,3228406931,1010,0,01
10817903,3228406931,1010,8,01
13290996,3228406931,0930,5,01
13290996,3228406931,0930,6,FI
10510136,3228406931,0930,0,FI
10709557,3228406931,0930,0,FI
13290996,3228406931,0931,7,01
10800028,3228406931,0179,7,01
10764144,3228406931,0179,7,01
10800028,3228406931,0179,6,02
10726936,3228406931,0179,7,02
10824007,3228406931,1709,7,02
10530803,3228406931,1709,9,02
10824007,3228406931,0930,4,01
10776549,3228406931,0930,6,01
10824007,3228406931,0930,1,02
10635026,3228406931,0930,7,02
10824007,3228406931,0930,4,FI
10824007,3228406931,1010,5,02
10824007,3228406931,1010,4,FI
10726936,3228406931,1010,7,FI
10824007,3228406931,0930,4,EX
10776549,3228406931,0623,10,FI
10824614,3228406931,0931,0,02
10824614,3228406931,1010,7,EX
10709557,3228406931,1010,0,EX
10862032,3228406931,1010,0,EX
10709557,3228406931,1012p,0,EX
10422716,3228406931,1012p,0,EX
10709557,3228406931,0931,0,02
10709557,3228406931,1010,0,FI
10862032,3228406931,1010,0,FI
10422716,3228406931,0179,0,02
10862032,3228406931,0179,8,02
10422716,3228406931,0930,0,02
10726936,3228406931,0931,9,01
10805294,3228406931,0931,9,01
10819701,3228406931,1709,0,EX
10819701,3228406931,0931,0,01
10819701,3228406931,0931,0,EX
10805294,3228406931,1010,4,01
10796065,3228406931,0930,7,01
10796065,3228406931,1010,5,01
10349498,3228406931,1010,8,02
10630363,3228406931,0931,8,01
10852161,3228406931,0930,7,02
10852161,3228406931,1010,7,02
10819684,3228406931,0179,4,02
10819684,3228406931,1010,6,01
10414061,3228406931,0930,0,02
10199483,3228406931,0931,0,01
10397687,3228406931,0931,7,01
10397687,3228406931,1010,5,01
10323559,3228406931,0931,3,02
10323559,3228406931,1010,3,01
13458157,3228406931,0179,0,EX
13458157,3228406931,0931,0,02
13458157,3228406931,1010,0,EX
13523913,3228406931,0179,7,02
13523913,3228406931,0930,0,01
13523913,3228406931,0931,0,EX
10940616,3228406931,1709,0,EX
11059841,3228406931,0930,5,01
11059841,3228406931,1010,7,01
10852107,3228406931,0931,3,01
11800453,3228406931,1709,0,EX
10818191,3228406931,0179,0,EX
11089472,3228406931,0623,4,FI
10699271,3228406931,0930,5,02
10807830,3228406931,1010,5,01
11629523,3228406931,1709,0,EX
11629523,3228406931,0930,0,02
11629523,3228406931,0931,0,EX
11629523,3228406931,1010,0,FI
11629523,3228406931,1010,0,EX
10042816,3228406931,0931,0,EX
10042816,3228406931,1010,0,01
10022321,3228406931,1010,6,01
10479899,3228406931,0930,9,01
10479899,3228406931,0930,0,02
10479899,3228406931,0931,8,01
10754604,3228406931,0179,6,02
10754604,3228406931,1010,3,01
10754604,3228406931,1010,6,02
10365221,3228406931,1010,6,01
13461591,3228406931,0179,8,01
13461591,3228406931,1010,7,01
13461591,3228406931,1010,6,02
10630337,3228406931,0179,4,01
10630337,3228406931,0623,4,FI
10630337,3228406931,1010,3,02
10249410,3228406931,0930,9,02
10249410,3228406931,1010,7,01
11790917,3228406545,0828p,10,02
11790917,3228406545,0627,6,02
10766414,3228406545,0828p,8,02
11231507,3228406545,0627,0,02
12912678,3228406545,0627,8,02
13470345,3228406545,0179,0,EX
13473425,3228406545,0625,8,01
10796065,3228406931,1709,8,FI
10800028,3228406931,1709,9,FI
10530803,3228406931,1709,9,FI
10862032,3228406931,1709,4,01
10796065,3228406931,1012p,9,01
10754604,3228406931,1012p,6,01
10796065,3228406931,0179,8,FI
10796065,3228406931,0931,8,FI
11089472,3228406931,0931,9,FI
13461591,3228406931,0931,9,FI
10349498,3228406931,0931,10,02
10852161,3228406931,0931,9,02
10630337,3228406931,0931,8,02
10852161,3228406931,0930,7,FI
13461591,3228406931,0930,6,FI
10414061,3228406931,0623,0,02
11811552,3228406931,0623,0,02
10940616,3228406931,0623,0,02
10699271,3228406931,0623,6,02
10479899,3228406931,0623,7,02
10199483,3228406931,1012p,0,02
10304385,3228406931,1012p,9,02
10199483,3228406931,1010,0,02
10381708,3228406931,1010,0,02
10852107,3228406931,1010,1,02
10022321,3228406931,1010,5,02
10323559,3228406931,1012p,0,02
10330111,3228406931,1012p,8,02
10699271,3228406931,1012p,4,02
10042816,3228406931,1012p,0,02
10323559,3228406931,0931,0,FI
13458157,3228406931,0930,0,EX
13458157,3228406931,0931,0,FI
13523913,3228406931,1012p,0,FI
13523913,3228406931,0179,0,FI
11629523,3228406931,0179,0,FI
13523913,3228406931,0623,0,01
10818191,3228406931,0623,0,01
13523913,3228406931,0931,0,FI
10381708,3228406931,1012p,0,FI
11800453,3228406931,0930,0,EX
10443575,3228406931,0179,4,01
10699271,3228406931,0179,9,01
10807830,3228406931,0179,8,01
10042816,3228406931,0179,0,01
10699271,3228406931,1012p,8,FI
10699271,3228406931,0931,8,FI
11629523,3228406931,1709,0,02
