alumno,curso,contenido,nota_numerica,evaluacion
13257407,3003826604,0401,0,EX
13257407,3003826604,0171,0,EX
13257407,3003826604,0173,6,01
10709639,3003826604,0179,7,FI
10709639,3003826604,0401,7,02
10348121,3003826604,0172,7,01
10348121,3003826604,0172,7,02
10348121,3003826604,0173,7,01
10699672,3003826604,0172,8,01
10700883,3003826604,0172,8,01
13127380,3003826604,0383,8,FI
10513851,3003826604,0383,3,FI
13257407,3003826604,0401,0,02
13257407,3003826604,0383,0,EX
10488332,3003826632,0385,7,01
10506040,3003826632,0385,7,01
10862231,3003826632,0387,7,FI
10041748,3003826632,CV0004,0,FI
10041748,3003826632,0386,9,FI
10488332,3003826632,0388,6,PE
10850808,3003826632,0388,6,PE
10270975,3003826632,0388,9,PO
10850808,3003826632,0388,4,PO
10707407,3003826632,0388,9,PO
10713872,3003826632,CV0004,4,01
10730159,3003826632,CV0004,10,01
10850808,3003826632,CV0004,7,01
10730159,3003826632,0387,7,01
10850808,3003826632,0387,8,01
10730159,3003826632,0386,7,FI
10780309,3003826632,0385,7,FI
10707407,3003826632,0180,9,01
10707407,3003826632,0386,8,FI
10664909,3003826632,CV0004,7,01
10664909,3003826632,0386,7,FI
10664924,3003826632,0388,4,PO
10708070,3003826632,CV0004,9,01
10713451,3003826632,CV0004,4,01
10815375,3003826632,CV0004,7,01
12058330,3003826625,CV0003,9,01
10707407,3003826632,0391,0,FO
10488332,3003826632,0391,0,FO
10862231,3003826632,0391,0,FO
10513718,3003826632,0391,0,FO
10365373,3003826632,0388,0,PE
10506040,3003826632,0388,0,PE
10428047,3003826632,0388,0,PE
10428047,3003826632,0180,8,FI
10664909,3003826632,0386,7,01
10664924,3003826632,0386,8,FI
10303294,3003826632,0387,7,FI
10713451,3003826632,0385,7,01
10729615,3003826625,CV0003,7,01
10700990,3003826625,CV0003,9,01
11632133,3003826625,CV0003,9,01
10512569,3003826625,CV0003,9,01
11784894,3003826625,0172,0,01
10277303,3003826625,0172,7,01
10737242,3003826625,0383,8,01
12472350,3003826625,0383,4,01
10700990,3003826625,0383,6,01
11632133,3003826625,0383,7,01
10690446,3003826625,0383,8,01
10737242,3003826625,0384,0,02
12472350,3003826625,0383,0,EX
10700990,3003826625,0384,0,EX
10512569,3003826625,CV0003,0,EX
10512569,3003826625,0179,0,EX
10512569,3003826625,0171,0,EX
10512569,3003826625,0172,0,EX
10664986,3003826625,0179,8,01
10690446,3003826625,0179,0,01
10664986,3003826625,0383,4,02
10696634,3003826625,0383,9,02
10664986,3003826625,0384,7,01
10700990,3003826625,CV0003,0,02
11632133,3003826625,0173,8,02
10690446,3003826625,0173,6,02
10696634,3003826625,0173,9,02
10690446,3003826625,0171,7,01
12058330,3003826625,0179,5,01
12058330,3003826625,0383,10,01
10486936,3003826625,CV0003,9,01
10486936,3003826625,0179,8,01
10742990,3003826625,CV0003,10,01
10742990,3003826625,CV0003,8,02
10742990,3003826625,0383,9,01
10742990,3003826625,0173,8,02
10610383,3003826625,0172,6,01
10780758,3003826625,0383,9,02
10780758,3003826625,0384,8,02
13332666,3003826625,0179,0,01
13332666,3003826625,0171,6,01
13332666,3003826625,0384,0,EX
10706115,3003822344,1228,7,01
10707734,3003822344,1228,3,01
10836565,3003822344,1228,7,01
10787504,3003822344,1228,6,01
10766479,3003822344,1228,5,01
10835701,3003822344,1228,0,01
10835701,3003822344,1234,0,FI
12472350,3003826625,0179,0,FI
11632133,3003826625,CV0003,8,FI
12058330,3003826625,CV0003,8,FI
10742990,3003826625,CV0003,9,FI
12472350,3003826625,0384,0,FI
10664986,3003826625,0172,7,FI
10486936,3003826625,0172,7,FI
10277303,3003826625,0171,7,FI
10707825,3003826625,0171,5,FI
11632133,3003826625,0173,8,FI
10486936,3003826625,0173,7,FI
10780758,3003826625,0173,8,FI
10690446,3003826625,0173,6,FI
12058330,3003826625,0389,8,01
10486936,3003826625,0179,7,02
10742990,3003826625,0179,10,02
10486936,3003826625,0172,7,02
10610383,3003826625,0172,6,02
13332666,3003826625,0172,0,02
10486936,3003826625,0389,9,02
10742990,3003826625,0173,10,01
10610383,3003826625,0173,6,01
13332666,3003826625,0173,4,01
10780758,3003826625,0171,9,02
10706115,3003822344,1235,5,01
10707819,3003822344,1227,5,FI
10835701,3003822344,1227,0,FI
10799147,3003822344,1234,4,01
10766479,3003822344,1234,5,01
10770425,3003822344,1227,6,01
10836565,3003822344,1227,5,01
10770425,3003822344,1230,8,01
10836565,3003822344,1230,8,01
12736451,3003822344,1230,3,01
10485831,3003822344,1230,7,01
10787491,3003822344,1230,7,01
10787504,3003822344,1230,8,01
10770425,3003822344,1235,5,FI
12736451,3003822344,1235,6,FI
10766479,3003822344,1235,5,FI
10770425,3003822344,1237,0,FO
10836565,3003822344,1237,0,FO
12736451,3003822344,1234,5,FI
10783762,3003822344,1234,9,FI
10787504,3003822344,1234,5,FI
10641026,3003822344,1230,5,FI
10761897,3003822344,1230,8,FI
10689201,3003822344,CV0002,4,01
10761897,3003822344,CV0002,8,FI
10787491,3003822344,CV0002,7,FI
10766479,3003822344,1228,5,FI
10835701,3003822344,1228,0,FI
10835701,3003822344,1230,0,EX
10835701,3003822344,1235,3,01
11780595,3003822344,1227,6,01
10706808,3003822344,1234,5,01
10800025,3003822344,1228,9,01
10800025,3003822344,1237,0,FO
10813126,3003822344,1228,9,01
10813126,3003822344,1230,9,FI
10679722,3003822344,1228,7,01
10679722,3003822344,1230,6,FI
10679722,3003822344,1234,6,FI
10766414,3003822344,1228,7,FI
10895114,3003822337,1233,8,01
10932819,3003822337,1233,8,01
10889204,3003822337,1233,9,01
10707825,3003826625,0389,5,FI
10780758,3003826625,0389,8,FI
10895114,3003822337,CV0001,7,FI
12907793,3003822337,1236,6,02
10766806,3003822337,1236,7,FI
10909605,3003822337,0156,8,02
10909605,3003822337,1226,7,FI
10932819,3003822337,1226,7,FI
11336367,3003822337,0156,0,01
11336367,3003822337,1233,7,FI
10688314,3003822337,1226,0,01
10932819,3003822337,1226,4,01
10889204,3003822337,1226,7,01
10761942,3003822337,1233,9,02
10932819,3003822337,0156,7,FI
10932819,3003822337,1226,7,02
10932819,3003822337,1229,5,02
10889204,3003822337,CV0001,8,01
10889204,3003822337,1231,6,02
10889204,3003822337,1236,8,01
10762386,3003822337,1233,9,FI
10920099,3003822337,1236,7,02
10897205,3003822337,0156,7,02
10897205,3003822337,1231,6,02
10897205,3003822337,1236,8,01
10789649,3003822337,CV0001,7,FI
10789649,3003822337,1233,9,01
10789649,3003822337,1233,9,FI
10789649,3003822337,1236,6,FI
11667242,3003822337,1226,8,02
11667242,3003822337,1231,9,02
10805487,3003822337,1226,4,FI
12695609,3003822337,1233,0,01
10858044,3003822337,0156,8,FI
10858044,3003822337,1226,7,01
10858044,3003822337,1226,7,02
10858044,3003822337,1229,7,02
12932662,3003822337,CV0001,6,01
12932662,3003822337,0156,7,FI
12932662,3003822337,1236,7,01
10852104,3003822337,CV0001,8,01
10852104,3003822337,0156,8,01
10887844,3003822337,1226,4,FI
10851064,3003822337,1233,6,01
10776722,3003822337,1226,7,01
10776722,3003822337,1233,8,01
10776722,3003822337,1233,8,FI
10791133,3003822337,1226,6,01
10791133,3003822337,1226,7,FI
10791133,3003822337,1236,5,02
10762386,3003822337,1231,8,FI
10766806,3003822337,1231,9,FI
11336367,3003822337,1231,6,FI
10805487,3003822337,1231,6,FI
10776722,3003822337,1231,6,FI
10835701,3003822344,1235,0,EX
10766806,3003822337,CV0001,7,02
10761942,3003822337,CV0001,8,02
10851064,3003822337,CV0001,8,02
10761942,3003822337,1232,8,FI
13112701,3003822337,1232,8,FI
10897205,3003822337,1229,6,FI
12932662,3003822337,1229,9,FI
10789649,3003822337,1226,8,EX
10789649,3003822337,1232,8,01
10887844,3003822337,1232,6,01
10789649,3003822337,1233,9,02
11667242,3003822337,1232,9,02
11744036,3003822337,1232,9,02
12932662,3003822337,1232,9,02
12695609,3003822337,CV0001,0,EX
12932662,3003822337,1231,8,01
13112701,3003822337,1232,9,01
10851064,3003822337,1229,4,01
10277738,3003822449,0623,0,01
10277738,3003822449,0930,0,01
10278035,3003822449,0930,7,01
10277738,3003822449,1010,0,FI
10277738,3003822449,1010,0,EX
10318774,3003822449,0623,4,02
10318774,3003822449,0931,7,01
12424432,3003822449,0931,8,01
10466022,3003822449,CV0003,8,01
10466022,3003822449,0931,6,02
12300236,3003822449,CV0003,4,01
12300236,3003822449,0623,4,FI
12424432,3003822449,0623,9,FI
10398706,3003822449,0623,0,FI
12300236,3003822449,0930,4,02
10278035,3003822449,0930,7,02
12300236,3003822449,0930,6,FI
12424432,3003822449,0930,9,FI
12300236,3003822449,1014,7,02
12719809,3003822449,1014,8,01
10278035,3003822449,CV0003,8,02
12424432,3003822449,CV0003,10,02
10411578,3003822449,CV0003,0,02
10411578,3003822449,0179,0,02
10411578,3003822449,0623,0,02
10411578,3003822449,0930,0,EX
10411578,3003822449,0931,4,01
10411578,3003822449,1010,3,01
11502177,3003822449,0931,8,02
13261750,3003822449,0930,0,EX
13261750,3003822449,1014,3,02
13245229,3003822449,CV0003,0,02
13245229,3003822449,1014,0,02
10375621,3003822449,0930,8,FI
10375621,3003822449,0931,8,02
13242371,3003822449,0623,0,02
13242371,3003822449,0930,0,01
13242371,3003822449,1010,0,FI
13261894,3003822449,0623,0,FI
13261894,3003822449,0930,0,EX
12735439,3003822449,0930,8,FI
12735439,3003822449,1014,7,02
10318925,3003822449,0179,1,01
10318925,3003822449,0623,5,01
10318925,3003822449,0930,6,FI
10318925,3003822449,0931,8,02
13249466,3003822449,CV0003,10,02
11330270,3003822449,1010,0,EX
11330270,3003822449,1014,0,02
10434495,3003822449,0623,0,01
10354121,3003822449,0930,5,01
10432949,3003822449,0931,8,02
10270640,3003822449,0930,6,01
10718886,3003822449,CV0003,6,01
12857786,3003822449,0623,3,02
12857786,3003822449,1010,2,01
10816484,3003822449,CV0003,7,01
10816484,3003822449,CV0003,7,02
10816484,3003822449,0930,7,FI
10816484,3003822449,1010,5,01
10691616,3003822449,CV0003,8,02
10691616,3003822449,0179,8,01
10691616,3003822449,0930,6,02
13242370,3003822449,0930,7,01
13242370,3003822449,0930,8,FI
10320697,3003822449,CV0003,7,FI
10736212,3003822449,CV0003,0,FI
10277738,3003822449,0931,0,FI
12735439,3003822449,0931,9,FI
10318925,3003822449,0931,7,FI
11502177,3003822449,0179,9,FI
13242370,3003822449,0179,0,FI
10689153,3003822449,CV0003,8,FI
10718081,3003822449,CV0003,8,FI
10768351,3003822449,CV0003,7,FI
10689153,3003822449,0179,7,FI
12719809,3003822449,0931,8,FI
10737190,3003822449,0931,9,FI
10795882,3003822449,0931,8,FI
10320697,3003822449,0931,9,01
13261750,3003822449,0931,0,FI
13245229,3003822449,CV0003,0,EX
13242371,3003822449,CV0003,0,EX
10604170,3003822449,1014,0,EX
10718081,3003822449,0179,8,01
10795882,3003822449,0179,0,01
10718886,3003822449,0179,6,01
10718081,3003822449,0930,7,FI
10852071,3003822449,0930,7,FI
10506770,3003822449,0930,0,FI
10718081,3003822449,0931,6,01
10826692,3003822449,0931,8,01
10584902,3003822449,0931,6,01
10432949,3003822449,0931,9,01
10279046,3003822449,0931,7,01
10718081,3003822449,1014,6,FI
10809481,3003822449,1014,7,FI
10432949,3003822449,1014,9,FI
13242371,3003822449,1014,0,02
13261894,3003822449,1014,0,01
10318925,3003822449,1014,0,01
10795882,3003822449,0623,8,01
10795882,3003822449,0930,6,02
10833265,3003822449,0930,8,02
10426520,3003822449,0930,6,02
10833265,3003822449,0930,6,01
12735439,3003822449,1010,8,02
13242370,3003822449,1010,7,02
10318925,3003822449,0623,6,EX
10691616,3003822449,0623,6,EX
10768351,3003822449,1010,8,02
10432949,3003822449,1010,8,02
10506770,3003822449,1010,3,02
10718886,3003822449,1010,7,02
13249466,3003822449,0931,0,02
11330270,3003822449,0179,0,EX
10354121,3003822449,0179,6,FI
10852071,3003822449,CV0003,9,02
10432949,3003822449,1014,9,02
10506770,3003822449,0623,0,EX
10506770,3003822449,0930,0,EX
10270640,3003822449,0179,4,02
10718886,3003822449,0931,4,01
10707845,3003822449,1010,9,FI
10375121,3003822449,CV0003,0,01
10375121,3003822449,0930,6,01
10375121,3003822449,0930,5,02
10375121,3003822449,0930,7,FI
10375121,3003822449,0931,7,FI
13242369,3003822449,CV0003,4,01
10296770,3003822449,CV0003,0,01
10296770,3003822449,0179,0,FI
10296770,3003822449,0623,0,01
10296770,3003822449,0930,0,01
10296770,3003822449,1010,5,EX
10296770,3003822449,1014,0,01
10664778,3003822449,0179,7,02
10664778,3003822449,0623,8,01
10664778,3003822449,0930,6,01
10664778,3003822449,0931,7,FI
10820754,3003822449,CV0003,9,02
10820754,3003822449,0179,10,FI
10820754,3003822449,0930,8,FI
13282254,3003822449,0179,8,02
13282254,3003822449,0930,5,01
13282254,3003822449,0931,6,02
12480365,3003822449,0930,0,EX
11244122,3003822449,CV0003,0,01
11244122,3003822449,1014,0,01
10431067,3003822449,0623,0,01
10431067,3003822449,0930,0,01
10690358,3003822449,CV0003,6,FI
10690358,3003822449,0179,6,FI
10690358,3003822449,0930,5,01
13326344,3003822449,0931,0,02
13326344,3003822449,0931,0,FI
13326344,3003822449,1010,0,01
13326344,3003822449,1010,0,02
13326344,3003822449,1014,0,EX
10698475,3003822449,CV0003,4,02
10698475,3003822449,0179,6,FI
10700384,3003822456,1008,8,FI
10017272,3003822456,1008,7,FI
10630518,3003822456,1008,9,FI
10279200,3003822456,1008,10,FI
10679644,3003822456,1013,0,FO
13242370,3003822449,1010,7,FI
10320697,3003822449,1010,7,FI
10354121,3003822449,1010,7,FI
13261750,3003822449,1014,0,FI
10691616,3003822449,1014,5,FI
13242370,3003822449,1014,8,FI
13326344,3003822449,1014,0,FI
13242371,3003822449,0931,0,01
10820754,3003822449,0623,7,02
10698475,3003822449,1010,3,01
10514789,3003822456,1008,3,FI
10244882,3003822456,1008,7,FI
10514789,3003822456,1009,3,01
10594447,3003822456,1009,7,01
10382660,3003822456,1009,7,01
10211605,3003822456,1009,7,01
10514789,3003822456,1109,5,FI
10468190,3003822456,1109,8,FI
10338918,3003822456,1109,10,FI
10679644,3003822456,1109,7,FI
10244882,3003822456,CV0004,7,01
10382660,3003822456,CV0004,9,01
10594447,3003822456,1109,7,01
10382660,3003822456,1109,7,01
10594447,3003822456,1110,9,01
10594447,3003822456,1110,9,FI
13040787,3003822456,1008,8,FI
11074562,3003822456,1008,6,FI
13040787,3003822456,1011,9,01
13240343,3003822456,1008,7,FI
13240343,3003822456,1011,8,01
10375529,3003822456,1011,8,01
13240343,3003822456,1011,7,FI
13240343,3003822456,1109,6,01
10281379,3003822456,1109,9,01
10468190,3003822456,1109,8,01
10017272,3003822456,1109,9,01
10636290,3003822456,1109,8,01
10256577,3003822456,1109,9,01
10679644,3003822456,1109,7,01
13240343,3003822456,1109,7,FI
13240343,3003822456,1110,9,FI
10427710,3003822456,1110,10,FI
10630518,3003822456,1110,10,FI
10338918,3003822456,1110,10,FI
10377143,3003822456,1110,9,FI
10281379,3003822456,CV0004,8,FI
10630518,3003822456,CV0004,10,FI
10427710,3003822456,1009,8,01
10630518,3003822456,1009,8,01
10427710,3003822456,1013,0,FO
10338918,3003822456,1013,0,FO
10468190,3003822456,1009,8,FI
10017272,3003822456,1012,8,PO
10636290,3003822456,CV0004,4,01
10636290,3003822456,1007,6,FI
10420734,3003822456,1110,10,01
10256577,3003822456,1110,9,01
10279200,3003822456,1110,9,01
10338918,3003822456,1007,8,01
10344807,3003822456,1007,8,01
10344807,3003822456,1012,7,PO
10700954,3003822456,CV0004,8,FI
10700954,3003822456,1009,7,FI
10700954,3003822456,1109,10,FI
10734337,3003822456,CV0004,8,FI
10835663,3003822456,1007,10,FI
10835663,3003822456,1011,9,01
10839854,3003822456,1009,8,FI
10839854,3003822456,1110,8,FI
10839854,3003822456,1013,0,FO
11329660,3003822456,1012,4,PO
11512394,3003822456,1007,8,FI
11512394,3003822456,1011,7,FI
11645686,3003822456,1007,9,01
11645686,3003822456,1109,10,FI
11645686,3003822456,1110,9,FI
11830264,3003822456,1013,0,FO
12743886,3003822456,CV0004,9,FI
12743886,3003822456,1007,4,01
10320146,3003822456,1110,9,01
10255058,3003822456,1008,0,FI
10255058,3003822456,1009,0,01
10786442,3003822456,1110,9,01
10322908,3003822456,1009,7,01
10322908,3003822456,1109,7,01
10349083,3003822456,1011,6,01
10282698,3003822456,1109,6,01
10282698,3003822456,1109,7,FI
10313709,3003822456,1109,0,FI
10689289,3003822456,1109,9,01
10378770,3003822456,1008,0,FI
10378770,3003822456,1110,8,01
10378770,3003822456,1110,8,FI
10248012,3003822456,1109,5,01
13040829,3003822456,CV0004,9,01
10688794,3003822456,1008,10,FI
11398648,3003822456,1009,8,01
11398648,3003822456,1110,10,FI
10339317,3003822456,1011,7,01
10339317,3003822456,1109,6,FI
11488090,3003822456,1110,0,01
12636671,3003822456,1011,7,FI
10690358,3003822449,0623,6,FI
10514789,3003822456,1013,0,FO
10211605,3003822456,1013,0,FO
13040829,3003822456,1013,0,FO
10410306,3003822456,1013,0,FO
10700954,3003822456,1012,9,PO
11512394,3003822456,1012,7,PO
10734337,3003822456,1008,5,01
12743886,3003822456,CV0004,10,01
12743886,3003822456,1008,0,EX
10320146,3003822456,1007,8,01
10378770,3003822456,1007,0,01
13040829,3003822456,1007,3,01
10688794,3003822456,1007,10,01
10320146,3003822456,1012,10,PO
10255058,3003822456,1009,0,FI
10255058,3003822456,1011,0,FI
11398648,3003822456,1011,9,FI
10339317,3003822456,1011,7,FI
10255058,3003822456,1109,0,EX
10313709,3003822456,1007,0,EX
10354186,3003822456,CV0004,8,FI
10354186,3003822456,1007,10,FI
10786442,3003822456,1007,8,FI
10313709,3003822456,1110,0,EX
11488090,3003822456,1110,0,EX
10689289,3003822456,1008,7,01
10378770,3003822456,1008,2,01
10410306,3003822456,1008,7,01
10378770,3003822456,1009,7,FI
10410306,3003822456,1009,7,FI
10688794,3003822456,CV0004,0,FI
11398648,3003822456,CV0004,9,FI
11488090,3003822456,CV0004,0,FI
12636671,3003822456,CV0004,10,FI
10467115,3003822456,1109,4,01
11494374,3003822456,1110,10,01
10303629,3003822456,1008,4,01
10303629,3003822456,1011,8,01
10700138,3003822414,0627,8,FI
10819112,3003822414,0829,0,02
11074029,3003822414,0627,6,FI
10819055,3003822414,CV0008,9,FI
10713535,3003822414,CV0003,8,FI
10748318,3003822414,CV0003,3,FI
10804683,3003822414,CV0003,7,FI
13288446,3003822414,CV0003,8,FI
10713535,3003822414,0179,8,FI
10713535,3003822414,0625,8,01
10839333,3003822414,0625,8,01
10752122,3003822414,0625,9,01
10808796,3003822414,0625,10,01
10713535,3003822414,CV0008,8,01
10752122,3003822414,CV0008,9,01
10700138,3003822414,0622,9,FI
10706042,3003822414,0622,9,FI
10700138,3003822414,0623,9,02
13288446,3003822414,0623,9,02
10323951,3003822414,CV0003,7,01
10819055,3003822414,CV0003,8,01
10819112,3003822414,CV0003,0,02
10397145,3003822414,CV0003,7,02
10752122,3003822414,CV0003,6,02
10819112,3003822414,0622,0,01
10748318,3003822414,0622,9,01
10839333,3003822414,0622,9,01
10752122,3003822414,0622,9,01
10706042,3003822414,0622,10,01
10819112,3003822414,0625,0,FI
13288446,3003822414,0625,9,FI
10819112,3003822414,0623,0,01
10752122,3003822414,0623,9,01
10819112,3003822414,0623,0,02
10819112,3003822414,CV0008,0,02
10748318,3003822414,CV0008,10,02
10729579,3003822414,0829,9,FI
10748318,3003822414,0179,3,01
10770133,3003822414,0179,4,01
10752122,3003822414,0179,4,01
10748318,3003822414,0179,3,EX
10748318,3003822414,CV0008,9,FI
13288467,3003822414,CV0008,9,FI
