anyo,alumno,curso,contenido,nota_numerica,evaluacion
2023_24,4e6e7ab251d08a3de8b5f80ca6002b49dbbf1dd4a1be81ee4af62ee3486c6dc5,3003826548,CV0004,7,FI
2023_24,4e6e7ab251d08a3de8b5f80ca6002b49dbbf1dd4a1be81ee4af62ee3486c6dc5,3003826548,0180,7,1
2023_24,4456684be123e954e3257cf5eb7586be4de7e4a4284f3074bae423d25e90e2b6,3003826548,CV0004,8,FI
2023_24,0d2a6768e53dee0cb270c95ffd59afa4a63065c64bb0f7da3fd57961a890f1da,3003826548,0176,8,FI
2023_24,4456684be123e954e3257cf5eb7586be4de7e4a4284f3074bae423d25e90e2b6,3003826548,0176,9,FI
2023_24,0d2a6768e53dee0cb270c95ffd59afa4a63065c64bb0f7da3fd57961a890f1da,3003826548,0175,7,FI
2023_24,4654dd278c815cd8a15a67cb88c7a9db197d41c9d5e891309bd79cb68a66ccb7,3003826548,CV0004,8,FI
2023_24,129567fabe874517d8c0624a60854db8de13daf20fe6234f70b55cb7095d8f7b,3003826548,CV0004,7,FI
2023_24,32353c5871fd012ee22f2baa3162937ec5694685771b4541e010d348da6e8880,3003826548,0183,8,1
2023_24,4e6e7ab251d08a3de8b5f80ca6002b49dbbf1dd4a1be81ee4af62ee3486c6dc5,3003826548,0180,8,FI
2023_24,4e6e7ab251d08a3de8b5f80ca6002b49dbbf1dd4a1be81ee4af62ee3486c6dc5,3003826548,0183,5,1
2023_24,0d2a6768e53dee0cb270c95ffd59afa4a63065c64bb0f7da3fd57961a890f1da,3003826548,CV0004,4,1
2023_24,32353c5871fd012ee22f2baa3162937ec5694685771b4541e010d348da6e8880,3003826548,CV0004,8,1
2023_24,dcaf5ba9c5481496f19f0fe016b8a6c5d045ae3d6eb6a53cefb839b3822db6bb,3003826548,0180,10,1
2023_24,0e309130b0f41d59d5bc4328252b22af752ee70d43ea807b6759712cc1b20b7b,3003826548,CV0004,8,1
2023_24,0e309130b0f41d59d5bc4328252b22af752ee70d43ea807b6759712cc1b20b7b,3003826548,CV0004,9,FI
2023_24,54777d9c5c9da3d2806aa3d2d77c9fba407d74bbb5d339b4574f3b440c5bd842,3003826548,CV0004,8,1
2023_24,4a383b5943f400d5063f790e386445dc786759258c1e89b839615fc3603eb8bf,3003826548,0180,4,1
2023_24,3dc9692785218194781964c0974fcc1f1836e2c10b43163e397d96b972710e46,3003826548,CV0004,9,FI
2023_24,b59d79b7409f3190763a7bfd8f434e2a580d458ef81e89f7be4ff61e806a3a99,3003826548,0180,7,1
2023_24,15aa69afcca105a7913d03950085bbfbaf3b9e56c4d3a76005101adbf89bfbed,3003826548,CV0004,7,1
2023_24,dcaf5ba9c5481496f19f0fe016b8a6c5d045ae3d6eb6a53cefb839b3822db6bb,3003826548,0183,9,FI
2023_24,32353c5871fd012ee22f2baa3162937ec5694685771b4541e010d348da6e8880,3003826548,0183,8,FI
2023_24,d303b91d88d0c957856bb1cfda5de40743d30d047bdf607ab06c8ddc21bc4f6d,3003826548,0183,7,FI
2023_24,8c45e83ef8fa9c59758b5abffefbd112235630e6fcbcf58bd6b09c2efdaedf65,3003826548,0180,9,FI
2023_24,8c45e83ef8fa9c59758b5abffefbd112235630e6fcbcf58bd6b09c2efdaedf65,3003826548,0184,0,FI
2023_24,5541180f9d16b5dd16e1ea76c6aa546e19548d7ab575768a17c5ac2765df3343,3003826548,0178,8,FI
2023_24,343fb47715bc6cb72cebbf4321be451f837b85ef8ad3ab01a1df0ab44dae59ac,3003826548,0178,2,FI
2023_24,4a383b5943f400d5063f790e386445dc786759258c1e89b839615fc3603eb8bf,3003826548,0178,7,FI
2023_24,09bc61dd3165a0f9020531271b426ccd6b47f94417c807155da6e47e82aa58c1,3003826548,0178,0,FI
2023_24,b59d79b7409f3190763a7bfd8f434e2a580d458ef81e89f7be4ff61e806a3a99,3003826548,0178,7,FI
2023_24,3a33ccf27d195dadadaa05bb471c72e89437d7684e21bdfe66015b3201b6256f,3003826548,0176,8,FI
2023_24,d303b91d88d0c957856bb1cfda5de40743d30d047bdf607ab06c8ddc21bc4f6d,3003826548,0175,7,1
2023_24,4b859ef11d77fd574748609973fc72f168fd6e3277ddee463bc145e33bbe678a,3003826548,0175,4,1
2023_24,15aa69afcca105a7913d03950085bbfbaf3b9e56c4d3a76005101adbf89bfbed,3003826548,0184,0,FI
2023_24,197373bc179815a211504782de6f6d41f1cf8cbe6e8410d58cab8c5c8dd77869,3003826548,0178,6,1
2023_24,a96d9756199c6149c5bdae063852145f8f585d9ce02348a346ce17c22e3c9418,3003826548,0183,7,FI
2023_24,15aa69afcca105a7913d03950085bbfbaf3b9e56c4d3a76005101adbf89bfbed,3003826548,0183,7,FI
2023_24,706dd4b92a0fdc4241402d5808534ff3bb6d3b21d871ed7d1b2d09832623b5be,3003826541,0172,0,2
2023_24,706dd4b92a0fdc4241402d5808534ff3bb6d3b21d871ed7d1b2d09832623b5be,3003826541,0182,0,2
2023_24,706dd4b92a0fdc4241402d5808534ff3bb6d3b21d871ed7d1b2d09832623b5be,3003826541,0177,0,2
2023_24,363e2689eee0055234e31f8d73b573dbefa642a03782c9021cc044cfccbb14c9,3003826541,0173,0,1
2023_24,6270a0d60bcca97fb0caa8ee93286dec151db5536ed4e44a9bc96996e75c49fe,3003826541,0177,8,1
2023_24,3dde3c6b1c3d5a368074f51aaf08b0c14d201bf501a42ab49700e9ec5b49ce1c,3003826541,0174,2,1
2023_24,0b0c9c30cf9fa16a914c0643b820a67b4ae86dea1d33d944768a18292ae0598c,3003826541,0177,5,2
2023_24,166af4665fbbc796cbbfd65743f5fe533b5422d0814f590305d094af8582406d,3003826541,0173,0,FI
2023_24,166af4665fbbc796cbbfd65743f5fe533b5422d0814f590305d094af8582406d,3003826541,0174,4,1
2023_24,166af4665fbbc796cbbfd65743f5fe533b5422d0814f590305d094af8582406d,3003826541,0182,5,1
2023_24,40403543ca28910a205f6fbc75f6e098e25e92f248773ea1ff5732857fe1a54a,3003826541,0174,8,1
2023_24,a28e41f3901a74cd1584c82225cafc95017f70430c82aba4dd6870132adba52a,3003826541,0174,6,1
2023_24,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3003826541,0173,8,1
2023_24,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3003826541,0174,5,1
2023_24,22865518756d4bc821df87e6fe2901496212fb5bad8b7191b1a1d9ad93d6173f,3003826541,0173,8,1
2023_24,ad74abc10b0efde7cf62fa1b74cfea8cce9f2ac6ec9c6515d718e863ccc8bce0,3003826541,0174,0,1
2023_24,ad74abc10b0efde7cf62fa1b74cfea8cce9f2ac6ec9c6515d718e863ccc8bce0,3003826541,0182,1,1
2023_24,ad74abc10b0efde7cf62fa1b74cfea8cce9f2ac6ec9c6515d718e863ccc8bce0,3003826541,0177,0,2
2023_24,c53318b1713236644eb3a8fbad434134205482f92939bd7cdf4e8e5153c7ea0a,3003826541,0177,6,1
2023_24,c53318b1713236644eb3a8fbad434134205482f92939bd7cdf4e8e5153c7ea0a,3003826541,0177,0,2
2023_24,879fa2f832df0cee40397635e196dab609e4cdeadd15144d46880a93047114dc,3003826541,0173,7,FI
2023_24,879fa2f832df0cee40397635e196dab609e4cdeadd15144d46880a93047114dc,3003826541,0174,8,1
2023_24,40403543ca28910a205f6fbc75f6e098e25e92f248773ea1ff5732857fe1a54a,3003826541,CV0003,9,1
2023_24,0b0c9c30cf9fa16a914c0643b820a67b4ae86dea1d33d944768a18292ae0598c,3003826541,0179,4,1
2023_24,40403543ca28910a205f6fbc75f6e098e25e92f248773ea1ff5732857fe1a54a,3003826541,0179,9,1
2023_24,ad74abc10b0efde7cf62fa1b74cfea8cce9f2ac6ec9c6515d718e863ccc8bce0,3003826541,0179,0,1
2023_24,706dd4b92a0fdc4241402d5808534ff3bb6d3b21d871ed7d1b2d09832623b5be,3003826541,0171,0,2
2023_24,0b0c9c30cf9fa16a914c0643b820a67b4ae86dea1d33d944768a18292ae0598c,3003826541,CV0003,4,FI
2023_24,8359b00d028f9b09ea10e07867638e7c298bfe615e304caf8a1750e800c8b771,3003826541,CV0003,4,FI
2023_24,0b0c9c30cf9fa16a914c0643b820a67b4ae86dea1d33d944768a18292ae0598c,3003826541,0172,5,1
2023_24,166af4665fbbc796cbbfd65743f5fe533b5422d0814f590305d094af8582406d,3003826541,CV0003,4,2
2023_24,13711a9b4c1feea1b57246802cee5bc204189055b8eaa56840511e31a08250d5,3003826541,CV0003,6,2
2023_24,e1c7404c84abf5b0fd10a97d1fd4599c2ad09c8163ab74b96801090a2ecb5613,3003826541,CV0003,8,2
2023_24,fd62ffea3a1f64e62bc0153af45a6acfce4564235a97f2c7ef7473434362a74d,3003826541,CV0003,8,2
2023_24,40403543ca28910a205f6fbc75f6e098e25e92f248773ea1ff5732857fe1a54a,3003826541,0171,9,2
2023_24,55117b7a7171c53c4bbd94e15d8031d7361ca25fd0014c5198880ec0099147a3,3003826541,0171,10,2
2023_24,40403543ca28910a205f6fbc75f6e098e25e92f248773ea1ff5732857fe1a54a,3003826541,0172,8,1
2023_24,40403543ca28910a205f6fbc75f6e098e25e92f248773ea1ff5732857fe1a54a,3003826541,0172,7,2
2023_24,a28e41f3901a74cd1584c82225cafc95017f70430c82aba4dd6870132adba52a,3003826541,0171,6,1
2023_24,6eb5677aa3e0cb47855c69bad3634f08d6a299d66396aaf328fb504a58a23a34,3003826541,0171,7,1
2023_24,879fa2f832df0cee40397635e196dab609e4cdeadd15144d46880a93047114dc,3003826541,0171,6,1
2023_24,7dd071090dad6a96e42c027db2d83af198ccb58940cd67e231c73bb74188b332,3003826541,0179,0,2
2023_24,fa9b547158a1ecaf7e10f84241f139ce5c72ce90f70205f0fdfbd27149f1ecf9,3003826541,0179,7,2
2023_24,13711a9b4c1feea1b57246802cee5bc204189055b8eaa56840511e31a08250d5,3003826541,0179,6,FI
2023_24,6eb5677aa3e0cb47855c69bad3634f08d6a299d66396aaf328fb504a58a23a34,3003826541,0179,9,FI
2023_24,ad74abc10b0efde7cf62fa1b74cfea8cce9f2ac6ec9c6515d718e863ccc8bce0,3003826541,0179,9,FI
2023_24,d605cfea1a23d4c2d618256b76e2961e1a2598c2afadbdf96f8ddcf65d74cfee,3003826541,0179,4,FI
2023_24,4e9126fbac5f44624e772f098db6a7d77a3523adfcfc1fd6e540804186ad9cf6,3003826541,0179,9,1
2023_24,31c07a2d769e10a45f74146640c8b0d7e65f884e135135c822c0a04081716734,3003826541,0179,9,1
2023_24,4e9126fbac5f44624e772f098db6a7d77a3523adfcfc1fd6e540804186ad9cf6,3003826541,0173,3,2
2023_24,4e9126fbac5f44624e772f098db6a7d77a3523adfcfc1fd6e540804186ad9cf6,3003826541,0174,7,2
2023_24,fa9b547158a1ecaf7e10f84241f139ce5c72ce90f70205f0fdfbd27149f1ecf9,3003826541,0174,6,2
2023_24,31c07a2d769e10a45f74146640c8b0d7e65f884e135135c822c0a04081716734,3003826541,0174,8,2
2023_24,4e9126fbac5f44624e772f098db6a7d77a3523adfcfc1fd6e540804186ad9cf6,3003826541,0174,6,FI
2023_24,4e9126fbac5f44624e772f098db6a7d77a3523adfcfc1fd6e540804186ad9cf6,3003826541,0182,8,1
2023_24,e1c7404c84abf5b0fd10a97d1fd4599c2ad09c8163ab74b96801090a2ecb5613,3003826541,0177,6,1
2023_24,6eb5677aa3e0cb47855c69bad3634f08d6a299d66396aaf328fb504a58a23a34,3003826541,0177,7,1
2023_24,6eb5677aa3e0cb47855c69bad3634f08d6a299d66396aaf328fb504a58a23a34,3003826541,0173,7,2
2023_24,ad74abc10b0efde7cf62fa1b74cfea8cce9f2ac6ec9c6515d718e863ccc8bce0,3003826541,0173,1,1
2023_24,d605cfea1a23d4c2d618256b76e2961e1a2598c2afadbdf96f8ddcf65d74cfee,3003826541,0173,3,2
2023_24,fa9b547158a1ecaf7e10f84241f139ce5c72ce90f70205f0fdfbd27149f1ecf9,3003826541,CV0003,7,2
2023_24,dda3b5db1b86c7081e2f389a75f847bbed8909412e00fdc24d6eda96cba45f1e,3003826541,CV0003,0,2
2023_24,fa9b547158a1ecaf7e10f84241f139ce5c72ce90f70205f0fdfbd27149f1ecf9,3003826541,0171,8,FI
2023_24,40f999cc716033d22289d29ac590a46f61a432a9bd95c71e7853c104f7357901,3003826541,0179,8,2
2023_24,40f999cc716033d22289d29ac590a46f61a432a9bd95c71e7853c104f7357901,3003826541,0173,7,FI
2023_24,5a01fc7fb6f037cdbcfeb47081bed90951a5b285d77ee26c2e77fb36dbd8b3fa,3003826541,CV0003,0,1
2023_24,5a01fc7fb6f037cdbcfeb47081bed90951a5b285d77ee26c2e77fb36dbd8b3fa,3003826541,0174,0,2
2023_24,5a01fc7fb6f037cdbcfeb47081bed90951a5b285d77ee26c2e77fb36dbd8b3fa,3003826541,0182,0,1
2023_24,33e49fa0d820ae1a95b4cbda228177a2a4f9473a1e2835e2bf9d98bbe1371d42,3003826541,0173,0,1
2023_24,dbb610de517d2af4cc2f2375382602db97a8b6a2f32e5906cc762f23f955a078,3003826541,0177,0,2
2023_24,d511a6de5492798e69e30675381ff47be131eff2354483c8d296fc6a1c13a5c3,3003826541,0173,0,FI
2023_24,dda3b5db1b86c7081e2f389a75f847bbed8909412e00fdc24d6eda96cba45f1e,3003826541,0173,0,FI
2023_24,c53318b1713236644eb3a8fbad434134205482f92939bd7cdf4e8e5153c7ea0a,3003826541,0173,0,FI
2023_24,dbb610de517d2af4cc2f2375382602db97a8b6a2f32e5906cc762f23f955a078,3003826541,0173,0,FI
2023_24,7dd071090dad6a96e42c027db2d83af198ccb58940cd67e231c73bb74188b332,3003826541,0174,0,FI
2023_24,dda3b5db1b86c7081e2f389a75f847bbed8909412e00fdc24d6eda96cba45f1e,3003826541,0171,0,FI
2023_24,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3003826541,0182,4,FI
2023_24,22865518756d4bc821df87e6fe2901496212fb5bad8b7191b1a1d9ad93d6173f,3003826541,0182,10,FI
2023_24,13711a9b4c1feea1b57246802cee5bc204189055b8eaa56840511e31a08250d5,3003826541,0174,4,FI
2023_24,d605cfea1a23d4c2d618256b76e2961e1a2598c2afadbdf96f8ddcf65d74cfee,3003826541,0171,6,FI
2023_24,4e9126fbac5f44624e772f098db6a7d77a3523adfcfc1fd6e540804186ad9cf6,3003826541,0172,5,FI
2023_24,e2113724a4ba63d9a34307e9a1f159586e207f3d66aa9cce9794d5b41a56070a,3003826541,0172,0,FI
2023_24,33e49fa0d820ae1a95b4cbda228177a2a4f9473a1e2835e2bf9d98bbe1371d42,3003826541,0172,0,FI
2023_24,064242d85c52b2dbf2486914fe87bcadf82936ca02208bb3324dc6c89bbb1071,3003826541,0174,0,FI
2023_24,a61a841a78f3796c6bb982e5ccfd582b1dd0f14208356e8a1c9336f83c04e9f8,3003826541,0174,0,FI
2023_24,5a01fc7fb6f037cdbcfeb47081bed90951a5b285d77ee26c2e77fb36dbd8b3fa,3003826541,CV0003,0,FI
2023_24,5a01fc7fb6f037cdbcfeb47081bed90951a5b285d77ee26c2e77fb36dbd8b3fa,3003826541,0179,0,FI
2023_24,a61a841a78f3796c6bb982e5ccfd582b1dd0f14208356e8a1c9336f83c04e9f8,3003826541,0179,0,FI
2023_24,dbb610de517d2af4cc2f2375382602db97a8b6a2f32e5906cc762f23f955a078,3003826541,0172,0,1
2023_24,63ac8f5dd94a52fe313b6fc66b9d5f9e4a4a6855873c9d9a4ec6e57885995dbb,3003826611,0400,10,1
2023_24,812c04e8fd1a0b6ef4d6e463fe5895d218729b527353c3194dae1b83b32e7ac4,3003826611,0398,1,FI
2023_24,11db15cee4f3ace98fea1b61d523db7837558281eb794670ff1a9dcbf58c2aaa,3003826611,0398,9,FI
2023_24,812c04e8fd1a0b6ef4d6e463fe5895d218729b527353c3194dae1b83b32e7ac4,3003826611,0402,0,1
2023_24,1167dbefbc1cd6d99dce83f3ff3363e7f4e27425d6460004940c60e52beda63e,3003826611,0402,7,1
2023_24,1167dbefbc1cd6d99dce83f3ff3363e7f4e27425d6460004940c60e52beda63e,3003826611,CV0004,8,FI
2023_24,2722a0232416cb8a95affddfe71c40a48f35df8dc726d25a1f21b7bdc64de8df,3003826611,CV0004,9,FI
2023_24,1167dbefbc1cd6d99dce83f3ff3363e7f4e27425d6460004940c60e52beda63e,3003826611,0399,8,FI
2023_24,59947377166f1815a4f32cc7a3f288863e5a822e1b23ccb5924e24aeaa498fcc,3003826611,0399,10,FI
2023_24,2722a0232416cb8a95affddfe71c40a48f35df8dc726d25a1f21b7bdc64de8df,3003826611,0403,0,FI
2023_24,67c6351ccc4f24cc8403d1f65d1d264d315ba85290055c1422f8d83adf6df4ca,3003826611,0403,0,FI
2023_24,2722a0232416cb8a95affddfe71c40a48f35df8dc726d25a1f21b7bdc64de8df,3003826611,0399,4,1
2023_24,0511b2c89bd1d5890aca9d5c01d41c6ade9db6d29041647174732b5524c812d2,3003826611,0180,10,FI
2023_24,25cb0fa3f0b672e802b6c72970d8574b9eb79e31335344e5b4a930a9da511bec,3003826611,0180,7,FI
2023_24,25cb0fa3f0b672e802b6c72970d8574b9eb79e31335344e5b4a930a9da511bec,3003826611,0397,9,FI
2023_24,973a929eff0bee731b7f3ee5772819b9664168b32b02b61534bb27db667f9ab8,3003826611,CV0004,9,FI
2023_24,a578898f5adf5c0314b877fd9f0ddde67695a9e2c58f5c0c457d29938287f76c,3003826611,CV0004,8,FI
2023_24,a578898f5adf5c0314b877fd9f0ddde67695a9e2c58f5c0c457d29938287f76c,3003826611,0399,10,FI
2023_24,a578898f5adf5c0314b877fd9f0ddde67695a9e2c58f5c0c457d29938287f76c,3003826611,0397,10,FI
2023_24,002b9468a1f0b01366f51077ca9fb37ddc0fe66a8dfd9ca75e37234d08efc20c,3003826611,0398,9,FI
2023_24,9ebf46aba3e1dd15e64f1674867452fc4b5adf0fe1e063725586def68c12899c,3003826611,0397,10,FI
2023_24,ec9915266a6d7bb0296ab9f25b612ff053f6fb9301b26c4c6255231633e7d4b8,3003826604,0383,4,2
2023_24,9cd6895de92c2424b339e6ef553e13a1dce80dec6c5e55b81a3cf91e2da63b78,3003826611,0402,8,FI
2023_24,2722a0232416cb8a95affddfe71c40a48f35df8dc726d25a1f21b7bdc64de8df,3003826611,0402,9,FI
2023_24,d7c086bf79de30ce57d8b1ad94f93ca36d8207da7b4479025776435bea25afab,3003826611,0402,7,FI
2023_24,410651964084369baa0d27fdadd4cce41161a8164e3b5e03904903da2e101b2d,3003826611,0402,7,FI
2023_24,e2113724a4ba63d9a34307e9a1f159586e207f3d66aa9cce9794d5b41a56070a,3003826541,0174,0,1
2023_24,973a929eff0bee731b7f3ee5772819b9664168b32b02b61534bb27db667f9ab8,3003826611,0397,9,1
2023_24,a578898f5adf5c0314b877fd9f0ddde67695a9e2c58f5c0c457d29938287f76c,3003826611,CV0004,8,1
2023_24,1faec87b422f3fbfadde5d0b5ac53694b4f76987c99023997a07130d53fcd452,3003826611,CV0004,0,1
2023_24,681442fa8ff1342b79ef8ebeb30c7b90de087d67f72809f26fd2803c7b5b5ad8,3003826611,0398,9,1
2023_24,410651964084369baa0d27fdadd4cce41161a8164e3b5e03904903da2e101b2d,3003826611,0397,9,1
2023_24,45cb8db2504d02ec9b1ca24554a284b484776ade91bf905a7d0e3d0d0b53ad19,3003826604,0384,9,FI
2023_24,310645739c400618d99c004051259bd9af20ef14717d7e1f428a4f103a5e4e1f,3003826604,0384,0,FI
2023_24,543f9b1c59c78f6cb512494ee63a80f38072313caf44497b981bc2471427cf1a,3003826604,0179,8,1
2023_24,ed27751d3378c41cf5f36299c2b55ee1ba2941e558f0b13b5438bd31d3a99168,3003826604,0179,7,1
2023_24,b90db5b79611bfaf152bace8df33fe7530998175c5f71ee8da54242ee0ab4564,3003826604,0179,7,1
2023_24,cececca3bb10360e8a770f9b3a02047cca7fefa461cfa51ed9a12d2cbd65e2cb,3003826604,0179,0,1
2023_24,38b1340e127d027cd8aae4d86c75afe24aeecedd8a5d21116cf8da60356c90ee,3003826604,0179,4,1
2023_24,d2cf762c32ee0e0464e63d71994345065129327239c515c876dede3d56edada2,3003826604,0179,0,1
2023_24,543f9b1c59c78f6cb512494ee63a80f38072313caf44497b981bc2471427cf1a,3003826604,0384,9,2
2023_24,6b4ef71c8a665c6f7b36ddac0c68b3099869808abef4f4744777886945aee39c,3003826604,0384,9,2
2023_24,b90db5b79611bfaf152bace8df33fe7530998175c5f71ee8da54242ee0ab4564,3003826604,0384,1,2
2023_24,3795f04ec64de2889979d02de558dc7e7d1ff88941c13ac1521a37ac35d6f555,3003826604,0384,8,2
2023_24,543f9b1c59c78f6cb512494ee63a80f38072313caf44497b981bc2471427cf1a,3003826604,0172,7,2
2023_24,ed27751d3378c41cf5f36299c2b55ee1ba2941e558f0b13b5438bd31d3a99168,3003826604,0172,8,2
2023_24,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3003826604,0179,8,FI
2023_24,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3003826604,0401,7,1
2023_24,c73bed8dd2bb5ad1102d3ab77c54d4ad4f1d32ace3fd9cca9f9139194cc08c80,3003826604,0401,8,1
2023_24,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3003826604,0401,7,FI
2023_24,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3003826604,0383,7,2
2023_24,bfeb2870103f10b5a5c410974ee101e805870496b9d033d6a2995f5760bc3337,3003826604,0383,7,1
2023_24,c73bed8dd2bb5ad1102d3ab77c54d4ad4f1d32ace3fd9cca9f9139194cc08c80,3003826604,0383,6,1
2023_24,88d6f5d1235690525d60cf2b9d44381dcd612a5cb549cbcedbfe7ad8ed14d6ff,3003826604,0383,6,1
2023_24,d2cf762c32ee0e0464e63d71994345065129327239c515c876dede3d56edada2,3003826604,0383,7,1
2023_24,6b4ef71c8a665c6f7b36ddac0c68b3099869808abef4f4744777886945aee39c,3003826604,CV0003,6,1
2023_24,3795f04ec64de2889979d02de558dc7e7d1ff88941c13ac1521a37ac35d6f555,3003826604,CV0003,7,1
2023_24,310645739c400618d99c004051259bd9af20ef14717d7e1f428a4f103a5e4e1f,3003826604,CV0003,4,1
2023_24,6b4ef71c8a665c6f7b36ddac0c68b3099869808abef4f4744777886945aee39c,3003826604,0383,7,2
2023_24,b90db5b79611bfaf152bace8df33fe7530998175c5f71ee8da54242ee0ab4564,3003826604,0383,3,2
2023_24,cececca3bb10360e8a770f9b3a02047cca7fefa461cfa51ed9a12d2cbd65e2cb,3003826604,0383,0,2
2023_24,ed27751d3378c41cf5f36299c2b55ee1ba2941e558f0b13b5438bd31d3a99168,3003826604,0173,6,1
2023_24,b90db5b79611bfaf152bace8df33fe7530998175c5f71ee8da54242ee0ab4564,3003826604,0173,6,1
2023_24,b74255c6961effb37914b6218ad228e61d17b01bcfd230021f0dbac3f1ad8d5a,3003826604,0172,8,FI
2023_24,7190847f0c42054725dcf3f8127ceb6f0ca52295456f3a24273b98778d24d154,3003826604,0172,8,FI
2023_24,cececca3bb10360e8a770f9b3a02047cca7fefa461cfa51ed9a12d2cbd65e2cb,3003826604,CV0003,0,FI
2023_24,cececca3bb10360e8a770f9b3a02047cca7fefa461cfa51ed9a12d2cbd65e2cb,3003826604,0401,0,2
2023_24,cececca3bb10360e8a770f9b3a02047cca7fefa461cfa51ed9a12d2cbd65e2cb,3003826604,0171,0,2
2023_24,c73bed8dd2bb5ad1102d3ab77c54d4ad4f1d32ace3fd9cca9f9139194cc08c80,3003826604,0171,4,2
2023_24,7190847f0c42054725dcf3f8127ceb6f0ca52295456f3a24273b98778d24d154,3003826604,0171,8,2
2023_24,d2cf762c32ee0e0464e63d71994345065129327239c515c876dede3d56edada2,3003826604,0171,8,2
2023_24,c73bed8dd2bb5ad1102d3ab77c54d4ad4f1d32ace3fd9cca9f9139194cc08c80,3003826604,0171,8,1
2023_24,88d6f5d1235690525d60cf2b9d44381dcd612a5cb549cbcedbfe7ad8ed14d6ff,3003826604,0384,8,1
2023_24,6cb28d47fb42711cf8b5cd11438870cc3efcebb3ee88902b1b24445ee2a0272e,3003826604,0384,8,1
2023_24,dc51c65ee31fb4dc3997e9a60511fe16f4556dd86808c590764def501e1192f4,3003826604,0179,8,2
2023_24,6cb28d47fb42711cf8b5cd11438870cc3efcebb3ee88902b1b24445ee2a0272e,3003826604,0179,0,2
2023_24,d2cf762c32ee0e0464e63d71994345065129327239c515c876dede3d56edada2,3003826604,0173,8,2
2023_24,375c77537911e93cec6666b08a59e03f086806c90bc3cb043234cbb80d114127,3003826604,0384,9,2
2023_24,401157dc1b3061e4d7185e79c4a9d4002b4976b944f650855498ca541c9265d8,3003826604,0173,6,1
2023_24,6bbb6ce9599998a7a188915cc1dcf595d9f05600ee5dc68a6be4ced59be3c419,3003826604,0179,7,FI
2023_24,6bbb6ce9599998a7a188915cc1dcf595d9f05600ee5dc68a6be4ced59be3c419,3003826604,0401,7,2
2023_24,e37d90e98be1eda48fa093e61f0b79e2abd9a5740a5ff68501537fd69e376849,3003826604,0172,7,1
2023_24,e37d90e98be1eda48fa093e61f0b79e2abd9a5740a5ff68501537fd69e376849,3003826604,0172,7,2
2023_24,e37d90e98be1eda48fa093e61f0b79e2abd9a5740a5ff68501537fd69e376849,3003826604,0173,7,1
2023_24,6b4ef71c8a665c6f7b36ddac0c68b3099869808abef4f4744777886945aee39c,3003826604,0172,8,1
2023_24,ed27751d3378c41cf5f36299c2b55ee1ba2941e558f0b13b5438bd31d3a99168,3003826604,0172,8,1
2023_24,d2cf762c32ee0e0464e63d71994345065129327239c515c876dede3d56edada2,3003826604,0383,8,FI
2023_24,6cb28d47fb42711cf8b5cd11438870cc3efcebb3ee88902b1b24445ee2a0272e,3003826604,0383,3,FI
2023_24,401157dc1b3061e4d7185e79c4a9d4002b4976b944f650855498ca541c9265d8,3003826604,0401,0,2
2023_24,733a134543209144b59bce938193236cd4be55249f0b9315099cf800d8067b68,3003826632,0385,7,1
2023_24,eed35df4b8ae42a8f23d8276cc28bae95494e0cd562f2a5c2efa4b5d8c933777,3003826632,0385,7,1
2023_24,fe3b6d657632412dfb9c798deb0dfc275008b6479f6bb9345a99c9a18416f620,3003826632,0387,7,FI
2023_24,dc1d087bb4907db087ea40845783e2d1048464c796e242c5d1dba0dd13f0c543,3003826632,CV0004,0,FI
2023_24,dc1d087bb4907db087ea40845783e2d1048464c796e242c5d1dba0dd13f0c543,3003826632,0386,9,FI
2023_24,b8cf4a9ec54d979f962488099abb36f3ecd6a94264e404de410f79c6ff150f64,3003826632,CV0004,4,1
2023_24,e86d098f3488c126873f2d757364bd854fb37f581a02c171cb892fbfbfa92e7c,3003826632,CV0004,10,1
2023_24,11b8355f9826891205791c27e6a043b7726e85865594bde7cc367472da9f6a5f,3003826632,CV0004,7,1
2023_24,e86d098f3488c126873f2d757364bd854fb37f581a02c171cb892fbfbfa92e7c,3003826632,0387,7,1
2023_24,11b8355f9826891205791c27e6a043b7726e85865594bde7cc367472da9f6a5f,3003826632,0387,8,1
2023_24,e86d098f3488c126873f2d757364bd854fb37f581a02c171cb892fbfbfa92e7c,3003826632,0386,7,FI
2023_24,f6c0b9deef3fcea898f113d1437a227b5cc3fcbf561607541426b199e6822f09,3003826632,0385,7,FI
2023_24,211c07c447d76e9b076faa9b8e60ddbe72714864a9fcd3dd63bac1cf12aa931d,3003826632,0180,9,1
2023_24,211c07c447d76e9b076faa9b8e60ddbe72714864a9fcd3dd63bac1cf12aa931d,3003826632,0386,8,FI
