id_alumno,documento_hash,fecha_nac,sexo,estado_matricula,curso,grupo,turno
10758506,9d51855dd15e25efe9a84a06b010d0a95f8074184e1a9f10b57ad92f84819345,31/03/2006,H,B,3003822337,1CFMB,D
10932819,78bcff2e66b33eb93fa37d3cfac4fdbda1ffbec6c499b3bc27acee347178ca2c,27/02/2007,H,M,3003822337,1CFMB,D
10789649,da887b9510081aae3932564847c5295be17c642067c50219a2071a549c6cdf42,19/02/2006,H,M,3003822337,1CFMB,D
10787504,2f2467abbb4b52e13e890bac0ca087b0fd00e0a5917b2942d72e05c6f9f579ee,11/01/2006,H,M,3003822344,2CFMB,D
10780823,1c0126f2363bf0326c3fbdaf744ff3a9268c7a133a2e75d7da9f26e447638b97,26/06/2006,H,M,3003822344,2CFMB,D
10813126,24efacdef895ae6e887d5ba8ba36b17df1d4e60678a702fd9f520a7885783c35,09/07/2006,M,M,3003822344,2CFMB,D
10700138,4bde3cbc1b91ddb7fb9ccef81d3b48791b1fec837e908002f2ead72849d91f72,18/02/2004,M,M,3003822414,1CFSI,D
10770133,e9dacf79117ab7ea8cc81cee2fa6e204542085b44aef6d7adce831eb7b4bb4e6,12/12/2002,H,M,3003822414,1CFSI,D
13242108,8d2e70f51e9851978403e8bfb75bcb6c91919f9c7af0d2abb4775c72ff8ef861,10/09/2000,H,B,3003822449,1CFSB,D
10737190,fd4491d629ad02385bc27eec0fa38bc87d56569a8d328297baa0eb678a088d09,21/04/2005,M,M,3003822449,1CFSB,D
10833265,2590cc1b9973b91336b500d23f0669ad7d7e40fb18cb72a66ce66dfc82cde62a,18/06/2004,M,M,3003822449,1CFSB,D
10852071,cf21ee999eba52f7d5fca5d0901ed887e1c878d8540737a74a6529223a13f7c5,18/12/2005,M,M,3003822449,1CFSB,D
10734337,f7bce05a2f9490d3b072e843f95ee42c2de80891e5dfd891052a620926bab99a,03/03/2004,M,M,3003822456,2CFSB,D
10747088,76f9c3a89d53bbdcb268367d80490d94c032190e8891cab83b9a857482b0ae85,15/09/2003,H,M,3003828691,1CESCIB,D
10700769,e8fde4a7c0260971bfd23cfaaed3b109b9b2f4a57ee63e92bcda9edb0473be3c,17/05/2003,H,M,3003828705,1CESIAB,D
10789928,fc9da42343da7045fff5684e4341f3fc3526708c4886e997727b666c9f653bc8,22/12/2003,H,M,3003828705,1CESIAB,D
10254384,337e8734f7a97080be2d469f89999192727f538ac098132b5d35b036029f4338,25/09/1995,H,M,3003828705,1CESIAB,D
10278806,dbe0c1f1064822376acea81f9f13eb2e4ba28568a23a6075fe4dc0f86f2008f2,15/09/1997,H,M,3003828705,1CESIAB,D
10924358,2114930a969b75611e3516a217c3df47aec24ea140c8e8755c03fb8d7150431d,03/06/2007,H,M,3003827233,1CFMA,D
10787713,c5cf745343e864c3ecbd7dfe3508759f2684f1f2375cbd7c2b27ec41d5462fda,07/05/2006,H,M,3003827233,1CFMA,D
