anyo,alumno,curso,contenido,nota_numerica
2023,13257485,3003826604,0384,0
2023,10837553,3003826604,0179,8
2023,10700883,3003826604,0179,7
2023,13242114,3003826604,0179,7
2023,10506767,3003826604,0179,0
2023,10677163,3003826604,0179,4
2023,13127380,3003826604,0179,0
2023,10837553,3003826604,0384,9
2023,10699672,3003826604,0384,9
2023,13242114,3003826604,0384,1
2023,10282475,3003826604,0384,8
2023,10837553,3003826604,0172,7
2023,10700883,3003826604,0172,8
2023,12468964,3003826604,0179,8
2023,12468964,3003826604,0401,7
2023,10698462,3003826604,0401,8
2023,12468964,3003826604,0401,7
2023,12468964,3003826604,0383,7
2023,10305439,3003826604,0383,7
2023,10698462,3003826604,0383,6
2023,12398431,3003826604,0383,6
2023,13127380,3003826604,0383,7
2023,10699672,3003826604,CV0003,6
2023,10282475,3003826604,CV0003,7
2023,13257485,3003826604,CV0003,4
2023,10699672,3003826604,0383,7
2023,13242114,3003826604,0383,3
2023,10506767,3003826604,0383,0
2023,10700883,3003826604,0173,6
2023,13242114,3003826604,0173,6
2023,10778000,3003826604,0172,8
2023,10675919,3003826604,0172,8
2023,13242114,3003826604,0171,0
2023,10513851,3003826604,0171,6
2023,10506767,3003826604,CV0003,0
2023,10506767,3003826604,0401,0
2023,10506767,3003826604,0171,0
2023,10698462,3003826604,0171,4
2023,10675919,3003826604,0171,8
2023,13127380,3003826604,0171,8
2023,10698462,3003826604,0171,8
2023,12398431,3003826604,0384,8
2023,10513851,3003826604,0384,8
2023,13257485,3003826604,0173,0
2023,10411178,3003826604,0179,8
2023,10513851,3003826604,0179,0
2023,13127380,3003826604,0173,8
2023,13288501,3003826604,0384,9
2023,13257407,3003826604,CV0003,0
2023,13257407,3003826604,0401,0
2023,13257407,3003826604,0171,0
2023,13257407,3003826604,0173,6
2023,10709639,3003826604,0179,7
2023,10709639,3003826604,0401,7
2023,10348121,3003826604,0172,7
2023,10348121,3003826604,0172,7
2023,10348121,3003826604,0173,7
2023,10699672,3003826604,0172,8
2023,10700883,3003826604,0172,8
2023,13127380,3003826604,0383,8
2023,10513851,3003826604,0383,3
2023,13257407,3003826604,0401,0
2023,13257407,3003826604,0383,0
2023,10488332,3003826632,0385,7
2023,10506040,3003826632,0385,7
2023,10862231,3003826632,0387,7
2023,10041748,3003826632,CV0004,0
2023,10041748,3003826632,0386,9
2023,10488332,3003826632,0388,6
2023,10850808,3003826632,0388,6
2023,10270975,3003826632,0388,9
2023,10850808,3003826632,0388,4
2023,10707407,3003826632,0388,9
2023,10713872,3003826632,CV0004,4
2023,10730159,3003826632,CV0004,10
2023,10850808,3003826632,CV0004,7
2023,10730159,3003826632,0387,7
2023,10850808,3003826632,0387,8
2023,10730159,3003826632,0386,7
2023,10780309,3003826632,0385,7
2023,10707407,3003826632,0180,9
2023,10707407,3003826632,0386,8
2023,10664909,3003826632,CV0004,7
2023,10664909,3003826632,0386,7
2023,10664924,3003826632,0388,4
2023,10708070,3003826632,CV0004,9
2023,10713451,3003826632,CV0004,4
2023,10815375,3003826632,CV0004,7
2023,12058330,3003826625,CV0003,9
2023,10707407,3003826632,0391,0
2023,10488332,3003826632,0391,0
2023,10862231,3003826632,0391,0
2023,10513718,3003826632,0391,0
2023,10365373,3003826632,0388,0
2023,10506040,3003826632,0388,0
2023,10428047,3003826632,0388,0
2023,10428047,3003826632,0180,8
2023,10664909,3003826632,0386,7
2023,10664924,3003826632,0386,8
2023,10303294,3003826632,0387,7
2023,10713451,3003826632,0385,7
2023,10700990,3003826625,CV0003,9
2023,11632133,3003826625,CV0003,9
2023,10512569,3003826625,CV0003,9
2023,10277303,3003826625,0172,7
2023,12472350,3003826625,0383,4
2023,10700990,3003826625,0383,6
2023,11632133,3003826625,0383,7
2023,10690446,3003826625,0383,8
2023,12472350,3003826625,0383,0
2023,10700990,3003826625,0384,0
2023,10512569,3003826625,CV0003,0
2023,10512569,3003826625,0179,0
2023,10512569,3003826625,0171,0
2023,10512569,3003826625,0172,0
2023,10664986,3003826625,0179,8
2023,10690446,3003826625,0179,0
2023,10664986,3003826625,0383,4
2023,10696634,3003826625,0383,9
2023,10664986,3003826625,0384,7
2023,10700990,3003826625,CV0003,0
2023,11632133,3003826625,0173,8
2023,10690446,3003826625,0173,6
2023,10696634,3003826625,0173,9
2023,10690446,3003826625,0171,7
2023,12058330,3003826625,0179,5
2023,12058330,3003826625,0383,10
2023,10486936,3003826625,CV0003,9
2023,10486936,3003826625,0179,8
2023,10742990,3003826625,CV0003,10
2023,10742990,3003826625,CV0003,8
2023,10742990,3003826625,0383,9
2023,10742990,3003826625,0173,8
2023,10610383,3003826625,0172,6
2023,10780758,3003826625,0383,9
2023,10780758,3003826625,0384,8
2023,13332666,3003826625,0179,0
2023,13332666,3003826625,0171,6
2023,13332666,3003826625,0384,0
2023,10706115,3003822344,1228,7
2023,10707734,3003822344,1228,3
2023,10836565,3003822344,1228,7
2023,10787504,3003822344,1228,6
2023,10766479,3003822344,1228,5
2023,10835701,3003822344,1228,0
2023,10835701,3003822344,1234,0
2023,12472350,3003826625,0179,0
2023,11632133,3003826625,CV0003,8
2023,12058330,3003826625,CV0003,8
2023,10742990,3003826625,CV0003,9
2023,12472350,3003826625,0384,0
2023,10664986,3003826625,0172,7
2023,10486936,3003826625,0172,7
2023,10277303,3003826625,0171,7
2023,10707825,3003826625,0171,5
2023,11632133,3003826625,0173,8
2023,10486936,3003826625,0173,7
2023,10780758,3003826625,0173,8
2023,10690446,3003826625,0173,6
2023,12058330,3003826625,0389,8
2023,10486936,3003826625,0179,7
2023,10742990,3003826625,0179,10
2023,10486936,3003826625,0172,7
2023,10610383,3003826625,0172,6
2023,13332666,3003826625,0172,0
2023,10486936,3003826625,0389,9
2023,10742990,3003826625,0173,10
2023,10610383,3003826625,0173,6
2023,13332666,3003826625,0173,4
2023,10780758,3003826625,0171,9
2023,10706115,3003822344,1235,5
2023,10707819,3003822344,1227,5
2023,10835701,3003822344,1227,0
2023,10799147,3003822344,1234,4
2023,10766479,3003822344,1234,5
2023,10770425,3003822344,1227,6
2023,10836565,3003822344,1227,5
2023,10770425,3003822344,1230,8
2023,10836565,3003822344,1230,8
2023,12736451,3003822344,1230,3
2023,10485831,3003822344,1230,7
2023,10787491,3003822344,1230,7
2023,10787504,3003822344,1230,8
2023,10770425,3003822344,1235,5
2023,12736451,3003822344,1235,6
2023,10766479,3003822344,1235,5
2023,10770425,3003822344,1237,0
2023,10836565,3003822344,1237,0
2023,12736451,3003822344,1234,5
2023,10783762,3003822344,1234,9
2023,10787504,3003822344,1234,5
2023,10641026,3003822344,1230,5
2023,10761897,3003822344,1230,8
2023,10689201,3003822344,CV0002,4
2023,10761897,3003822344,CV0002,8
2023,10787491,3003822344,CV0002,7
2023,10766479,3003822344,1228,5
2023,10835701,3003822344,1228,0
2023,10835701,3003822344,1230,0
2023,10835701,3003822344,1235,3
2023,11780595,3003822344,1227,6
2023,10706808,3003822344,1234,5
2023,10800025,3003822344,1228,9
2023,10800025,3003822344,1237,0
2023,10813126,3003822344,1228,9
2023,10813126,3003822344,1230,9
2023,10679722,3003822344,1228,7
2023,10679722,3003822344,1230,6
2023,10679722,3003822344,1234,6
2023,10766414,3003822344,1228,7
2023,10895114,3003822337,1233,8
2023,10932819,3003822337,1233,8
2023,10889204,3003822337,1233,9
2023,10707825,3003826625,0389,5
2023,10780758,3003826625,0389,8
2023,10895114,3003822337,CV0001,7
2023,12907793,3003822337,1236,6
2023,10766806,3003822337,1236,7
2023,10909605,3003822337,0156,8
2023,10909605,3003822337,1226,7
2023,10932819,3003822337,1226,7
2023,11336367,3003822337,0156,0
2023,11336367,3003822337,1233,7
2023,10688314,3003822337,1226,0
2023,10932819,3003822337,1226,4
2023,10889204,3003822337,1226,7
2023,10761942,3003822337,1233,9
2023,10932819,3003822337,0156,7
2023,10932819,3003822337,1226,7
2023,10932819,3003822337,1229,5
2023,10889204,3003822337,CV0001,8
2023,10889204,3003822337,1231,6
2023,10889204,3003822337,1236,8
2023,10762386,3003822337,1233,9
2023,10920099,3003822337,1236,7
2023,10897205,3003822337,0156,7
2023,10897205,3003822337,1231,6
2023,10897205,3003822337,1236,8
2023,10789649,3003822337,CV0001,7
2023,10789649,3003822337,1233,9
2023,10789649,3003822337,1233,9
2023,10789649,3003822337,1236,6
2023,11667242,3003822337,1226,8
2023,11667242,3003822337,1231,9
2023,10805487,3003822337,1226,4
2023,12695609,3003822337,1233,0
2023,10858044,3003822337,0156,8
2023,10858044,3003822337,1226,7
2023,10858044,3003822337,1226,7
2023,10858044,3003822337,1229,7
2023,12932662,3003822337,CV0001,6
2023,12932662,3003822337,0156,7
2023,12932662,3003822337,1236,7
2023,10852104,3003822337,CV0001,8
2023,10852104,3003822337,0156,8
2023,10887844,3003822337,1226,4
2023,10851064,3003822337,1233,6
2023,10776722,3003822337,1226,7
2023,10776722,3003822337,1233,8
2023,10776722,3003822337,1233,8
2023,10791133,3003822337,1226,6
2023,10791133,3003822337,1226,7
2023,10791133,3003822337,1236,5
2023,10762386,3003822337,1231,8
2023,10766806,3003822337,1231,9
2023,11336367,3003822337,1231,6
2023,10805487,3003822337,1231,6
2023,10776722,3003822337,1231,6
2023,10835701,3003822344,1235,0
2023,10766806,3003822337,CV0001,7
2023,10761942,3003822337,CV0001,8
2023,10851064,3003822337,CV0001,8
2023,10761942,3003822337,1232,8
2023,13112701,3003822337,1232,8
2023,10897205,3003822337,1229,6
2023,12932662,3003822337,1229,9
2023,10789649,3003822337,1226,8
2023,10789649,3003822337,1232,8
2023,10887844,3003822337,1232,6
2023,10789649,3003822337,1233,9
2023,11667242,3003822337,1232,9
2023,11744036,3003822337,1232,9
2023,12932662,3003822337,1232,9
2023,12695609,3003822337,CV0001,0
2023,12932662,3003822337,1231,8
2023,13112701,3003822337,1232,9
2023,10851064,3003822337,1229,4
2023,10277738,3003822449,0623,0
2023,10277738,3003822449,0930,0
2023,10278035,3003822449,0930,7
2023,10277738,3003822449,1010,0
2023,10277738,3003822449,1010,0
2023,10318774,3003822449,0623,4
2023,10318774,3003822449,0931,7
2023,12424432,3003822449,0931,8
2023,10466022,3003822449,CV0003,8
2023,10466022,3003822449,0931,6
2023,12300236,3003822449,CV0003,4
2023,12300236,3003822449,0623,4
2023,12424432,3003822449,0623,9
2023,10398706,3003822449,0623,0
2023,12300236,3003822449,0930,4
2023,10278035,3003822449,0930,7
2023,12300236,3003822449,0930,6
2023,12424432,3003822449,0930,9
2023,12300236,3003822449,1014,7
2023,12719809,3003822449,1014,8
2023,10278035,3003822449,CV0003,8
2023,12424432,3003822449,CV0003,10
2023,10411578,3003822449,CV0003,0
2023,10411578,3003822449,0179,0
2023,10411578,3003822449,0623,0
2023,10411578,3003822449,0930,0
2023,10411578,3003822449,0931,4
2023,10411578,3003822449,1010,3
2023,11502177,3003822449,0931,8
2023,13261750,3003822449,0930,0
2023,13261750,3003822449,1014,3
2023,13245229,3003822449,CV0003,0
2023,13245229,3003822449,1014,0
2023,10375621,3003822449,0930,8
2023,10375621,3003822449,0931,8
2023,13242371,3003822449,0623,0
2023,13242371,3003822449,0930,0
2023,13242371,3003822449,1010,0
2023,13261894,3003822449,0623,0
2023,13261894,3003822449,0930,0
2023,12735439,3003822449,0930,8
2023,12735439,3003822449,1014,7
2023,10318925,3003822449,0179,1
2023,10318925,3003822449,0623,5
2023,10318925,3003822449,0930,6
2023,10318925,3003822449,0931,8
2023,13249466,3003822449,CV0003,10
2023,11330270,3003822449,1010,0
2023,11330270,3003822449,1014,0
2023,10434495,3003822449,0623,0
2023,10354121,3003822449,0930,5
2023,10432949,3003822449,0931,8
2023,10270640,3003822449,0930,6
2023,10718886,3003822449,CV0003,6
2023,12857786,3003822449,0623,3
2023,12857786,3003822449,1010,2
2023,10816484,3003822449,CV0003,7
2023,10816484,3003822449,CV0003,7
2023,10816484,3003822449,0930,7
2023,10816484,3003822449,1010,5
2023,10691616,3003822449,CV0003,8
2023,10691616,3003822449,0179,8
2023,10691616,3003822449,0930,6
2023,13242370,3003822449,0930,7
2023,13242370,3003822449,0930,8
2023,10320697,3003822449,CV0003,7
2023,10736212,3003822449,CV0003,0
2023,10277738,3003822449,0931,0
2023,12735439,3003822449,0931,9
2023,10318925,3003822449,0931,7
2023,11502177,3003822449,0179,9
2023,13242370,3003822449,0179,0
2023,10689153,3003822449,CV0003,8
2023,10718081,3003822449,CV0003,8
2023,10768351,3003822449,CV0003,7
2023,10689153,3003822449,0179,7
2023,12719809,3003822449,0931,8
2023,10737190,3003822449,0931,9
2023,10795882,3003822449,0931,8
2023,10320697,3003822449,0931,9
2023,13261750,3003822449,0931,0
2023,13245229,3003822449,CV0003,0
2023,13242371,3003822449,CV0003,0
2023,10604170,3003822449,1014,0
2023,10718081,3003822449,0179,8
2023,10795882,3003822449,0179,0
2023,10718886,3003822449,0179,6
2023,10718081,3003822449,0930,7
2023,10852071,3003822449,0930,7
2023,10506770,3003822449,0930,0
2023,10718081,3003822449,0931,6
2023,10826692,3003822449,0931,8
2023,10584902,3003822449,0931,6
2023,10432949,3003822449,0931,9
2023,10279046,3003822449,0931,7
2023,10718081,3003822449,1014,6
2023,10809481,3003822449,1014,7
2023,10432949,3003822449,1014,9
2023,13242371,3003822449,1014,0
2023,13261894,3003822449,1014,0
2023,10318925,3003822449,1014,0
2023,10795882,3003822449,0623,8
2023,10795882,3003822449,0930,6
2023,10833265,3003822449,0930,8
2023,10426520,3003822449,0930,6
2023,10833265,3003822449,0930,6
2023,12735439,3003822449,1010,8
2023,13242370,3003822449,1010,7
2023,10318925,3003822449,0623,6
2023,10691616,3003822449,0623,6
2023,10768351,3003822449,1010,8
2023,10432949,3003822449,1010,8
2023,10506770,3003822449,1010,3
2023,10718886,3003822449,1010,7
2023,13249466,3003822449,0931,0
2023,11330270,3003822449,0179,0
2023,10354121,3003822449,0179,6
2023,10852071,3003822449,CV0003,9
2023,10432949,3003822449,1014,9
2023,10506770,3003822449,0623,0
2023,10506770,3003822449,0930,0
2023,10270640,3003822449,0179,4
2023,10718886,3003822449,0931,4
2023,10707845,3003822449,1010,9
2023,10375121,3003822449,CV0003,0
2023,10375121,3003822449,0930,6
2023,10375121,3003822449,0930,5
2023,10375121,3003822449,0930,7
2023,10375121,3003822449,0931,7
2023,13242369,3003822449,CV0003,4
2023,10296770,3003822449,CV0003,0
2023,10296770,3003822449,0179,0
2023,10296770,3003822449,0623,0
2023,10296770,3003822449,0930,0
2023,10296770,3003822449,1010,5
2023,10296770,3003822449,1014,0
2023,10664778,3003822449,0179,7
2023,10664778,3003822449,0623,8
2023,10664778,3003822449,0930,6
2023,10664778,3003822449,0931,7
2023,10820754,3003822449,CV0003,9
2023,10820754,3003822449,0179,10
2023,10820754,3003822449,0930,8
2023,13282254,3003822449,0179,8
2023,13282254,3003822449,0930,5
2023,13282254,3003822449,0931,6
2023,12480365,3003822449,0930,0
2023,11244122,3003822449,CV0003,0
2023,11244122,3003822449,1014,0
2023,10431067,3003822449,0623,0
2023,10431067,3003822449,0930,0
2023,10690358,3003822449,CV0003,6
2023,10690358,3003822449,0179,6
2023,10690358,3003822449,0930,5
2023,13326344,3003822449,0931,0
2023,13326344,3003822449,0931,0
2023,13326344,3003822449,1010,0
2023,13326344,3003822449,1010,0
2023,13326344,3003822449,1014,0
2023,10698475,3003822449,CV0003,4
2023,10698475,3003822449,0179,6
2023,10700384,3003822456,1008,8
2023,10017272,3003822456,1008,7
2023,10630518,3003822456,1008,9
2023,10279200,3003822456,1008,10
2023,10679644,3003822456,1013,0
2023,13242370,3003822449,1010,7
2023,10320697,3003822449,1010,7
2023,10354121,3003822449,1010,7
2023,13261750,3003822449,1014,0
2023,10691616,3003822449,1014,5
2023,13242370,3003822449,1014,8
2023,13326344,3003822449,1014,0
2023,13242371,3003822449,0931,0
2023,10820754,3003822449,0623,7
2023,10698475,3003822449,1010,3
2023,10514789,3003822456,1008,3
2023,10244882,3003822456,1008,7
2023,10514789,3003822456,1009,3
2023,10594447,3003822456,1009,7
2023,10382660,3003822456,1009,7
2023,10211605,3003822456,1009,7
2023,10514789,3003822456,1109,5
2023,10468190,3003822456,1109,8
2023,10338918,3003822456,1109,10
2023,10679644,3003822456,1109,7
2023,10244882,3003822456,CV0004,7
2023,10382660,3003822456,CV0004,9
2023,10594447,3003822456,1109,7
2023,10382660,3003822456,1109,7
2023,10594447,3003822456,1110,9
2023,10594447,3003822456,1110,9
2023,13040787,3003822456,1008,8
2023,11074562,3003822456,1008,6
2023,13040787,3003822456,1011,9
2023,13240343,3003822456,1008,7
2023,13240343,3003822456,1011,8
2023,10375529,3003822456,1011,8
2023,13240343,3003822456,1011,7
2023,13240343,3003822456,1109,6
2023,10281379,3003822456,1109,9
2023,10468190,3003822456,1109,8
2023,10017272,3003822456,1109,9
2023,10636290,3003822456,1109,8
2023,10256577,3003822456,1109,9
2023,10679644,3003822456,1109,7
2023,13240343,3003822456,1109,7
2023,13240343,3003822456,1110,9
2023,10427710,3003822456,1110,10
2023,10630518,3003822456,1110,10
2023,10338918,3003822456,1110,10
2023,10377143,3003822456,1110,9
2023,10281379,3003822456,CV0004,8
2023,10630518,3003822456,CV0004,10
2023,10427710,3003822456,1009,8
2023,10630518,3003822456,1009,8
2023,10427710,3003822456,1013,0
2023,10338918,3003822456,1013,0
2023,10468190,3003822456,1009,8
2023,10017272,3003822456,1012,8
2023,10636290,3003822456,CV0004,4
2023,10636290,3003822456,1007,6
2023,10420734,3003822456,1110,10
2023,10256577,3003822456,1110,9
2023,10279200,3003822456,1110,9
2023,10338918,3003822456,1007,8
2023,10344807,3003822456,1007,8
2023,10344807,3003822456,1012,7
2023,10700954,3003822456,CV0004,8
2023,10700954,3003822456,1009,7
2023,10700954,3003822456,1109,10
2023,10734337,3003822456,CV0004,8
2023,10835663,3003822456,1007,10
2023,10835663,3003822456,1011,9
2023,10839854,3003822456,1009,8
2023,10839854,3003822456,1110,8
2023,10839854,3003822456,1013,0
2023,11329660,3003822456,1012,4
2023,11512394,3003822456,1007,8
2023,11512394,3003822456,1011,7
2023,11645686,3003822456,1007,9
2023,11645686,3003822456,1109,10
2023,11645686,3003822456,1110,9
2023,11830264,3003822456,1013,0
2023,12743886,3003822456,CV0004,9
2023,12743886,3003822456,1007,4
2023,10320146,3003822456,1110,9
2023,10255058,3003822456,1008,0
2023,10255058,3003822456,1009,0
2023,10786442,3003822456,1110,9
2023,10322908,3003822456,1009,7
2023,10322908,3003822456,1109,7
2023,10349083,3003822456,1011,6
2023,10282698,3003822456,1109,6
2023,10282698,3003822456,1109,7
2023,10313709,3003822456,1109,0
2023,10689289,3003822456,1109,9
2023,10378770,3003822456,1008,0
2023,10378770,3003822456,1110,8
2023,10378770,3003822456,1110,8
2023,10248012,3003822456,1109,5
2023,13040829,3003822456,CV0004,9
2023,10688794,3003822456,1008,10
2023,11398648,3003822456,1009,8
2023,11398648,3003822456,1110,10
2023,10339317,3003822456,1011,7
2023,10339317,3003822456,1109,6
2023,11488090,3003822456,1110,0
2023,12636671,3003822456,1011,7
2023,10690358,3003822449,0623,6
2023,10514789,3003822456,1013,0
2023,10211605,3003822456,1013,0
2023,13040829,3003822456,1013,0
2023,10410306,3003822456,1013,0
2023,10700954,3003822456,1012,9
2023,11512394,3003822456,1012,7
2023,10734337,3003822456,1008,5
2023,12743886,3003822456,CV0004,10
2023,12743886,3003822456,1008,0
2023,10320146,3003822456,1007,8
2023,10378770,3003822456,1007,0
2023,13040829,3003822456,1007,3
2023,10688794,3003822456,1007,10
2023,10320146,3003822456,1012,10
2023,10255058,3003822456,1009,0
2023,10255058,3003822456,1011,0
2023,11398648,3003822456,1011,9
2023,10339317,3003822456,1011,7
2023,10255058,3003822456,1109,0
2023,10313709,3003822456,1007,0
2023,10354186,3003822456,CV0004,8
2023,10354186,3003822456,1007,10
2023,10786442,3003822456,1007,8
2023,10313709,3003822456,1110,0
2023,11488090,3003822456,1110,0
2023,10689289,3003822456,1008,7
2023,10378770,3003822456,1008,2
2023,10410306,3003822456,1008,7
2023,10378770,3003822456,1009,7
2023,10410306,3003822456,1009,7
2023,10688794,3003822456,CV0004,0
2023,11398648,3003822456,CV0004,9
2023,11488090,3003822456,CV0004,0
2023,12636671,3003822456,CV0004,10
2023,10467115,3003822456,1109,4
2023,11494374,3003822456,1110,10
2023,10303629,3003822456,1008,4
2023,10303629,3003822456,1011,8
2023,10700138,3003822414,0627,8
2023,10819112,3003822414,0829,0
2023,11074029,3003822414,0627,6
2023,10819055,3003822414,CV0008,9
2023,10713535,3003822414,CV0003,8
2023,10748318,3003822414,CV0003,3
2023,10804683,3003822414,CV0003,7
2023,13288446,3003822414,CV0003,8
2023,10713535,3003822414,0179,8
2023,10713535,3003822414,0625,8
2023,10839333,3003822414,0625,8
2023,10752122,3003822414,0625,9
2023,10808796,3003822414,0625,10
2023,10713535,3003822414,CV0008,8
2023,10752122,3003822414,CV0008,9
2023,10700138,3003822414,0622,9
2023,10706042,3003822414,0622,9
2023,10700138,3003822414,0623,9
2023,13288446,3003822414,0623,9
2023,10323951,3003822414,CV0003,7
2023,10819055,3003822414,CV0003,8
2023,10819112,3003822414,CV0003,0
2023,10397145,3003822414,CV0003,7
2023,10752122,3003822414,CV0003,6
2023,10819112,3003822414,0622,0
2023,10748318,3003822414,0622,9
2023,10839333,3003822414,0622,9
2023,10752122,3003822414,0622,9
