anyo,nombre_modulo,codigo_modulo,codigo_curso,nombre_curso,ciclo,grado,familia
2025_26,Bases de Datos,0484,3306169674,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Sistemas informáticos,0483,3306169674,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Formación y orientación laboral,0617,3306169674,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Primero,TU01CF,3306169695,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3306169695,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Lenguajes de marcas y sistemas de gestión de información,0373,3306169695,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Entornos de desarrollo,0487,3306169695,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Programación,0485,3306169695,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Bases de Datos,0484,3306169695,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Sistemas informáticos,0483,3306169695,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Formación y orientación laboral,0493,3306169695,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Segundo,TU02CF,3306169702,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3306169702,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Formación en centros de trabajo,0495,3306169702,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Proyecto de Desarrollo de aplicaciones multiplataforma,0492,3306169702,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Empresa e iniciativa emprendedora,0494,3306169702,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Sistemas de gestión empresarial,0491,3306169702,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Programación de servicios y procesos,0490,3306169702,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Programación multimedia y dispositivos móviles,0489,3306169702,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Desarrollo de interfaces,0488,3306169702,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Acceso a datos,0486,3306169702,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Primero,TU01CF,3306169723,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3306169723,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Planificación y Administración de Redes,0370,3306169723,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Lenguajes de marcas y sistemas de gestión de información,0373,3306169723,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Fundamentos de Hardware,0371,3306169723,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Gestión de Bases de Datos,0372,3306169723,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Formación y orientación laboral,0380,3306169723,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Implantación de Sistemas Operativos,0369,3306169723,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Segundo,TU02CF,3306169730,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3306169730,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Empresa e Iniciativa emprendedora,0381,3306169730,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Proyecto de Administración de Sistemas Informáticos en Red,0379,3306169730,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Seguridad y Alta Disponibilidad,0378,3306169730,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Servicios de Red e Internet,0375,3306169730,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Formación en Centros de Trabajo,0382,3306169730,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Administración de Sistemas Gestores de Bases de Datos,0377,3306169730,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Implantación de Aplicaciones Web,0376,3306169730,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Administración de Sistemas Operativos,0374,3306169730,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Itinerario personal para la empleabilidad I,1709,3306169744,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Proyecto intermodular 1 de Administración de Sistemas Informáticos en Red,0379p,3306169744,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Primero,TU01CF,3306169744,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Inglés profesional GS,0179,3306169744,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Planificación y Administración de Redes,0370,3306169744,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Lenguajes de marcas y sistemas de gestión de información,0373,3306169744,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Fundamentos de Hardware,0371,3306169744,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Gestión de Bases de Datos,0372,3306169744,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Implantación de Sistemas Operativos,0369,3306169744,Primero,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Digitalización aplicada al sistema productivo GS,1665190,3306169751,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Sostenibilidad aplicada al sistema productivo,1708190,3306169751,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Módulo optativo,CVOPT,3306169751,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Proyecto intermodular 2 de Administración de Sistemas Informáticos en Red,0379s,3306169751,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Tutoría Segundo,TU02CF,3306169751,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Seguridad y Alta Disponibilidad,0378,3306169751,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Servicios de Red e Internet,0375,3306169751,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Administración de Sistemas Gestores de Bases de Datos,0377,3306169751,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Implantación de Aplicaciones Web,0376,3306169751,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Administración de Sistemas Operativos,0374,3306169751,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Itinerario personal para la empleabilidad II,1710,3306169751,Segundo,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2025_26,Proyecto Intermodular Gestión administrativa,1713472,3306173995,Segundo,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Módulo optativo,CVOPT,3306173995,Segundo,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Digitalización aplicada al sistema productivo GM,1664001,3306173995,Segundo,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Sostenibilidad aplicada al sistema productivo,1708001,3306173995,Segundo,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Tutoría Segundo,TU02CF,3306173995,Segundo,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Empresa en el aula,0446,3306173995,Segundo,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Tratamiento de la documentación contable,0443,3306173995,Segundo,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Operaciones administrativas de recursos humanos,0442,3306173995,Segundo,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Operaciones auxiliares de gestión de tesorería,0448,3306173995,Segundo,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Itinerario personal para la empleabilidad II,1710,3306173995,Segundo,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Itinerario personal para la empleabilidad I,1709,3306173997,Primero,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Tutoría Primero,TU01CF,3306173997,Primero,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Comunicación empresarial y atención al cliente,0437,3306173997,Primero,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Técnica contable,0441,3306173997,Primero,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Empresa y administración,0439,3306173997,Primero,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Operaciones administrativa de compra-venta,0438,3306173997,Primero,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Tratamiento informático de la información,0440,3306173997,Primero,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Inglés profesional GM,0156,3306173997,Primero,GESTIÓN ADMINISTRATIVA (LFP),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Tutoría Primero,TU01CF,3306174011,Primero,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Inglés Técnico I-M / Horario reservado para la docencia en inglés,CV0001,3306174011,Primero,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Comunicación empresarial y atención al cliente,0437,3306174011,Primero,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Formación y orientación laboral,0449,3306174011,Primero,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Técnica contable,0441,3306174011,Primero,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Empresa y administración,0439,3306174011,Primero,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Operaciones administrativa de compra-venta,0438,3306174011,Primero,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Tratamiento informático de la información,0440,3306174011,Primero,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Inglés profesional GM,0156,3306174011,Primero,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Tutoría Segundo,TU02CF,3306174018,Segundo,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Inglés Técnico II-M / Horario reservado para la docencia en inglés,CV0002,3306174018,Segundo,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Empresa en el aula,0446,3306174018,Segundo,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Tratamiento de la documentación contable,0443,3306174018,Segundo,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Operaciones administrativas de recursos humanos,0442,3306174018,Segundo,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Formación en centros de trabajo,0451,3306174018,Segundo,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Operaciones auxiliares de gestión de tesorería,0448,3306174018,Segundo,GESTIÓN ADMINISTRATIVA (LOE),GRADO MEDIO,ADMINISTRACIÓN Y GESTIÓN
2025_26,Módulo optativo,CVOPT,3306174046,Segundo,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Proyecto intermodular 2 de administración y finanzas,0657s,3306174046,Segundo,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Digitalización aplicada al sistema productivo GS,1665001,3306174046,Segundo,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Sostenibilidad aplicada al sistema productivo,1708001,3306174046,Segundo,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Tutoría Segundo,TU02CF,3306174046,Segundo,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Gestión logística y comercial,0655,3306174046,Segundo,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Gestión de recursos humanos,0652,3306174046,Segundo,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Gestión financiera,0653,3306174046,Segundo,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Simulación empresarial,0656,3306174046,Segundo,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Contabilidad y fiscalidad,0654,3306174046,Segundo,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Itinerario personal para la empleabilidad II,1710,3306174046,Segundo,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Itinerario personal para la empleabilidad I,1709,3306174048,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Proyecto intermodular 1 de Administración y Finanzas,0657p,3306174048,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Tutoría Primero,TU01CF,3306174048,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Inglés profesional GS,0179,3306174048,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Comunicación y atención al cliente,0651,3306174048,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Proceso integral de la actividad comercial,0650,3306174048,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Recursos humanos y responsabilidad social corporativa,0648,3306174048,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Ofimática y proceso de la información,0649,3306174048,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Gestión de la documentación jurídica y empresarial,0647,3306174048,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Tutoría Segundo,TU02CF,3306174099,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3306174099,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Gestión logística y comercial,0655,3306174099,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Proyecto de administración y Finanzas,0657,3306174099,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Gestión de recursos humanos,0652,3306174099,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Gestión financiera,0653,3306174099,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Simulación empresarial,0656,3306174099,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2025_26,Formación en Centros de Trabajo,0660,3306174099,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
