anyo,nombre_cas,codigo,padre
2025,Primero,3306169744,3306169742
2025,Segundo,3306169751,3306169742
2025,GESTIÓN ADMINISTRATIVA (LFP),3306173993,3306173991
2025,Segundo,3306173995,3306173993
2025,Primero,3306173997,3306173993
2025,GESTIÓN ADMINISTRATIVA (LOE),3306174009,3306173991
2025,Primero,3306174011,3306174009
2025,Segundo,3306174018,3306174009
2025,GRADO SUPERIOR,3306174042,3306173908
2025,ADMINISTRACIÓN Y FINANZAS (LFP),3306174044,3306174042
2025,Segundo,3306174046,3306174044
2025,Primero,3306174048,3306174044
2025,ADMINISTRACIÓN Y FINANZAS (LOE),3306174097,3306174042
2025,Segundo,3306174099,3306174097
2025,Primero,3306174106,3306174097
2025,FABRICACIÓN MECÁNICA,3306169091, 
2025,SANIDAD,3306170441, 
2025,GRADO MEDIO,3306170443,3306170441
2025,COMERCIO Y MARKETING,3306171954, 
2025,CURSO ESPECIALIZACIÓN,3306171956,3306171954
2025,REDACCIÓN DE CONTENIDOS DIGITALES PARA MARKETING Y VENTAS (LFP),3306171965,3306171956
2025,CUIDADOS AUXILIARES DE ENFERMERÍA,3306170519,3306170443
2025,Primero,3306170521,3306170519
2025,Segundo,3306170528,3306170519
2025,GRADO SUPERIOR,3306170552,3306170441
2025,Primero CE,3306171967,3306171965
2025,GRADO SUPERIOR,3306172317,3306172290
2025,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS (LFP),3306172328,3306172317
2025,Segundo,3306172330,3306172328
2025,Primero,3306172332,3306172328
2025,GRADO SUPERIOR,3306169356,3306169091
2025,LABORATORIO CLÍNICO Y BIOMÉDICO (LFP),3306170615,3306170552
2025,Segundo,3306170617,3306170615
2025,Primero,3306170619,3306170615
2025,GRADO MEDIO,3306172049,3306171954
2025,ACTIVIDADES COMERCIALES (LFP),3306172051,3306172049
2025,Primero,3306172053,3306172051
2025,Segundo,3306172060,3306172051
2025,ACTIVIDADES COMERCIALES,3306172103,3306172049
2025,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS,3306172364,3306172317
2025,Primero,3306172366,3306172364
2025,Segundo,3306172373,3306172364
2025,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICA (LFP)",3306172401,3306172317
2025,Primero,3306172403,3306172401
2025,Segundo,3306172410,3306172401
2025,ÓPTICA DE ANTEOJERÍA,3306169431,3306169356
2025,Primero,3306169433,3306169431
2025,Segundo,3306169440,3306169431
2025,LABORATORIO CLÍNICO Y BIOMÉDICO,3306170710,3306170552
2025,Primero,3306170712,3306170710
2025,Segundo,3306170719,3306170710
2025,Primero,3306172105,3306172103
2025,Segundo,3306172112,3306172103
2025,GRADO SUPERIOR,3306172129,3306171954
2025,COMERCIO INTERNACIONAL (LFP),3306172131,3306172129
2025,Segundo,3306172133,3306172131
2025,Primero,3306172135,3306172131
2025,MARKETING Y PUBLICIDAD (LFP),3306172163,3306172129
2025,Segundo,3306172165,3306172163
2025,Primero,3306172167,3306172163
2025,CIBERSEGURIDAD EN ENTORNOS DE LAS TECNOLOGÍAS DE LA INFORMACIÓN (LFP),3315195494,3306169527
2025,Primero CE,3315804631,3315198130
2025,HOSTELERÍA Y TURISMO,3306202433, 
2025,OPERACIONES BÁSICAS DE PISOS EN ALOJAMIENTOS,3306202435,3306202433
