anyo,nombre_cas,codigo,curso
2024,Procesos de venta,1232,3228381273
2024,Aplicaciones informáticas para el comercio,1233,3228381273
2024,Itinerario personal para la empleabilidad I,1709,3228406545
2024,Proyecto intermodular 1 de Comercio internacional,0828p,3228406545
2024,Tutoría Primero,TU01CF,3228406545
2024,Inglés profesional GS,0179,3228406545
2024,Transporte internacional de mercancías,0622,3228406545
2024,Logística de almacenamiento,0625,3228406545
2024,Gestión económica y financiera de la empresa,0623,3228406545
2024,Gestión administrativa del comercio internacional,0627,3228406545
2024,Ofimática y proceso de la información en el comercio internacional,CV0008,3228406545
2024,Gestión portuaria,CV0009,3228406545
2024,Itinerario personal para la empleabilidad I,1709,3228404816
2024,Proyecto intermodular 1 de Administración y Finanzas,0657p,3228404816
2024,Tutoría Primero,TU01CF,3228404816
2024,Inglés profesional GS,0179,3228404816
2024,Comunicación y atención al cliente,0651,3228404816
2024,Proceso integral de la actividad comercial,0650,3228404816
2024,Recursos humanos y responsabilidad social corporativa,0648,3228404816
2024,Ofimática y proceso de la información,0649,3228404816
2024,Gestión de la documentación jurídica y empresarial,0647,3228404816
2024,Tutoría Primero,TU01CF,3162079797
2024,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162079797
2024,Inglés profesional GS,0179,3162079797
2024,Comunicación y atención al cliente,0651,3162079797
2024,Formación y orientación laboral,0658,3162079797
2024,Proceso integral de la actividad comercial,0650,3162079797
2024,Recursos humanos y responsabilidad social corporativa,0648,3162079797
2024,Ofimática y proceso de la información,0649,3162079797
2024,Gestión de la documentación jurídica y empresarial,0647,3162079797
2024,Tutoría Segundo,TU02CF,3162079790
2024,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162079790
2024,Gestión logística y comercial,0655,3162079790
2024,Proyecto de Administración y Finanzas,0657,3162079790
2024,Gestión de recursos humanos,0652,3162079790
2024,Gestión financiera,0653,3162079790
2024,Simulación empresarial,0656,3162079790
2024,Formación en Centros de Trabajo,0660,3162079790
2024,Contabilidad y fiscalidad,0654,3162079790
2024,Incidentes de ciberseguridad,5021,3162079860
2024,Bastionado de redes y sistemas,5022,3162079860
2024,Puesta en producción segura,5023,3162079860
2024,Análisis forense informático,5024,3162079860
2024,Hacking ético,5025,3162079860
2024,Normativa de ciberseguridad,5026,3162079860
2024,Modelos de Inteligencia Artificial,5071,3162079874
2024,Sistemas de aprendizaje automático,5072,3162079874
2024,Programación de Inteligencia Artificial,5073,3162079874
2024,Sistemas de Big Data,5074,3162079874
2024,Big Data aplicado,5075,3162079874
2024,Tutoría Primero,TU01CF,3162079929
2024,Inglés Técnico I-M / Horario reservado para la docencia en inglés,CV0001,3162079929
2024,Redes locales,0225,3162079929
2024,Aplicaciones ofimáticas,0223,3162079929
2024,Montaje y mantenimiento de equipos,0221,3162079929
2024,Formación y orientación laboral,0229,3162079929
2024,Sistemas operativos monopuesto,0222,3162079929
2024,Tutoría Segundo,TU02CF,3162079936
2024,Inglés Técnico II-M / Horario reservado para la docencia en inglés,CV0002,3162079936
2024,Empresa e iniciativa emprendedora,0230,3162079936
2024,Aplicaciones web,0228,3162079936
2024,Seguridad informática,0226,3162079936
2024,Sistemas operativos en red,0224,3162079936
2024,Formación en Centros de Trabajo,0231,3162079936
2024,Servicios en red,0227,3162079936
2024,Tutoría Segundo,TU02CF,3162079957
2024,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162079957
2024,Formación en centros de trabajo,0619,3162079957
2024,Proyecto de desarrollo de aplicaciones WEB,0616,3162079957
2024,Empresa e iniciativa emprendedora,0618,3162079957
2024,Diseño de interfaces WEB,0615,3162079957
2024,Despliegue de aplicaciones WEB,0614,3162079957
2024,Desarrollo WEB en entorno servidor,0613,3162079957
2024,Desarrollo WEB en entorno cliente,0612,3162079957
2024,Tutoría Primero,TU01CF,3162079965
2024,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162079965
2024,Lenguajes de marcas y sistemas de gestión de información,0373,3162079965
2024,Entornos de desarrollo,0487,3162079965
2024,Programación,0485,3162079965
2024,Bases de Datos,0484,3162079965
2024,Sistemas informáticos,0483,3162079965
2024,Formación y orientación laboral,0617,3162079965
2024,Tutoría Primero,TU01CF,3162079986
2024,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162079986
2024,Lenguajes de marcas y sistemas de gestión de información,0373,3162079986
2024,Entornos de desarrollo,0487,3162079986
2024,Programación,0485,3162079986
2024,Bases de Datos,0484,3162079986
2024,Sistemas informáticos,0483,3162079986
2024,Formación y orientación laboral,0493,3162079986
2024,Tutoría Segundo,TU02CF,3162079993
2024,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162079993
2024,Formación en centros de trabajo,0495,3162079993
2024,Proyecto de desarrollo de aplicaciones multiplataforma,0492,3162079993
2024,Empresa e iniciativa emprendedora,0494,3162079993
2024,Sistemas de gestión empresarial,0491,3162079993
2024,Programación de servicios y procesos,0490,3162079993
2024,Programación multimedia y dispositivos móviles,0489,3162079993
2024,Desarrollo de interfaces,0488,3162079993
2024,Acceso a datos,0486,3162079993
2024,Itinerario personal para la empleabilidad I,1709,3228406931
2024,Proyecto intermodular 1 de Marketing y publicidad,1012p,3228406931
2024,Tutoría Primero,TU01CF,3228406931
2024,Inglés profesional GS,0179,3228406931
2024,Gestión económica y financiera de la empresa,0623,3228406931
2024,Políticas de marketing,0930,3228406931
2024,Marketing digital,0931,3228406931
2024,Investigación comercial,1010,3228406931
2024,Tutoría Primero,TU01CF,3162078584
2024,Diseño y Fabr. Monturas Ópticas,243265,3162078584
2024,"Anat., Fisiopatol. y Ametropias Oculares",243267,3162078584
2024,At. Cliente Establ. Prod. Ópticos,243266,3162078584
2024,Proc. Fabr. Lentes Oftalmológicas,243264,3162078584
2024,Tutoría Segundo,TU02CF,3162078591
2024,Formación y Orientación Laboral,243602,3162078591
2024,Formación en Centros de Trabajo,243601,3162078591
2024,"Adm., Gest. y Comer. Peq. Empresa",243604,3162078591
2024,Montajes y Reparaciones Ópticas,243271,3162078591
2024,Proc. Fabr. Lentes de Contacto,243270,3162078591
2024,Tutoría Primero,TU01CF,3162080064
2024,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162080064
2024,Planificación y Administración de Redes,0370,3162080064
2024,Lenguajes de marcas y sistemas de gestión de información,0373,3162080064
2024,Fundamentos de Hardware,0371,3162080064
2024,Gestión de Bases de Datos,0372,3162080064
2024,Formación y orientación laboral,0380,3162080064
2024,Implantación de Sistemas Operativos,0369,3162080064
2024,Tutoría Segundo,TU02CF,3162080071
2024,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162080071
2024,Empresa e Iniciativa emprendedora,0381,3162080071
2024,Proyecto de Administración de Sistemas Informáticos en Red,0379,3162080071
2024,Seguridad y Alta Disponibilidad,0378,3162080071
2024,Servicios de Red e Internet,0375,3162080071
2024,Formación en Centros de Trabajo,0382,3162080071
2024,Administración de Sistemas Gestores de Bases de Datos,0377,3162080071
2024,Implantación de Aplicaciones Web,0376,3162080071
2024,Administración de Sistemas Operativos,0374,3162080071
2024,Tutoría Primero,TU01CF,3162075411
2024,Técnicas básicas de enfermería,028502,3162075411
2024,Promoción de la salud y apoyo psicológico al paciente,028504,3162075411
2024,Técnicas de ayuda odontológica/estomatológica,028505,3162075411
2024,Formación y orientación laboral,028001,3162075411
2024,Higiene del medio hospitalario y limpieza de material,028503,3162075411
2024,Operaciones administrativas y documentación sanitaria,028501,3162075411
2024,Relaciones en el equipo de trabajo,028100,3162075411
2024,Tutoría Segundo,TU02CF,3162075418
2024,Formación en Centros de Trabajo,028601,3162075418
2024,Tutoría Primero,TU01CF,3162075532
2024,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162075532
2024,Fisiopatología general,1370,3162075532
2024,Gestión de muestras biológicas,1367,3162075532
2024,Técnicas generales de laboratorio,1368,3162075532
2024,Biología molecular y citogenética,1369,3162075532
2024,Formación y orientación laboral,1376,3162075532
2024,Tutoría Segundo,TU02CF,3162075539
2024,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162075539
2024,Proyecto de laboratorio clínico y biomédico,1375,3162075539
2024,Formación en centros de trabajo,1378,3162075539
2024,Análisis bioquímico,1371,3162075539
2024,Técnicas de inmunodiagnóstico,1372,3162075539
2024,Microbiología clínica,1373,3162075539
2024,Técnicas de análisis hematológico,1374,3162075539
2024,Empresa e iniciativa emprendedora,1377,3162075539
2024,Tutoría Primero,TU01CF,3162077481
2024,Inglés Técnico I-M / Horario reservado para la docencia en inglés,CV0001,3162077481
2024,Inglés profesional GM,0156,3162077481
2024,Marketing en la actividad comercial,1226,3162077481
2024,Gestión de compras,1229,3162077481
2024,Dinamización del punto de venta,1231,3162077481
2024,Procesos de venta,1232,3162077481
2024,Aplicaciones informáticas para el comercio,1233,3162077481
2024,Formación y orientación laboral,1236,3162077481
2024,Tutoría Segundo,TU02CF,3162077488
2024,Inglés Técnico II-M / Horario reservado para la docencia en inglés,CV0002,3162077488
2024,Gestión de un pequeño comercio,1227,3162077488
2024,Técnicas de almacén,1228,3162077488
2024,Venta técnica,1230,3162077488
2024,Servicios de atención comercial,1234,3162077488
2024,Comercio electrónico,1235,3162077488
2024,Formación en centros de trabajo,1237,3162077488
2024,Tutoría Segundo,TU02CF,3162077551
2024,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162077551
2024,Financiación internacional,0825,3162077551
2024,Marketing internacional,0823,3162077551
2024,Comercio digital internacional,0827,3162077551
2024,Sistema de información de mercados,0822,3162077551
2024,Negociación internacional,0824,3162077551
2024,Formación en Centros de Trabajo,0830,3162077551
2024,Medios de pago internacionales,0826,3162077551
2024,Proyecto de comercio internacional,0828,3162077551
2024,Empresas simuladas. Herramientas informáticas de la Comunidad Portuaria,CV0010,3162077551
2024,Tutoría Primero,TU01CF,3162077558
2024,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162077558
2024,Inglés profesional GS,0179,3162077558
2024,Transporte internacional de mercancías,0622,3162077558
2024,Formación y orientación laboral.,0829,3162077558
2024,Logística de almacenamiento,0625,3162077558
2024,Gestión económica y financiera de la empresa,0623,3162077558
2024,Gestión administrativa del comercio internacional,0627,3162077558
2024,Ofimática y proceso de la información en el comercio internacional,CV0008,3162077558
2024,Gestión portuaria,CV0009,3162077558
2024,Tutoría Primero,TU01CF,3162076028
2024,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162076028
2024,Inglés profesional GS,0179,3162076028
2024,Estructura del mercado turístico,0171,3162076028
2024,Protocolo y relaciones públicas,0172,3162076028
2024,Marketing turístico,0173,3162076028
2024,Dirección de alojamientos turístico,0174,3162076028
2024,Formación y orientación laboral,0182,3162076028
2024,Recursos humanos en el alojamiento,0177,3162076028
2024,Tutoría Primero,TU01CF,3162077593
2024,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162077593
2024,Inglés profesional GS,0179,3162077593
2024,Gestión económica y financiera de la empresa,0623,3162077593
2024,Políticas de marketing,0930,3162077593
2024,Marketing digital,0931,3162077593
2024,Investigación comercial,1010,3162077593
2024,Formación y orientación laboral,1014,3162077593
2024,Tutoría Segundo,TU02CF,3162077600
2024,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162077600
2024,Diseño y elaboración de material de comunicación,1007,3162077600
2024,Medios y soportes de comunicación,1008,3162077600
2024,Relaciones públicas y organización de eventos de marketing,1009,3162077600
2024,Trabajo de campo en la investigación comercial,1011,3162077600
2024,Lanzamiento de productos y servicios,1109,3162077600
2024,"Atención al cliente, consumidor y usuario",1110,3162077600
2024,Proyecto de marketing y publicidad,1012,3162077600
2024,Formación en centros de trabajo,1013,3162077600
2024,Tutoría Segundo,TU02CF,3162076035
2024,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162076035
2024,Segunda lengua extranjera,0180,3162076035
2024,Proyecto de gestión de alojamientos turísticos,0181,3162076035
2024,Formación en Centros de Trabajo,0184,3162076035
2024,Empresa e iniciativa emprendedora ,0183,3162076035
2024,Recepción y reservas,0176,3162076035
2024,Comercialización de eventos,0178,3162076035
2024,Gestión del departamento de pisos,0175,3162076035
2024,Tutoría Primero,TU01CF,3162076091
2024,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162076091
2024,Inglés profesional GS,0179,3162076091
2024,Formación y Orientación Laboral,0401,3162076091
2024,Estructura del mercado turístico,0171,3162076091
2024,Destinos turísticos ,0383,3162076091
2024,Recursos turísticos ,0384,3162076091
2024,Protocolo y relaciones públicas,0172,3162076091
2024,Marketing turístico,0173,3162076091
2024,Tutoría Segundo,TU02CF,3162076098
2024,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162076098
2024,Venta de servicios turísticos,0398,3162076098
2024,Segunda lengua extranjera,0180,3162076098
2024,Formación en Centros de Trabajo,0403,3162076098
2024,Proyecto de Agencias de viajes ,0400,3162076098
2024,Empresa e iniciativa emprendedora,0402,3162076098
2024,Dirección de entidades de intermedi,0399,3162076098
2024,Gestión de productos turísticos,0397,3162076098
2024,Tutoría Primero,TU01CF,3162076112
2024,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162076112
2024,Inglés profesional GS,0179,3162076112
2024,Estructura del mercado turístico,0171,3162076112
2024,Destinos turísticos ,0383,3162076112
2024,Recursos turísticos ,0384,3162076112
2024,Protocolo y relaciones públicas,0172,3162076112
2024,Marketing turístico,0173,3162076112
2024,Formación y orientación laboral ,0389,3162076112
2024,Tutoría Segundo,TU02CF,3162076119
2024,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162076119
2024,Segunda lengua extranjera,0180,3162076119
2024,Servicios de información turística,0385,3162076119
2024,"Proyecto de guía, información",0388,3162076119
2024,Empresa e iniciativa emprendedora,0390,3162076119
2024,Formación en Centros de Trabajo,0391,3162076119
2024,Diseño de productos turísticos,0387,3162076119
2024,Procesos de guía y asistencia ,0386,3162076119
2024,Itinerario personal para la empleabilidad I,1709,3228190451
2024,Proyecto intermodular 1 de Desarrollo de aplicaciones multiplataforma,0492p,3228190451
2024,Tutoría Primero,TU01CF,3228190451
2024,Inglés profesional GS,0179,3228190451
2024,Lenguajes de marcas y sistemas de gestión de información,0373,3228190451
2024,Entornos de desarrollo,0487,3228190451
2024,Programación,0485,3228190451
2024,Bases de Datos,0484,3228190451
2024,Sistemas informáticos,0483,3228190451
2024,Itinerario personal para la empleabilidad I,1709,3228390016
2024,Tutoría Primero,TU01CF,3228390016
2024,Redes locales,0225,3228390016
2024,Aplicaciones ofimáticas,0223,3228390016
2024,Montaje y mantenimiento de equipos,0221,3228390016
2024,Sistemas operativos monopuesto,0222,3228390016
2024,Inglés profesional GM,0156,3228390016
2024,Itinerario personal para la empleabilidad I,1709,3228410748
2024,Proyecto intermodular 1 de Gestión de alojamientos turísticos,0181p,3228410748
2024,Tutoría Primero,TU01CF,3228410748
2024,Inglés profesional GS,0179,3228410748
2024,Estructura del mercado turístico,0171,3228410748
2024,Protocolo y relaciones públicas,0172,3228410748
2024,Marketing turístico,0173,3228410748
2024,Dirección de alojamientos turístico,0174,3228410748
2024,Recursos humanos en el alojamiento,0177,3228410748
2024,Itinerario personal para la empleabilidad I,1709,3228415772
2024,Proyecto intermodular 1 de Laboratorio clínico y biomédico,1375p,3228415772
2024,Tutoría Primero,TU01CF,3228415772
2024,Inglés profesional GS,0179,3228415772
2024,Fisiopatología general,1370,3228415772
2024,Gestión de muestras biológicas,1367,3228415772
2024,Técnicas generales de laboratorio,1368,3228415772
2024,Biología molecular y citogenética,1369,3228415772
2024,Tutoría Primero,TU01CF,3162079706
2024,Inglés Técnico I-M / Horario reservado para la docencia en inglés,CV0001,3162079706
2024,Comunicación empresarial y atención al cliente,0437,3162079706
2024,Formación y orientación laboral,0449,3162079706
2024,Técnica contable,0441,3162079706
2024,Empresa y administración,0439,3162079706
2024,Operaciones administrativa de compra-venta,0438,3162079706
2024,Tratamiento informático de la información ,0440,3162079706
2024,Inglés profesional GM,0156,3162079706
2024,Tutoría Segundo,TU02CF,3162079713
2024,Inglés Técnico II-M / Horario reservado para la docencia en inglés,CV0002,3162079713
2024,Empresa en el aula,0446,3162079713
2024,Tratamiento de la documentación contable,0443,3162079713
2024,Operaciones administrativas de recursos humanos,0442,3162079713
2024,Formación en centros de trabajo,0451,3162079713
2024,Operaciones auxiliares de gestión de tesorería,0448,3162079713
