anyo,alumno,curso,contenido,evaluacion,nota_numerica
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,0179,FI,7
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1367,1,7
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1367,2,6
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1367,FI,7
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1368,1,8
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1368,2,4
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1368,FI,4
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1369,1,8
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1369,2,7
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1369,FI,7
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1370,1,7
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1370,2,7
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1370,FI,7
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1375p,1,10
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1375p,2,8
2024_25,1076a7e61a8af788675b68090326b12080a81f374eb459f011aaded8b5ba9a50,3228415772,1375p,FI,9
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028001,1,8
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028001,2,5
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028001,FI,8
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028100,1,9
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028100,2,7
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028100,FI,8
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028501,1,9
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028501,2,8
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028501,FI,8
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028502,1,6
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028502,2,8
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028502,FI,8
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028503,1,7
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028503,2,7
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028503,FI,7
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028504,1,9
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028504,2,10
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028504,FI,9
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028505,1,7
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028505,2,7
2024_25,107b6e38f0b72a5ff71e629f350f5a12aa9f62e9a3c54be2ab25440ddb5e6bbf,3162075411,028505,FI,8
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0179,1,3
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0179,2,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0179,FI,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0622,1,4
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0622,2,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0622,FI,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0623,1,4
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0623,2,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0623,FI,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0625,1,6
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0625,2,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0625,FI,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0627,1,3
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0627,2,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0627,FI,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0828p,1,9
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0828p,2,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,0828p,FI,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,1709,1,5
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,1709,2,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,1709,FI,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,CV0008,1,7
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,CV0008,2,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,CV0008,FI,0
2024_25,109310ce6f259c54c9cb7a7e1952dd46b1b9a7141cab4f70fc481758e6484ae4,3228406545,CV0009,FI,0
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0171,1,5
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0171,2,4
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0171,FI,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0172,1,4
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0172,2,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0172,FI,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0173,1,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0173,2,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0173,FI,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0179,1,8
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0179,2,8
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0179,FI,8
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0383,1,8
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0383,2,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0383,FI,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0384,1,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0384,2,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0384,FI,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0388p,1,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0388p,2,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,0388p,FI,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,1709,1,6
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,1709,2,7
2024_25,109e2f4131443cb7c6ed2280187dbbb24a6d42e28648d3beed6c8b15109cd446,3228410892,1709,FI,6
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028001,1,8
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028001,2,7
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028001,FI,7
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028100,1,7
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028100,2,10
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028100,FI,8
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028501,1,6
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028501,2,9
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028501,FI,8
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028502,1,9
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028502,2,8
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028502,FI,9
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028503,1,8
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028503,2,8
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028503,FI,8
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028504,1,9
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028504,2,10
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028504,FI,9
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028505,1,8
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028505,2,4
2024_25,10e6c7673e55321137f4ac5844d13f53c9b3f4f13d78f3697bf8e3bc516446b6,3162075411,028505,FI,7
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028001,1,9
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028001,2,9
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028001,FI,8
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028100,1,9
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028100,2,9
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028100,FI,9
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028501,1,8
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028501,2,7
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028501,FI,8
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028502,1,9
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028502,2,7
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028502,FI,8
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028503,1,8
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028503,2,7
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028503,FI,7
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028504,1,9
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028504,2,9
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028504,FI,8
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028505,1,6
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028505,2,6
2024_25,11271937aef59a2a82d0b86753106472aeb88306c321d0b03df5d3d4a89eb836,3162075411,028505,FI,6
2024_25,1144e3dbb5e49f6f87a8ed27ba70171ac3ed96662dcde4e9c6422af0ddca10f3,3228406931,1010,1,5
2024_25,1144e3dbb5e49f6f87a8ed27ba70171ac3ed96662dcde4e9c6422af0ddca10f3,3228406931,1010,2,6
2024_25,1144e3dbb5e49f6f87a8ed27ba70171ac3ed96662dcde4e9c6422af0ddca10f3,3228406931,1010,FI,6
2024_25,116244a0ab7d4d6f204c537f45efe3940655c610baf52a6ec8946f4fb1492275,3162079713,0442,1,3
2024_25,116244a0ab7d4d6f204c537f45efe3940655c610baf52a6ec8946f4fb1492275,3162079713,0442,FI,6
2024_25,116244a0ab7d4d6f204c537f45efe3940655c610baf52a6ec8946f4fb1492275,3162079713,0443,1,1
2024_25,116244a0ab7d4d6f204c537f45efe3940655c610baf52a6ec8946f4fb1492275,3162079713,0443,FI,0
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,0156,1,5
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,0156,2,4
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,0156,FI,5
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1226,1,4
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1226,2,7
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1226,FI,7
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1229,1,4
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1229,2,5
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1229,FI,5
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1231,1,4
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1231,2,5
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1231,FI,6
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1232,1,4
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1232,2,7
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1232,FI,7
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1233,1,9
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1233,2,8
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1233,FI,7
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1709,1,7
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1709,2,7
2024_25,118ee637d91088196e5ccb982f9455c5d3a14a0d17b92b7b8435c6ad5f4f1f96,3228381273,1709,FI,7
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0486,1,0
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0486,FI,8
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0488,1,7
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0488,FI,8
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0489,1,8
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0489,FI,9
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0490,1,7
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0490,FI,8
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0491,1,7
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0491,FI,7
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0494,FI,7
2024_25,11e445effdfacda93c1c71ec575ce060f48a5d467bc70c86a543216a10881077,3162079993,0495,FI,0
2024_25,120093fe15ba05bcf86e16fc3e7aa89bba3d760814e0e3467f480f9719ac192b,3162079874,5074,1,7
2024_25,120093fe15ba05bcf86e16fc3e7aa89bba3d760814e0e3467f480f9719ac192b,3162079874,5074,FI,7
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0156,1,7
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0156,2,8
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0156,FI,6
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0221,1,4
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0221,2,3
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0221,FI,6
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0222,1,2
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0222,2,2
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0223,1,3
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0223,2,2
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0225,1,1
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,0225,2,1
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,1709,1,2
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,1709,2,4
2024_25,1222a23776f7f5bb7c69319ef20a31b83563cb9c64974864bb24673e511f53b1,3228390016,1709,FI,4
2024_25,129567fabe874517d8c0624a60854db8de13daf20fe6234f70b55cb7095d8f7b,3162076035,0178,1,0
2024_25,129567fabe874517d8c0624a60854db8de13daf20fe6234f70b55cb7095d8f7b,3162076035,0178,FI,0
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0822,1,9
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0822,FI,8
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0823,1,8
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0823,FI,8
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0824,1,8
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0824,FI,7
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0825,1,9
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0825,FI,9
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0826,1,7
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0826,FI,7
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0827,1,8
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0827,FI,7
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,0830,FI,0
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,CV0004,1,8
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,CV0004,FI,8
2024_25,12abe2be562bfb3fa4114263e88ddc6659fe9eece5e4a56e5008c36793e1a4c8,3162077551,CV0010,FI,9
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0156,1,9
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0156,2,9
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0156,FI,9
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0437,1,7
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0437,2,6
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0437,FI,7
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0438,1,8
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0438,2,9
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0438,FI,8
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0439,1,8
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0439,2,7
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0439,FI,8
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0440,1,8
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0440,2,8
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0440,FI,8
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0441,1,8
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0441,2,8
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,0441,FI,7
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,1709,1,9
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,1709,2,8
2024_25,12c88ccd3604c160e06b29326cd06a27f76e3d6434bdf6dea1d9ab2c9a54513a,3228379385,1709,FI,8
2024_25,12d8981d25d9ffcaa861d706ccb26fce00dfc97746500d9d73e9b776e9fc35f4,3228390016,0156,1,4
2024_25,12d8981d25d9ffcaa861d706ccb26fce00dfc97746500d9d73e9b776e9fc35f4,3228390016,0156,2,0
2024_25,12d8981d25d9ffcaa861d706ccb26fce00dfc97746500d9d73e9b776e9fc35f4,3228390016,0221,1,2
2024_25,12d8981d25d9ffcaa861d706ccb26fce00dfc97746500d9d73e9b776e9fc35f4,3228390016,0221,2,0
