anyo,alumno,curso,contenido,evaluacion,nota_numerica
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1226,FI,6
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1229,1,5
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1229,2,4
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1229,FI,5
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1231,1,6
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1231,2,5
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1231,FI,5
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1232,1,6
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1232,2,4
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1232,FI,6
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1233,1,9
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1233,2,4
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1233,FI,7
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1709,1,8
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1709,2,4
2024_25,9d8befe021a31ed9d6639e6b6dc77d0541ca338e8e032e9137947eb6e5632efa,3228381273,1709,FI,7
2024_25,9daf45873d2d5f4f626425bd5759988cc7df6e9a4ba54a4b3d0bb4d4b33696c3,3162079993,0486,1,4
2024_25,9daf45873d2d5f4f626425bd5759988cc7df6e9a4ba54a4b3d0bb4d4b33696c3,3162079993,0486,FI,7
2024_25,9daf45873d2d5f4f626425bd5759988cc7df6e9a4ba54a4b3d0bb4d4b33696c3,3162079993,0488,1,0
2024_25,9daf45873d2d5f4f626425bd5759988cc7df6e9a4ba54a4b3d0bb4d4b33696c3,3162079993,0488,FI,5
2024_25,9daf45873d2d5f4f626425bd5759988cc7df6e9a4ba54a4b3d0bb4d4b33696c3,3162079993,0489,1,6
2024_25,9daf45873d2d5f4f626425bd5759988cc7df6e9a4ba54a4b3d0bb4d4b33696c3,3162079993,0489,FI,6
2024_25,9daf45873d2d5f4f626425bd5759988cc7df6e9a4ba54a4b3d0bb4d4b33696c3,3162079993,0490,1,0
2024_25,9daf45873d2d5f4f626425bd5759988cc7df6e9a4ba54a4b3d0bb4d4b33696c3,3162079993,0490,FI,0
2024_25,9daf45873d2d5f4f626425bd5759988cc7df6e9a4ba54a4b3d0bb4d4b33696c3,3162079993,0491,1,2
2024_25,9daf45873d2d5f4f626425bd5759988cc7df6e9a4ba54a4b3d0bb4d4b33696c3,3162079993,0491,FI,7
2024_25,9dd94ea78cc424fa820792613a238a0375b81cd0ef095f1fb238a8904a491cfd,3162079713,0443,1,6
2024_25,9dd94ea78cc424fa820792613a238a0375b81cd0ef095f1fb238a8904a491cfd,3162079713,0443,FI,6
2024_25,9dd94ea78cc424fa820792613a238a0375b81cd0ef095f1fb238a8904a491cfd,3162079713,0448,1,7
2024_25,9dd94ea78cc424fa820792613a238a0375b81cd0ef095f1fb238a8904a491cfd,3162079713,0448,FI,7
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0156,1,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0156,2,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0437,1,9
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0437,2,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0437,FI,7
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0438,1,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0438,2,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0439,1,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0439,2,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0440,1,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0440,2,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0441,1,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,0441,2,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,1709,1,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,1709,2,0
2024_25,9de602683d52a430978bbccbb713cd00d3bc855aec0823fa2214a31abb3a3a73,3228379385,1709,FI,6
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028001,1,6
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028001,2,8
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028001,FI,8
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028100,1,6
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028100,2,7
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028100,FI,7
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028501,1,5
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028501,2,4
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028501,FI,8
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028502,1,8
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028502,2,8
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028502,FI,9
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028503,1,9
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028503,2,9
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028503,FI,9
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028504,1,4
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028504,2,3
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028504,FI,8
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028505,1,4
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028505,2,4
2024_25,9e236edc421111793b7fc9fa4aa50386b7963591fd5e5215dfe1295725c6e540,3162075411,028505,FI,7
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0171,1,7
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0171,2,8
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0171,FI,7
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0172,1,10
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0172,2,7
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0172,FI,7
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0173,1,6
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0173,2,8
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0173,FI,6
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0174,1,7
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0174,2,6
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0174,FI,7
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0177,1,4
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0177,2,9
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0177,FI,8
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0179,1,9
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0179,2,8
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0179,FI,8
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0181p,1,6
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0181p,2,8
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,0181p,FI,7
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,1709,1,7
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,1709,2,8
2024_25,9e351f9454d3cf82bf1987cd771f18890af08badf315cacf82ddc4fceaa00831,3228410748,1709,FI,5
2024_25,9e71ee072cc4bc867adad3b4c33cceb6f7c24fe1064051438486c673c0583d5a,3162079936,0224,1,0
2024_25,9e71ee072cc4bc867adad3b4c33cceb6f7c24fe1064051438486c673c0583d5a,3162079936,0227,1,0
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,1371,1,6
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,1371,FI,6
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,1372,1,7
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,1372,FI,7
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,1373,1,8
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,1373,FI,8
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,1374,1,8
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,1374,FI,8
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,1377,1,8
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,1377,FI,8
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,1378,FI,0
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,CV0004,1,8
2024_25,9ef24c483b992b8f26670b0a607f02a3e03236589aa86b96a9ad72716b70fc96,3162075539,CV0004,FI,8
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0179,1,3
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0179,2,4
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0179,FI,5
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0622,1,8
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0622,2,8
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0622,FI,8
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0623,1,8
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0623,2,10
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0623,FI,9
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0625,1,6
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0625,2,7
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0625,FI,7
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0627,1,8
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0627,2,8
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0627,FI,9
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0828p,1,10
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0828p,2,10
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,0828p,FI,10
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,1709,1,8
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,1709,2,8
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,1709,FI,9
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,CV0008,1,8
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,CV0008,2,10
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,CV0008,FI,9
2024_25,9f6df2a01eb0cd47b19d211cf1e645e7ad84ce895f249236440b1f4a4896ae7e,3228406545,CV0009,FI,9
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5021,1,5
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5021,FI,5
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5022,1,5
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5022,FI,5
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5023,1,8
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5023,FI,8
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5024,1,7
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5024,FI,6
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5025,1,1
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5025,FI,5
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5026,1,6
2024_25,9f8760443f1dac8d37dceaf45940c1911bdfce56b07c83877780472803530b50,3162079860,5026,FI,7
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0156,1,6
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0156,2,7
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0156,FI,7
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0437,1,8
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0437,2,7
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0437,FI,7
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0438,1,8
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0438,2,10
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0438,FI,10
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0439,1,9
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0439,2,9
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0439,FI,9
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0440,1,6
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0440,2,6
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0440,FI,5
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0441,1,9
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0441,2,7
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,0441,FI,7
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,1709,1,9
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,1709,2,9
2024_25,a009548ef1cd4aefa8762d14f3e43d928affd242163f9f3fbfc2ca7f94d7c430,3228379385,1709,FI,9
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,0180,1,10
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,0180,FI,9
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,0397,1,4
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,0397,FI,8
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,0398,1,4
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,0398,FI,6
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,0399,1,4
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,0399,FI,6
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,0402,1,6
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,0402,FI,6
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,0403,FI,0
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,CV0004,1,9
2024_25,a020af370684aaf666eb79103378c105411b43990e2b0936fa7f5d8aaa4c1a82,3162076098,CV0004,FI,9
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0175,1,8
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0175,FI,7
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0176,1,7
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0176,FI,9
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0178,1,8
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0178,FI,10
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0180,1,8
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0180,FI,7
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0181,FI,8
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0183,1,7
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0183,FI,7
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,0184,FI,0
2024_25,a023b98cf93d6a313e036d137c60c3ff227c2fb3810510da55a749347a890db3,3162076035,CV0004,FI,5
2024_25,a05f8c1a53f8157b1f02ae16895fb09d99e2c0fc34834dd2dbcdddd4bf03f34e,3162079957,0612,1,3
2024_25,a05f8c1a53f8157b1f02ae16895fb09d99e2c0fc34834dd2dbcdddd4bf03f34e,3162079957,0612,FI,8
2024_25,a05f8c1a53f8157b1f02ae16895fb09d99e2c0fc34834dd2dbcdddd4bf03f34e,3162079957,0613,1,4
2024_25,a05f8c1a53f8157b1f02ae16895fb09d99e2c0fc34834dd2dbcdddd4bf03f34e,3162079957,0613,FI,7
2024_25,a05f8c1a53f8157b1f02ae16895fb09d99e2c0fc34834dd2dbcdddd4bf03f34e,3162079957,0614,1,4
2024_25,a05f8c1a53f8157b1f02ae16895fb09d99e2c0fc34834dd2dbcdddd4bf03f34e,3162079957,0614,FI,9
2024_25,a05f8c1a53f8157b1f02ae16895fb09d99e2c0fc34834dd2dbcdddd4bf03f34e,3162079957,0615,1,7
2024_25,a05f8c1a53f8157b1f02ae16895fb09d99e2c0fc34834dd2dbcdddd4bf03f34e,3162079957,0615,FI,8
2024_25,a05f8c1a53f8157b1f02ae16895fb09d99e2c0fc34834dd2dbcdddd4bf03f34e,3162079957,0619,FI,0
2024_25,a05f8c1a53f8157b1f02ae16895fb09d99e2c0fc34834dd2dbcdddd4bf03f34e,3162079957,CV0004,1,8
2024_25,a05f8c1a53f8157b1f02ae16895fb09d99e2c0fc34834dd2dbcdddd4bf03f34e,3162079957,CV0004,FI,7
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028001,1,5
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028001,2,7
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028001,FI,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028100,1,7
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028100,2,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028100,FI,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028501,1,5
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028501,2,9
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028501,FI,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028502,1,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028502,2,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028502,FI,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028503,1,7
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028503,2,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028503,FI,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028504,1,6
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028504,2,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028504,FI,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028505,1,7
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028505,2,8
2024_25,a05fefe1853b47811e91a7345f6808505aae48ebc2e6f1a95bad78f562c2edcd,3162075411,028505,FI,8
2024_25,a0624e75511820adb649d6c7c1d5d7c9ba828cfdcddb5587b3f9eff624ba3097,3162075411,028001,1,7
2024_25,a0624e75511820adb649d6c7c1d5d7c9ba828cfdcddb5587b3f9eff624ba3097,3162075411,028001,2,8
2024_25,a0624e75511820adb649d6c7c1d5d7c9ba828cfdcddb5587b3f9eff624ba3097,3162075411,028001,FI,8
2024_25,a0624e75511820adb649d6c7c1d5d7c9ba828cfdcddb5587b3f9eff624ba3097,3162075411,028100,1,9
2024_25,a0624e75511820adb649d6c7c1d5d7c9ba828cfdcddb5587b3f9eff624ba3097,3162075411,028100,2,9
2024_25,a0624e75511820adb649d6c7c1d5d7c9ba828cfdcddb5587b3f9eff624ba3097,3162075411,028100,FI,8
2024_25,a0624e75511820adb649d6c7c1d5d7c9ba828cfdcddb5587b3f9eff624ba3097,3162075411,028501,1,9
2024_25,a0624e75511820adb649d6c7c1d5d7c9ba828cfdcddb5587b3f9eff624ba3097,3162075411,028501,2,8
2024_25,a0624e75511820adb649d6c7c1d5d7c9ba828cfdcddb5587b3f9eff624ba3097,3162075411,028501,FI,9
