anyo,nombre_cas,codigo,curso
2025,Módulo optativo,CVOPT,3306172330
2025,Proyecto intermodular 2 de Agencias de viajes,0400s,3306172330
2025,Digitalización aplicada al sistema productivo GS,1665039,3306172330
2025,Tutoría Segundo,TU02CF,3306172330
2025,Venta de servicios turísticos,0398,3306172330
2025,Segunda lengua extranjera,0180,3306172330
2025,Dirección de entidades de intermedi,0399,3306172330
2025,Gestión de productos turísticos,0397,3306172330
2025,Itinerario personal para la empleabilidad II,1710,3306172330
2025,Itinerario personal para la empleabilidad I,1709,3306172332
2025,Proyecto intermodular 1 de Agencias de viajes,0400p,3306172332
2025,Tutoría Primero,TU01CF,3306172332
2025,Inglés profesional GS,0179,3306172332
2025,Estructura del mercado turístico,0171,3306172332
2025,Destinos turísticos ,0383,3306172332
2025,Recursos turísticos ,0384,3306172332
2025,Protocolo y relaciones públicas,0172,3306172332
2025,Marketing turístico,0173,3306172332
2025,Digitalización aplicada al sistema productivo GS,1665061,3306170617
2025,Sostenibilidad aplicada al sistema productivo,1708061,3306170617
2025,Módulo optativo,CVOPT,3306170617
2025,Proyecto intermodular 2 de Laboratorio clínico y biomédico,1375s,3306170617
2025,Tutoría Segundo,TU02CF,3306170617
2025,Análisis bioquímico,1371,3306170617
2025,Técnicas de inmunodiagnóstico,1372,3306170617
2025,Microbiología clínica,1373,3306170617
2025,Técnicas de análisis hematológico,1374,3306170617
2025,Itinerario personal para la empleabilidad II,1710,3306170617
2025,Itinerario personal para la empleabilidad I,1709,3306170619
2025,Proyecto intermodular 1 de Laboratorio clínico y biomédico,1375p,3306170619
2025,Tutoría Primero,TU01CF,3306170619
2025,Inglés profesional GS,0179,3306170619
2025,Fisiopatología general,1370,3306170619
2025,Gestión de muestras biológicas,1367,3306170619
2025,Técnicas generales de laboratorio,1368,3306170619
2025,Biología molecular y citogenética,1369,3306170619
2025,Itinerario personal para la empleabilidad I,1709,3306172053
2025,Tutoría Primero,TU01CF,3306172053
2025,Inglés profesional GM,0156,3306172053
2025,Marketing en la actividad comercial,1226,3306172053
2025,Gestión de compras,1229,3306172053
2025,Dinamización del punto de venta,1231,3306172053
2025,Procesos de venta,1232,3306172053
2025,Aplicaciones informáticas para el comercio,1233,3306172053
2025,Proyecto Intermodular Actividades comerciales,1713925,3306172060
2025,Módulo optativo,CVOPT,3306172060
2025,Digitalización aplicada al sistema productivo GM,1664020,3306172060
2025,Sostenibilidad aplicada al sistema productivo,1708020,3306172060
2025,Tutoría Segundo,TU02CF,3306172060
2025,Gestión de un pequeño comercio,1227,3306172060
2025,Técnicas de almacén,1228,3306172060
2025,Venta técnica,1230,3306172060
2025,Servicios de atención comercial,1234,3306172060
2025,Comercio electrónico,1235,3306172060
2025,Itinerario personal para la empleabilidad II,1710,3306172060
2025,Tutoría Primero,TU01CF,3306172366
2025,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3306172366
2025,Inglés profesional GS,0179,3306172366
2025,Estructura del mercado turístico,0171,3306172366
2025,Protocolo y relaciones públicas,0172,3306172366
2025,Marketing turístico,0173,3306172366
2025,Dirección de alojamientos turístico,0174,3306172366
2025,Formación y orientación laboral,0182,3306172366
2025,Recursos humanos en el alojamiento,0177,3306172366
2025,Tutoría Segundo,TU02CF,3306172373
2025,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3306172373
2025,Segunda lengua extranjera,0180,3306172373
2025,Proyecto de Gestión de alojamientos turísticos,0181,3306172373
2025,Formación en Centros de Trabajo,0184,3306172373
2025,Empresa e iniciativa emprendedora ,0183,3306172373
2025,Recepción y reservas,0176,3306172373
2025,Comercialización de eventos,0178,3306172373
2025,Gestión del departamento de pisos,0175,3306172373
2025,Itinerario personal para la empleabilidad I,1709,3306172403
2025,"Proyecto intermodular 1 de Guía, información y asistencia turísticas",0388p,3306172403
2025,Tutoría Primero,TU01CF,3306172403
2025,Inglés profesional GS,0179,3306172403
2025,Estructura del mercado turístico,0171,3306172403
2025,Destinos turísticos ,0383,3306172403
2025,Recursos turísticos ,0384,3306172403
2025,Protocolo y relaciones públicas,0172,3306172403
2025,Marketing turístico,0173,3306172403
2025,Sostenibilidad aplicada al sistema productivo,1708039,3306172410
2025,Módulo optativo,CVOPT,3306172410
2025,"Proyecto intermodular 2 de Guía, información y asistencia turísticas",0388s,3306172410
2025,Digitalización aplicada al sistema productivo GS,1665039,3306172410
2025,Tutoría Segundo,TU02CF,3306172410
2025,Segunda lengua extranjera,0180,3306172410
2025,Servicios de información turística,0385,3306172410
2025,Diseño de productos turísticos,0387,3306172410
2025,Procesos de guía y asistencia ,0386,3306172410
2025,Itinerario personal para la empleabilidad II,1710,3306172410
2025,Tutoría Primero,TU01CF,3306169433
2025,Diseño y Fabr. Monturas Ópticas,243265,3306169433
2025,"Anat., Fisiopatol. y Ametropias Oculares",243267,3306169433
2025,At. Cliente Establ. Prod. Ópticos,243266,3306169433
