anyo,alumno,curso,contenido,nota_numerica
2024,10819061,3228404816,1709,8
2024,10819061,3228404816,0647,8
2024,10615771,3228404816,0179,0
2024,10615771,3228404816,0650,0
2024,10615771,3228404816,0647,0
2024,10679722,3228404816,0657p,5
2024,10679722,3228404816,0179,6
2024,10679722,3228404816,0650,6
2024,10679722,3228404816,0648,6
2024,11481642,3228404816,0649,0
2024,12854002,3228413080,0371,6
2024,10762368,3228413080,0371,9
2024,11082671,3228413080,0371,9
2024,10805501,3228413080,0371,5
2024,10762343,3228413080,0179,8
2024,10910600,3228413080,0179,9
2024,10805501,3228413080,0179,4
2024,10762343,3228413080,0372,9
2024,10910600,3228413080,0372,8
2024,10762343,3228413080,0369,9
2024,10910600,3228413080,0370,9
2024,10910600,3228413080,0373,9
2024,12854002,3228413080,0373,6
2024,10910600,3228413080,0369,8
2024,10757735,3228413080,0369,5
2024,11082671,3228413080,1709,6
2024,10849397,3228413080,1709,8
2024,10849397,3228413080,0179,8
2024,10805501,3228413080,0370,6
2024,10805501,3228413080,0373,0
2024,12854002,3228413080,0379p,7
2024,10840811,3228413080,0379p,10
2024,10840811,3228413080,0371,8
2024,10737949,3228413080,0179,10
2024,10737949,3228413080,0179,10
2024,10652371,3228413080,0371,7
2024,10652371,3228413080,0371,6
2024,10762023,3228413080,0179,8
2024,10813139,3228413080,0371,7
2024,10762338,3228413080,0379p,10
2024,10762338,3228413080,0371,8
2024,10762338,3228413080,0372,6
2024,10823812,3228413080,0373,8
2024,12854002,3228413080,0369,7
2024,10757735,3228413080,0369,8
2024,10762023,3228413080,0369,10
2024,10762368,3228413080,0370,9
2024,10813139,3228413080,0370,7
2024,10635003,3228413080,0370,10
2024,10796295,3228413080,0370,10
2024,10762343,3228413080,0370,8
2024,10840811,3228413080,0370,5
2024,10799789,3228413080,0370,9
2024,10652371,3228413080,0370,7
2024,10796295,3228413080,0371,9
2024,10737949,3228413080,0371,8
2024,11082671,3228413080,0379p,9
2024,10849397,3228413080,0179,8
2024,10799789,3228413080,0179,9
2024,10762023,3228413080,0179,8
2024,10764453,3228413080,0179,7
2024,10840811,3228413080,0379p,8
2024,10652371,3228413080,0379p,8
2024,10799789,3228413080,0371,9
2024,10783280,3228413080,0379p,9
2024,10762338,3228413080,0379p,9
2024,10783280,3228413080,0373,4
2024,10764453,3228413080,0373,8
2024,10756607,3228413080,0373,8
2024,10783280,3228413080,0373,7
2024,10783280,3228413080,0369,6
2024,10652371,3228413080,0372,6
2024,10823812,3228413080,0372,8
2024,10823812,3228413080,0369,10
2024,13456011,3228413080,0370,8
2024,13456011,3228413080,0373,8
2024,13456011,3228413080,0371,8
2024,13456011,3228413080,0369,8
2024,10823807,3228413080,0179,7
2024,10381670,3228413382,0373,2
2024,10783280,3228413080,1709,7
2024,10813139,3228413080,1709,6
2024,10736277,3228413382,0616p,10
2024,10418675,3228413382,0616p,9
2024,10736277,3228413382,0179,9
2024,10695479,3228413382,0179,0
2024,10418675,3228413382,0179,0
2024,10525885,3228413382,0484,0
2024,11064614,3228413382,1709,8
2024,10525885,3228413382,1709,0
2024,11064614,3228413382,1709,0
2024,11064614,3228413382,0179,0
2024,13042221,3228413382,0179,0
2024,11064614,3228413382,0485,0
2024,11067623,3228413382,0483,0
2024,13455308,3228413382,0484,9
2024,10381670,3228413382,0484,8
2024,13455308,3228413382,0483,7
2024,10807600,3228413382,0484,9
2024,10797348,3228413382,0484,9
2024,10770964,3228413382,0484,10
2024,10807600,3228413382,0484,9
2024,10736277,3228413382,0373,10
2024,10709604,3228413382,0373,9
2024,10381670,3228413382,0483,4
2024,10736277,3228413382,0616p,10
2024,10797348,3228413382,0485,7
2024,10611084,3228413382,0485,8
2024,10797348,3228413382,0485,8
2024,10797348,3228413382,0483,9
2024,10797348,3228413382,0483,9
2024,10611084,3228413382,0373,8
2024,10611084,3228413382,0487,9
2024,10695479,3228413382,0179,0
2024,10695479,3228413382,0487,0
2024,10770964,3228413382,0487,10
2024,10709604,3228413382,0487,8
2024,10770964,3228413382,0483,9
2024,11161106,3228413382,0179,0
2024,11161106,3228413382,0484,0
2024,10718934,3228413382,0485,3
2024,10718934,3228413382,0483,6
2024,10269408,3228413382,0487,0
2024,10269408,3228413382,0484,0
2024,13460547,3228413382,1709,8
2024,10688878,3228413382,0616p,10
2024,10688878,3228413382,0484,9
2024,10688878,3228413382,0483,10
2024,11571094,3228413382,0373,0
2024,11571094,3228413382,0487,0
2024,11571094,3228413382,0483,4
2024,11332097,3228413382,1709,0
2024,11332097,3228413382,0484,0
2024,10453628,3228413382,0484,0
2024,12500233,3228413382,0484,0
2024,10399058,3228413382,0373,4
2024,10711977,3228413382,0483,8
2024,12730778,3228413382,0373,0
2024,12730778,3228413382,0483,7
2024,10255502,3228413382,0373,5
2024,10255502,3228413382,0484,7
2024,10328549,3228413382,0483,6
2024,10810051,3228413382,0373,4
2024,10810051,3228413382,0373,8
2024,11569845,3228413382,0483,0
2024,11271861,3228413382,0179,9
2024,11271861,3228413382,0373,7
2024,11271861,3228413382,0487,8
2024,10757001,3228413382,0616p,9
2024,10757001,3228413382,0484,8
2024,10828387,3228413382,0179,9
2024,10828387,3228413382,0485,7
2024,10828387,3228413382,0483,9
2024,10828387,3228413382,0483,8
2024,10856605,3228413382,0485,8
2024,10856605,3228413382,0483,8
2024,10401376,3228413382,1709,0
2024,10401376,3228413382,0487,0
2024,11898422,3228413382,0487,0
2024,11898422,3228413382,0484,1
2024,13456133,3228413382,0179,0
2024,10677836,3228413382,0487,0
2024,10205657,3228413382,0487,5
2024,10205657,3228413382,0484,8
2024,10643328,3228413382,0485,9
2024,10643328,3228413382,0484,9
2024,12287306,3228413382,0373,0
2024,12287306,3228413382,0485,0
2024,11161106,3228413382,0485,0
2024,11067623,3228413382,0485,0
2024,13460547,3228413382,0485,4
2024,10823812,3228413080,0373,8
2024,10797348,3228413382,0485,8
2024,11064614,3228413382,0179,0
2024,10401376,3228413382,0179,0
2024,10677836,3228413382,0179,0
2024,11064614,3228413382,0483,0
2024,10308704,3228413382,0483,0
2024,10525885,3228413382,1709,0
2024,10255502,3228413382,1709,7
2024,13455308,3228413382,0484,8
2024,12500233,3228413382,0484,0
2024,13457137,3228413382,0484,0
2024,13455308,3228413382,0483,9
2024,10381670,3228413382,0483,6
2024,10679710,3228413382,0484,7
2024,10718934,3228413382,0484,5
2024,10797348,3228413382,0179,8
2024,10695479,3228413382,0179,0
2024,10810051,3228413382,0179,9
2024,11161106,3228413382,0616p,0
2024,10399058,3228413382,0616p,0
2024,13456133,3228413382,0616p,0
2024,10677836,3228413382,0616p,0
2024,10718934,3228413382,1709,7
2024,10711977,3228413382,1709,7
2024,10269408,3228413382,0484,0
2024,13460547,3228413382,0373,0
2024,12500233,3228413382,0373,0
2024,10401376,3228413382,0373,0
2024,10688878,3228413382,0616p,10
2024,10688878,3228413382,0179,9
2024,10810051,3228413382,0179,9
2024,10688878,3228413382,0373,10
2024,10453628,3228413382,0485,0
2024,10255502,3228413382,0485,4
2024,10205657,3228413382,0485,0
2024,10453628,3228413382,0484,0
2024,10399058,3228413382,0616p,0
2024,10308704,3228413382,0616p,0
2024,10255502,3228413382,0616p,7
2024,10677836,3228413382,0616p,7
2024,10399058,3228413382,0487,0
2024,13457137,3228413382,0487,0
2024,13456133,3228413382,0487,0
2024,10308704,3228413382,0484,0
2024,11569845,3228413382,0484,0
2024,10308704,3228413382,0483,0
2024,11271861,3228413382,0483,0
2024,10677836,3228413382,0483,0
2024,11569845,3228413382,0616p,0
2024,10205657,3228413382,0616p,9
2024,12287306,3228413382,0616p,0
2024,11569845,3228413382,0179,0
2024,13456133,3228413382,0179,0
2024,11569845,3228413382,0487,0
2024,12433428,3228413382,0487,7
2024,10856605,3228413382,0373,4
2024,10401376,3228413382,0179,0
2024,11898422,3228413382,0485,0
2024,10758419,3228413382,0485,7
2024,10718934,3228413382,1709,8
2024,10453628,3228413382,0373,0
2024,10205657,3228413382,0373,8
2024,10255502,3228413382,0485,5
2024,10810051,3228413382,1709,8
2024,11898422,3228413382,0485,0
2024,10799612,3228415772,1375p,9
2024,11649640,3228415772,1375p,7
2024,11649640,3228415772,1370,2
2024,10799612,3228415772,0179,9
2024,10799612,3228415772,1367,9
2024,10834174,3228415772,1375p,8
2024,10546650,3228415772,0179,8
2024,10835968,3228415772,1375p,9
2024,10842025,3228415772,0179,4
2024,10711961,3228415772,1375p,9
2024,10711961,3228415772,0179,6
2024,11251967,3228415772,0179,8
2024,10378823,3228415772,1375p,9
2024,11104411,3228415772,0179,7
2024,10783707,3228415772,1375p,10
2024,10729560,3228415772,1375p,9
2024,10962405,3228415772,1370,0
2024,10827153,3228415772,0179,6
2024,10780789,3228415772,0179,8
2024,11649640,3228415772,1369,4
2024,10865703,3228415772,1369,7
2024,11649375,3228415772,1369,6
2024,10714135,3228415772,1369,6
2024,10413312,3228415772,1370,9
2024,10799612,3228415772,1367,10
2024,10546650,3228415772,1367,8
2024,10711961,3228415772,1367,3
2024,10734128,3228415772,1367,9
2024,10851445,3228415772,1369,9
2024,10413312,3228415772,1709,9
2024,10985551,3228415772,1709,8
2024,10962405,3228415772,1709,0
2024,10776515,3228415772,0179,8
2024,10865703,3228415772,0179,8
2024,11649375,3228415772,0179,9
2024,10714135,3228415772,0179,9
2024,10817945,3228415772,1709,4
2024,10770501,3228415772,1709,8
2024,10817945,3228415772,1709,6
2024,10783707,3228415772,1709,10
2024,10817945,3228415772,1369,3
2024,13281768,3228415772,1368,4
2024,10413312,3228415772,1368,7
2024,10842025,3228415772,1368,4
2024,10827153,3228415772,1368,6
2024,10819488,3228415772,1375p,7
2024,10985551,3228415772,1375p,8
2024,10819378,3228415772,1375p,8
2024,10819488,3228415772,1370,9
2024,10851445,3228415772,1370,8
2024,10819488,3228415772,1370,8
2024,11104411,3228415772,1370,8
2024,10781492,3228415772,1370,4
2024,10781492,3228415772,1370,4
2024,11649375,3228415772,1370,7
2024,10835968,3228415772,1367,8
2024,10678320,3228415772,1367,4
2024,10734128,3228415772,1367,10
2024,10835968,3228415772,1369,8
2024,10783707,3228415772,1369,9
2024,10803120,3228415772,1375p,10
2024,11104411,3228415772,1375p,10
2024,10962405,3228415772,1375p,10
2024,10851445,3228415772,1368,7
2024,10819378,3228415772,1368,8
2024,10678320,3228415772,1370,8
2024,10678320,3228415772,1368,0
2024,11251967,3228415772,0179,8
2024,10122344,3228415772,1369,10
2024,10725869,3228415772,0179,6
2024,10985551,3228415772,0179,10
2024,10793376,3228415772,0179,9
2024,10962405,3228415772,0179,0
2024,10378823,3228415772,1375p,10
2024,11104411,3228415772,1367,8
2024,10783707,3228415772,1368,9
2024,10729560,3228415772,1368,7
2024,10783707,3228415772,1368,9
2024,10729560,3228415772,1368,7
2024,10985551,3228415772,1709,8
2024,10776515,3228415772,1367,8
2024,10993836,3228415772,1367,8
2024,10729560,3228415772,1368,8
2024,10962405,3228415772,1367,0
2024,13462544,3228415772,1709,7
2024,13462544,3228415772,1369,6
2024,10809667,3228415772,1370,8
2024,10809667,3228415772,1367,9
2024,10809667,3228415772,1368,8
2024,10809667,3228415772,1369,8
2024,10652580,3228415772,1370,8
2024,10652580,3228415772,1368,8
2024,10817945,3228415772,1369,5
2024,11341745,3228415772,1369,9
2024,10798915,3228415772,1367,8
2024,10780789,3228415772,1367,7
2024,10725869,3228415772,1368,4
2024,10780789,3228415772,1368,4
2024,13273466,3228415772,1375p,9
2024,10122344,3228415772,1375p,10
2024,10652580,3228415772,1375p,10
2024,10842025,3228415772,1369,7
2024,10819378,3228415772,1369,9
2024,10809667,3228415772,1369,8
2024,10378823,3228415772,0179,8
2024,10734128,3228415772,0179,9
2024,10734128,3228415772,1709,9
2024,10678151,3228415772,1367,2
2024,10809557,3228415772,1367,7
2024,10809557,3228415772,1367,8
2024,10944114,3228415772,1368,4
2024,10944114,3228415772,1369,7
2024,10730519,3228415772,1370,4
2024,10730519,3228415772,1370,4
2024,10730519,3228415772,1368,2
2024,13242092,3228415772,1375p,9
2024,13242092,3228415772,1369,7
2024,10742238,3228415772,1375p,9
2024,10742238,3228415772,1368,8
2024,10742238,3228415772,1369,6
2024,12558926,3228415772,1375p,4
2024,10944114,3228415772,0179,8
2024,10960990,3228379385,1709,8
2024,10737175,3228379385,1709,7
2024,10805591,3228379385,1709,4
2024,10960990,3228379385,0439,8
2024,10737175,3228379385,0439,7
2024,10960990,3228379385,0439,8
2024,10737175,3228379385,0439,7
2024,10995299,3228379385,0439,8
2024,10960990,3228379385,0440,7
2024,10835299,3228379385,0440,7
2024,10960990,3228379385,0156,8
2024,11671982,3228379385,0156,7
2024,10887720,3228379385,0156,8
2024,11671982,3228379385,1709,7
2024,11043785,3228379385,0437,6
2024,11043785,3228379385,0156,9
2024,10835299,3228379385,0156,7
2024,10737175,3228379385,0439,7
2024,13133521,3228379385,0437,9
2024,13133521,3228379385,0156,4
2024,11039273,3228379385,1709,8
2024,11029440,3228379385,1709,9
2024,11039273,3228379385,0441,9
2024,10995299,3228379385,0441,10
2024,10911748,3228379385,0441,9
2024,11039273,3228379385,0438,7
2024,10835299,3228379385,0438,6
2024,10787655,3228379385,0438,7
2024,11039273,3228379385,0156,8
2024,10906307,3228379385,0156,5
2024,10887720,3228379385,0438,6
2024,11029440,3228379385,0441,9
2024,10835299,3228379385,0441,1
2024,10787655,3228379385,0441,2
2024,11028742,3228379385,0441,6
2024,10835299,3228379385,0439,4
2024,10787655,3228379385,0439,6
2024,10805591,3228379385,0441,0
2024,10805591,3228379385,0438,0
2024,10787655,3228379385,0438,5
2024,10805591,3228379385,0156,0
2024,11805803,3228379385,0439,10
2024,10911748,3228379385,0440,9
2024,10787655,3228379385,0440,5
2024,11028742,3228379385,0439,8
2024,11026339,3228379385,0441,1
2024,11026339,3228379385,0156,6
2024,10905782,3228379385,1709,8
2024,10905782,3228379385,0439,7
2024,10905782,3228379385,0438,4
2024,11004486,3228379385,0439,10
2024,11004486,3228379385,0439,10
2024,10911568,3228379385,0439,8
2024,11044309,3228379385,1709,8
2024,11044309,3228379385,0437,5
2024,11604486,3228379385,1709,8
2024,11604486,3228379385,0437,2
2024,11604486,3228379385,0439,5
2024,11604486,3228379385,0440,5
2024,10911000,3228379385,0440,7
2024,10911000,3228379385,0440,6
2024,11415744,3228379385,0437,7
2024,11415744,3228379385,0437,8
2024,10787257,3228379385,0437,7
2024,11028742,3228379385,0438,6
2024,11004486,3228379385,0438,10
2024,11043785,3228379385,0438,8
2024,10995299,3228379385,0438,9
2024,13133521,3228379385,0440,8
2024,13466647,3228379385,0440,0
2024,11415744,3228379385,0440,8
2024,10911568,3228379385,0439,8
2024,11604486,3228379385,0437,3
2024,11068958,3228379385,0441,0
2024,13466647,3228379385,1709,7
2024,10278634,3228379385,0438,7
2024,10278634,3228379385,0438,7
2024,10929912,3228379385,0439,2
2024,11024457,3228379385,0439,8
2024,11024457,3228379385,0156,9
2024,10302214,3228379385,1709,0
2024,12731640,3228379385,0438,6
2024,11507257,3228379385,0437,8
2024,11507257,3228379385,0440,4
2024,10929818,3228379385,0439,8
2024,10929818,3228379385,0156,10
2024,10951388,3228379385,0438,0
2024,10435060,3228379385,0437,0
2024,10248709,3228379385,0437,0
2024,10421015,3228379385,0439,0
2024,12673295,3228379385,0156,0
2024,10420824,3228379385,0439,7
2024,10468121,3228379385,0437,7
2024,10468121,3228379385,0440,5
2024,13458066,3228379385,0156,7
2024,10650730,3228379385,0438,5
2024,13459588,3228379385,1709,0
2024,13459588,3228379385,0437,5
2024,11026347,3228379385,1709,9
2024,11026347,3228379385,1709,9
2024,10284131,3228379385,0441,0
2024,11068958,3228379385,0441,0
2024,13466647,3228379385,0441,7
2024,10248709,3228379385,0441,0
2024,11044309,3228379385,0440,8
2024,11415744,3228379385,0439,8
2024,11507257,3228379385,0439,8
2024,10951388,3228379385,0439,0
2024,10468121,3228379385,0439,8
2024,10650730,3228379385,0439,8
2024,10302214,3228379385,0437,0
2024,12731640,3228379385,0438,4
2024,10951388,3228379385,0437,0
2024,10248709,3228379385,0437,0
2024,10435060,3228379385,0156,0
2024,10248709,3228379385,1709,0
2024,10248709,3228379385,0441,0
2024,12673295,3228379385,0441,0
2024,10248709,3228379385,0439,0
2024,12673295,3228379385,0440,0
2024,10421015,3228379385,0439,0
2024,10307040,3228379385,0439,0
2024,12673295,3228379385,1709,0
2024,13458066,3228379385,0437,10
2024,10650730,3228379385,0440,3
2024,10307040,3228379385,0440,0
2024,10696650,3228379385,0439,0
2024,13459194,3228379385,1709,9
2024,13459194,3228379385,0156,9
2024,13459194,3228379385,0156,8
2024,13459361,3228379385,1709,4
2024,13459361,3228379385,0438,0
2024,13459361,3228379385,0440,0
2024,13459361,3228379385,0156,0
2024,11033515,3228379385,0440,5
2024,11004716,3228379385,0440,9
2024,11067932,3228379385,0439,7
2024,11666166,3228379385,1709,0
2024,11666166,3228379385,0439,8
2024,13221347,3228379385,0156,0
2024,10813126,3228406931,1012p,8
2024,10307040,3228379385,0440,0
2024,12731640,3228379385,0440,8
2024,12673295,3228379385,0440,0
2024,11786393,3228379385,0438,0
2024,13459194,3228379385,0156,8
2024,11004716,3228379385,0437,8
2024,11067932,3228379385,0441,0
2024,13221347,3228379385,0441,0
2024,11666166,3228379385,0440,5
2024,13221347,3228379385,0438,0
2024,10819701,3228406931,1010,0
2024,10817903,3228406931,1010,8
2024,13290996,3228406931,0930,5
2024,13290996,3228406931,0930,6
2024,10510136,3228406931,0930,0
2024,10709557,3228406931,0930,0
2024,13290996,3228406931,0931,7
2024,10800028,3228406931,0179,7
2024,10764144,3228406931,0179,7
2024,10800028,3228406931,0179,6
2024,10726936,3228406931,0179,7
2024,10824007,3228406931,1709,7
2024,10530803,3228406931,1709,9
2024,10824007,3228406931,0930,4
2024,10776549,3228406931,0930,6
2024,10824007,3228406931,0930,1
2024,10635026,3228406931,0930,7
2024,10824007,3228406931,0930,4
2024,10824007,3228406931,1010,5
2024,10824007,3228406931,1010,4
2024,10726936,3228406931,1010,7
2024,10824007,3228406931,0930,4
2024,10776549,3228406931,0623,10
2024,10824614,3228406931,0931,0
2024,10824614,3228406931,1010,7
2024,10709557,3228406931,1010,0
2024,10862032,3228406931,1010,0
2024,10709557,3228406931,1012p,0
2024,10422716,3228406931,1012p,0
2024,10709557,3228406931,0931,0
2024,10709557,3228406931,1010,0
2024,10862032,3228406931,1010,0
2024,10422716,3228406931,0179,0
2024,10862032,3228406931,0179,8
2024,10422716,3228406931,0930,0
2024,10726936,3228406931,0931,9
2024,10805294,3228406931,0931,9
2024,10819701,3228406931,1709,0
2024,10819701,3228406931,0931,0
2024,10819701,3228406931,0931,0
2024,10805294,3228406931,1010,4
2024,10796065,3228406931,0930,7
2024,10796065,3228406931,1010,5
2024,10349498,3228406931,1010,8
2024,10630363,3228406931,0931,8
2024,10852161,3228406931,0930,7
2024,10852161,3228406931,1010,7
2024,10819684,3228406931,0179,4
2024,10819684,3228406931,1010,6
2024,10414061,3228406931,0930,0
2024,10199483,3228406931,0931,0
2024,10397687,3228406931,0931,7
2024,10397687,3228406931,1010,5
2024,10323559,3228406931,0931,3
2024,10323559,3228406931,1010,3
2024,13458157,3228406931,0179,0
2024,13458157,3228406931,0931,0
2024,13458157,3228406931,1010,0
2024,13523913,3228406931,0179,7
2024,13523913,3228406931,0930,0
2024,13523913,3228406931,0931,0
2024,10940616,3228406931,1709,0
2024,11059841,3228406931,0930,5
2024,11059841,3228406931,1010,7
2024,10852107,3228406931,0931,3
2024,11800453,3228406931,1709,0
2024,10818191,3228406931,0179,0
2024,11089472,3228406931,0623,4
2024,10699271,3228406931,0930,5
2024,10807830,3228406931,1010,5
2024,11629523,3228406931,1709,0
2024,11629523,3228406931,0930,0
2024,11629523,3228406931,0931,0
2024,11629523,3228406931,1010,0
2024,11629523,3228406931,1010,0
2024,10042816,3228406931,0931,0
2024,10042816,3228406931,1010,0
2024,10022321,3228406931,1010,6
2024,10479899,3228406931,0930,9
2024,10479899,3228406931,0930,0
2024,10479899,3228406931,0931,8
2024,10754604,3228406931,0179,6
2024,10754604,3228406931,1010,3
2024,10754604,3228406931,1010,6
2024,10365221,3228406931,1010,6
2024,13461591,3228406931,0179,8
2024,13461591,3228406931,1010,7
2024,13461591,3228406931,1010,6
2024,10630337,3228406931,0179,4
2024,10630337,3228406931,0623,4
2024,10630337,3228406931,1010,3
2024,10249410,3228406931,0930,9
2024,10249410,3228406931,1010,7
2024,11790917,3228406545,0828p,10
2024,11790917,3228406545,0627,6
2024,10766414,3228406545,0828p,8
2024,11231507,3228406545,0627,0
2024,12912678,3228406545,0627,8
2024,13470345,3228406545,0179,0
2024,13473425,3228406545,0625,8
2024,10796065,3228406931,1709,8
2024,10800028,3228406931,1709,9
2024,10530803,3228406931,1709,9
2024,10862032,3228406931,1709,4
2024,10796065,3228406931,1012p,9
2024,10754604,3228406931,1012p,6
2024,10796065,3228406931,0179,8
2024,10796065,3228406931,0931,8
2024,11089472,3228406931,0931,9
2024,13461591,3228406931,0931,9
2024,10349498,3228406931,0931,10
2024,10852161,3228406931,0931,9
2024,10630337,3228406931,0931,8
2024,10852161,3228406931,0930,7
2024,13461591,3228406931,0930,6
2024,10414061,3228406931,0623,0
2024,11811552,3228406931,0623,0
2024,10940616,3228406931,0623,0
