anyo,nombre_modulo,codigo_modulo,codigo_curso,nombre_curso,ciclo,grado,familia
2024_25,Gestión económica y financiera de la empresa,0623,3228406545,Primero,COMERCIO INTERNACIONAL (LFP),GRADO SUPERIOR,COMERCIO Y MARKETING
2024_25,Gestión administrativa del comercio internacional,0627,3228406545,Primero,COMERCIO INTERNACIONAL (LFP),GRADO SUPERIOR,COMERCIO Y MARKETING
2024_25,Ofimática y proceso de la información en el comercio internacional,CV0008,3228406545,Primero,COMERCIO INTERNACIONAL (LFP),GRADO SUPERIOR,COMERCIO Y MARKETING
2024_25,Gestión portuaria,CV0009,3228406545,Primero,COMERCIO INTERNACIONAL (LFP),GRADO SUPERIOR,COMERCIO Y MARKETING
2024_25,Itinerario personal para la empleabilidad I,1709,3228404816,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Proyecto intermodular 1 de Administración y Finanzas,0657p,3228404816,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Tutoría Primero,TU01CF,3228404816,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Inglés profesional GS,0179,3228404816,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Comunicación y atención al cliente,0651,3228404816,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Proceso integral de la actividad comercial,0650,3228404816,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Recursos humanos y responsabilidad social corporativa,0648,3228404816,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Ofimática y proceso de la información,0649,3228404816,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Gestión de la documentación jurídica y empresarial,0647,3228404816,Primero,ADMINISTRACIÓN Y FINANZAS (LFP),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Tutoría Primero,TU01CF,3162079797,Primero,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162079797,Primero,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Inglés profesional GS,0179,3162079797,Primero,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Comunicación y atención al cliente,0651,3162079797,Primero,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Formación y orientación laboral,0658,3162079797,Primero,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Proceso integral de la actividad comercial,0650,3162079797,Primero,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Recursos humanos y responsabilidad social corporativa,0648,3162079797,Primero,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Ofimática y proceso de la información,0649,3162079797,Primero,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Gestión de la documentación jurídica y empresarial,0647,3162079797,Primero,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Tutoría Segundo,TU02CF,3162079790,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162079790,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Gestión logística y comercial,0655,3162079790,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Proyecto de Administración y Finanzas,0657,3162079790,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Gestión de recursos humanos,0652,3162079790,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Gestión financiera,0653,3162079790,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Simulación empresarial,0656,3162079790,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Formación en Centros de Trabajo,0660,3162079790,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Contabilidad y fiscalidad,0654,3162079790,Segundo,ADMINISTRACIÓN Y FINANZAS (LOE),GRADO SUPERIOR,ADMINISTRACIÓN Y GESTIÓN
2024_25,Incidentes de ciberseguridad,5021,3162079860,Primero CE,CIBERSEGURIDAD EN ENTORNOS DE LAS TECNOLOGÍAS DE LA INFORMACIÓN,CURSO ESPECIALIZACIÓN,INFORMÁTICA Y COMUNICACIONES
2024_25,Bastionado de redes y sistemas,5022,3162079860,Primero CE,CIBERSEGURIDAD EN ENTORNOS DE LAS TECNOLOGÍAS DE LA INFORMACIÓN,CURSO ESPECIALIZACIÓN,INFORMÁTICA Y COMUNICACIONES
2024_25,Puesta en producción segura,5023,3162079860,Primero CE,CIBERSEGURIDAD EN ENTORNOS DE LAS TECNOLOGÍAS DE LA INFORMACIÓN,CURSO ESPECIALIZACIÓN,INFORMÁTICA Y COMUNICACIONES
2024_25,Análisis forense informático,5024,3162079860,Primero CE,CIBERSEGURIDAD EN ENTORNOS DE LAS TECNOLOGÍAS DE LA INFORMACIÓN,CURSO ESPECIALIZACIÓN,INFORMÁTICA Y COMUNICACIONES
2024_25,Hacking ético,5025,3162079860,Primero CE,CIBERSEGURIDAD EN ENTORNOS DE LAS TECNOLOGÍAS DE LA INFORMACIÓN,CURSO ESPECIALIZACIÓN,INFORMÁTICA Y COMUNICACIONES
2024_25,Normativa de ciberseguridad,5026,3162079860,Primero CE,CIBERSEGURIDAD EN ENTORNOS DE LAS TECNOLOGÍAS DE LA INFORMACIÓN,CURSO ESPECIALIZACIÓN,INFORMÁTICA Y COMUNICACIONES
2024_25,Modelos de Inteligencia Artificial,5071,3162079874,Primero CE,INTELIGENCIA ARTIFICIAL Y BIG DATA,CURSO ESPECIALIZACIÓN,INFORMÁTICA Y COMUNICACIONES
2024_25,Sistemas de aprendizaje automático,5072,3162079874,Primero CE,INTELIGENCIA ARTIFICIAL Y BIG DATA,CURSO ESPECIALIZACIÓN,INFORMÁTICA Y COMUNICACIONES
2024_25,Programación de Inteligencia Artificial,5073,3162079874,Primero CE,INTELIGENCIA ARTIFICIAL Y BIG DATA,CURSO ESPECIALIZACIÓN,INFORMÁTICA Y COMUNICACIONES
2024_25,Sistemas de Big Data,5074,3162079874,Primero CE,INTELIGENCIA ARTIFICIAL Y BIG DATA,CURSO ESPECIALIZACIÓN,INFORMÁTICA Y COMUNICACIONES
2024_25,Big Data aplicado,5075,3162079874,Primero CE,INTELIGENCIA ARTIFICIAL Y BIG DATA,CURSO ESPECIALIZACIÓN,INFORMÁTICA Y COMUNICACIONES
2024_25,Tutoría Primero,TU01CF,3162079929,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Inglés Técnico I-M / Horario reservado para la docencia en inglés,CV0001,3162079929,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Redes locales,0225,3162079929,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Aplicaciones ofimáticas,0223,3162079929,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Montaje y mantenimiento de equipos,0221,3162079929,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Formación y orientación laboral,0229,3162079929,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Sistemas operativos monopuesto,0222,3162079929,Primero,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Tutoría Segundo,TU02CF,3162079936,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Inglés Técnico II-M / Horario reservado para la docencia en inglés,CV0002,3162079936,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Empresa e iniciativa emprendedora,0230,3162079936,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Aplicaciones web,0228,3162079936,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Seguridad informática,0226,3162079936,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Sistemas operativos en red,0224,3162079936,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Formación en Centros de Trabajo,0231,3162079936,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Servicios en red,0227,3162079936,Segundo,SISTEMAS MICROINFORMÁTICOS Y REDES,GRADO MEDIO,INFORMÁTICA Y COMUNICACIONES
2024_25,Tutoría Segundo,TU02CF,3162079957,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162079957,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Formación en centros de trabajo,0619,3162079957,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Proyecto de desarrollo de aplicaciones WEB,0616,3162079957,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Empresa e iniciativa emprendedora,0618,3162079957,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Diseño de interfaces WEB,0615,3162079957,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Despliegue de aplicaciones WEB,0614,3162079957,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Desarrollo WEB en entorno servidor,0613,3162079957,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Desarrollo WEB en entorno cliente,0612,3162079957,Segundo,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Tutoría Primero,TU01CF,3162079965,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162079965,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Lenguajes de marcas y sistemas de gestión de información,0373,3162079965,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Entornos de desarrollo,0487,3162079965,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Programación,0485,3162079965,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Bases de Datos,0484,3162079965,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Sistemas informáticos,0483,3162079965,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Formación y orientación laboral,0617,3162079965,Primero,DESARROLLO DE APLICACIONES WEB,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Tutoría Primero,TU01CF,3162079986,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Inglés Técnico I-S / Horario reservado para la docencia en inglés,CV0003,3162079986,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Lenguajes de marcas y sistemas de gestión de información,0373,3162079986,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Entornos de desarrollo,0487,3162079986,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Programación,0485,3162079986,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Bases de Datos,0484,3162079986,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Sistemas informáticos,0483,3162079986,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Formación y orientación laboral,0493,3162079986,Primero,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Tutoría Segundo,TU02CF,3162079993,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Inglés Técnico II-S / Horario reservado para la docencia en inglés,CV0004,3162079993,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Formación en centros de trabajo,0495,3162079993,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Proyecto de desarrollo de aplicaciones multiplataforma,0492,3162079993,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Empresa e iniciativa emprendedora,0494,3162079993,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Sistemas de gestión empresarial,0491,3162079993,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Programación de servicios y procesos,0490,3162079993,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Programación multimedia y dispositivos móviles,0489,3162079993,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Desarrollo de interfaces,0488,3162079993,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Acceso a datos,0486,3162079993,Segundo,DESARROLLO DE APLICACIONES MULTIPLATAFORMA,GRADO SUPERIOR,INFORMÁTICA Y COMUNICACIONES
2024_25,Itinerario personal para la empleabilidad I,1709,3228406931,Primero,MARKETING Y PUBLICIDAD (LFP),GRADO SUPERIOR,COMERCIO Y MARKETING
2024_25,Proyecto intermodular 1 de Marketing y publicidad,1012p,3228406931,Primero,MARKETING Y PUBLICIDAD (LFP),GRADO SUPERIOR,COMERCIO Y MARKETING
