anyo,alumno,curso,contenido,nota_numerica
2025,10912223,3306169744,0371,8
2025,10914721,3306169744,0373,6
2025,10679710,3306169651,0487,7
2025,11898422,3306169651,0487,0
2025,13232436,3306169651,0487,2
2025,10418675,3306169651,0484,9
2025,10803070,3306169651,0484,8
2025,10904666,3306169651,0484,7
2025,10427570,3306169651,1709,0
2025,10440723,3306169651,1709,0
2025,13593151,3306169651,0487,6
2025,10382149,3306169651,0487,10
2025,10472185,3306169651,0487,10
2025,10246766,3306169651,0484,4
2025,10382149,3306169651,0484,6
2025,11061166,3306169651,0484,0
2025,10308422,3306169651,0485,7
2025,10382149,3306169651,0485,4
2025,13458925,3306169651,0485,7
2025,11049333,3306169651,0485,7
2025,10398479,3306169651,0485,9
2025,10837080,3306169651,0483,9
2025,10888617,3306169651,0483,9
2025,12876207,3306169651,0483,0
2025,10299132,3306169651,0483,0
2025,10310048,3306169651,0483,9
2025,13593175,3306169651,0373,0
2025,10463301,3306169651,0616p,9
2025,10310048,3306169651,0616p,9
2025,11318786,3306169651,0616p,0
2025,12395762,3306169651,0616p,7
2025,10709604,3306169658,1708190,10
2025,10718934,3306169658,1708190,9
2025,10635824,3306169658,1708190,8
2025,10635513,3306169658,1708190,4
2025,13232436,3306169651,0373,4
2025,10398479,3306169651,0373,8
2025,10832166,3306169651,0373,8
2025,10756981,3306169651,0179,7
2025,10888617,3306169651,0616p,10
2025,13360681,3306169593,0223,8
2025,13288296,3306169593,0223,9
2025,13546750,3306169593,0223,7
2025,10705918,3306169593,0223,7
2025,10437587,3306169593,0223,4
2025,13513975,3306169593,0225,9
2025,13358627,3306169593,0225,0
2025,11134533,3306169593,1709,10
2025,11134533,3306169593,0156,9
2025,11113596,3306169593,0221,7
2025,10705603,3306169593,1709,8
2025,13598530,3306169593,1709,7
2025,10437587,3306169593,1709,8
2025,10705918,3306169593,0222,4
2025,12651696,3306169593,0221,0
2025,10917865,3306169591,0227,7
2025,11622314,3306169591,0227,7
2025,11020732,3306169591,0227,4
2025,10812899,3306169591,1710,8
2025,10708167,3306169591,0228,8
2025,11035843,3306169591,0228,1
2025,11002913,3306169591,CVOPT,10
2025,10903261,3306169591,CVOPT,8
2025,11146537,3306169591,0224,10
2025,11000271,3306169591,0224,8
2025,11622314,3306169591,1664190,9
2025,11011197,3306169591,1664190,10
2025,10776723,3306169591,1664190,8
2025,10903261,3306169591,1664190,10
2025,12472787,3306169591,1664190,7
2025,11029392,3306169591,1708190,8
2025,10762368,3306169751,0376,9
2025,10652371,3306169751,0376,7
2025,10910600,3306169751,0377,6
2025,13456011,3306169751,0377,8
2025,10757735,3306169751,0379s,8
2025,10783280,3306169751,0379s,10
2025,12744964,3306172060,1664020,5
2025,10805007,3306172060,1664020,5
2025,10757735,3306169751,1710,8
2025,10737949,3306169751,1708190,8
2025,10849397,3306169751,1665190,10
2025,10783280,3306169751,1665190,9
2025,10813139,3306169751,1665190,9
2025,10849397,3306169751,0378,8
2025,10840811,3306169751,0378,7
2025,10783280,3306169751,0378,6
2025,10840811,3306169751,0374,9
2025,10764453,3306169751,CVOPT,9
2025,10282899,3306169658,1665190,7
2025,10282899,3306169658,1710,8
2025,10772126,3306169658,1710,7
2025,10797348,3306169658,0616s,9
2025,10772126,3306169658,0616s,7
2025,10711924,3306169658,0616s,5
2025,10770657,3306169658,0614,6
2025,10772126,3306169658,0614,8
2025,10807600,3306169658,0615,6
2025,10709604,3306169658,0615,1
2025,10688878,3306169658,0615,8
2025,10797980,3306169658,0615,4
2025,10711924,3306169658,0615,4
2025,10770964,3306169658,CVOPT,8
2025,10688878,3306169658,CVOPT,9
2025,10770964,3306169658,0612,10
2025,10810051,3306169658,0612,1
2025,10635513,3306169658,0613,5
2025,10882393,3306169658,0613,6
2025,10799612,3306170617,CVOPT,10
2025,10799612,3306170617,1375s,10
2025,10770501,3306170617,1375s,9
2025,10026298,3306170617,1708061,10
2025,10688361,3306170617,1708061,10
2025,10819488,3306170617,1708061,10
2025,10026298,3306170617,1374,6
2025,10515381,3306170617,1374,6
2025,10783707,3306170617,1373,9
2025,10413312,3306170617,1373,8
2025,10687463,3306170617,1373,7
2025,11649375,3306170617,1373,9
2025,10835968,3306170617,1372,7
2025,10734128,3306170617,1372,10
2025,10666170,3306170617,1372,8
2025,13242092,3306170617,1372,8
2025,10742238,3306170617,1708061,7
2025,10865703,3306170617,1374,4
2025,10282118,3306170617,1374,10
2025,10666170,3306170617,1374,7
2025,10687463,3306170617,1374,8
2025,10122344,3306170617,1373,10
2025,10842025,3306170617,1373,8
2025,10786004,3306170617,1371,4
2025,13242092,3306170617,1371,8
2025,13273466,3306170617,CVOPT,8
2025,10776515,3306170617,1375s,5
2025,11104411,3306170617,1375s,5
2025,10652580,3306170617,1375s,5
2025,10798915,3306170617,1375s,5
2025,10515381,3306170617,1375s,5
2025,10687463,3306170617,1665061,9
2025,13462544,3306170617,1708061,7
2025,11671982,3306173995,0442,7
2025,11004486,3306173995,0442,10
2025,10960990,3306173995,0442,9
2025,11039273,3306173995,0442,8
2025,11666166,3306173995,0442,7
2025,10911748,3306173995,1708001,9
2025,10787257,3306173995,CVOPT,7
2025,11027361,3306173995,CVOPT,8
2025,10929818,3306173995,CVOPT,10
2025,10960990,3306173995,0443,7
2025,11043785,3306173995,0443,5
2025,10835299,3306173995,0448,3
2025,10787655,3306173995,0448,3
2025,11027361,3306173995,1664001,10
2025,10787655,3306173995,1664001,8
2025,10819061,3306174046,0654,9
2025,10802285,3306174046,0657s,8
2025,10024578,3306174046,0657s,6
2025,10802285,3306174046,1710,7
2025,10679709,3306174046,1710,6
2025,10824617,3306174046,0652,4
2025,10931235,3306172060,1234,4
2025,10904203,3306172060,1234,9
2025,10924853,3306172060,1228,6
2025,10924853,3306172060,1235,8
2025,10787502,3306172060,1230,8
2025,12465550,3306172060,1230,4
2025,10899896,3306172060,1713925,7
2025,11024352,3306172060,1713925,7
2025,10904203,3306172060,1227,9
2025,13291541,3306172060,1708020,9
2025,10766452,3306172133,1708020,7
2025,11790917,3306172133,1708020,6
2025,11790917,3306172133,0825,8
2025,10734184,3306172133,0825,6
2025,10711954,3306172133,0828s,6
2025,10711954,3306172133,0827,6
2025,10487336,3306172133,0824,7
2025,10847609,3306172133,1665020,3
2025,10800028,3306172165,1009,8
2025,13456007,3306172165,1110,8
2025,10805294,3306172165,1009,7
2025,10808311,3306172410,1708039,8
2025,10761594,3306172410,1708039,8
2025,13285325,3306170521,028100,0
2025,11019862,3306170521,028505,3
2025,13323096,3306170521,028100,7
2025,10964248,3306170521,028504,0
2025,10407199,3306170521,028504,6
2025,13129964,3306170521,028503,4
2025,11110518,3306170521,028504,6
2025,11106423,3306170521,028100,8
2025,11026033,3306170521,028100,10
2025,13598449,3306170521,028501,5
2025,10938612,3306170521,028501,6
2025,10897940,3306170521,028505,3
2025,10897940,3306170521,028501,2
2025,13289086,3306170521,028505,4
2025,13074463,3306170521,028505,0
2025,11017524,3306170521,028001,8
2025,12051056,3306170521,028504,7
2025,12051056,3306170521,028501,8
2025,11899562,3306170521,028501,3
2025,10803834,3306170521,028505,3
2025,10805472,3306170521,028504,5
2025,13446969,3306170521,028502,9
2025,13506891,3306170521,028501,10
2025,12587578,3306170521,028503,7
2025,10730519,3306170619,1370,4
2025,10740566,3306170619,1368,4
2025,10889150,3306170619,1370,8
2025,10916495,3306170619,1375p,10
2025,10916495,3306170619,1367,8
2025,10834105,3306170619,1368,8
2025,10786265,3306170619,1370,4
2025,10918418,3306170619,1375p,10
2025,10515804,3306170619,0179,10
2025,10928805,3306170619,0179,8
2025,10677457,3306170619,0179,8
2025,10927613,3306170619,1375p,9
2025,10909929,3306170619,1709,8
2025,10920136,3306170619,1369,8
2025,10911185,3306170619,1369,8
2025,10914452,3306170619,0179,9
2025,10914452,3306170619,1367,7
2025,10490475,3306170619,1367,4
2025,10659496,3306170619,0179,9
2025,13228273,3306172484,0174,0
2025,10788322,3306172484,0181p,0
2025,10798065,3306172484,0179,4
2025,12561340,3306172484,0173,9
2025,12561340,3306172484,0174,8
2025,10379062,3306172484,0181p,0
2025,10801931,3306172484,1709,0
2025,10843015,3306172484,1709,5
2025,10787451,3306172484,0177,5
2025,10780778,3306172332,0179,8
2025,10311896,3306172403,0383,10
2025,13455012,3306172403,0172,8
2025,10025712,3306172403,0383,9
2025,10025712,3306172403,0173,4
2025,13609532,3306172403,0388p,0
2025,13609532,3306172403,0179,0
2025,10911448,3306172403,0171,8
2025,13594957,3306172403,0173,0
2025,10652392,3306172403,0171,9
2025,13604001,3306172403,0388p,7
2025,10912710,3306172053,1231,6
2025,10698000,3306172053,0156,5
2025,11036037,3306172053,1231,6
2025,11013480,3306172053,1232,6
2025,10803879,3306172053,1231,4
2025,13611445,3306172167,0623,9
2025,13611445,3306172167,1010,8
2025,10015387,3306172167,1010,5
2025,10798287,3306172167,1012p,4
2025,13598677,3306172167,0930,0
2025,13598681,3306172167,1012p,6
2025,10197921,3306172167,1010,6
2025,10425558,3306172167,0931,8
2025,10463434,3306172167,0623,0
2025,10792537,3306172167,0179,4
2025,10516442,3306172167,1010,2
2025,10476265,3306172167,1010,3
2025,10904904,3306172167,1010,8
2025,10894622,3306172167,0930,7
2025,10895114,3306172167,1012p,8
2025,13595716,3306172167,1709,0
2025,10436333,3306172167,1012p,0
2025,10790209,3306172167,0623,7
2025,13502717,3306172167,1709,0
2025,11313275,3306172167,0930,4
2025,11340144,3306172167,1012p,0
2025,10526778,3306172167,0930,7
2025,10772198,3306172135,0828p,4
2025,10772198,3306172135,0179,7
2025,10772198,3306172135,0622,8
2025,10321931,3306169433,243264,6
2025,10687998,3306169433,243267,9
2025,10835151,3306169433,243267,8
2025,10835151,3306169433,243264,5
2025,10024790,3306169433,243265,8
2025,13043456,3306169433,243266,6
2025,10780813,3306169433,243266,4
2025,10892469,3306169433,243267,8
2025,10892469,3306169433,243264,9
2025,10799399,3306169433,243266,8
2025,10827161,3306169433,243266,6
2025,13593116,3306169433,243266,8
2025,10287428,3306169440,243602,9
2025,10287428,3306169440,243271,8
2025,10287348,3306169440,243602,9
2025,10287348,3306169440,243604,8
2025,10814418,3306169440,243604,5
2025,13594870,3306173997,0441,8
2025,13594861,3306173997,0439,7
2025,13514838,3306173997,0439,7
2025,12461270,3306173997,0437,10
2025,13536269,3306173997,1709,3
2025,13594777,3306173997,0439,8
2025,10806257,3306173997,0156,8
2025,10907141,3306173997,0156,6
2025,10832115,3306173997,0439,8
2025,10832115,3306173997,0156,4
2025,10847700,3306173997,0437,9
2025,13134429,3306173997,0441,7
2025,10421015,3306173997,0441,0
2025,11109924,3306173997,0438,7
2025,10938365,3306173997,0439,5
2025,10404730,3306173997,0439,6
2025,10416752,3306174048,0657p,4
2025,13537130,3306174048,1709,10
2025,10895723,3306174048,0649,7
2025,12745122,3306174048,0179,0
2025,10910705,3306174048,0649,8
2025,10730016,3306174048,0648,4
2025,10925424,3306174048,0657p,9
2025,11664368,3306174048,0648,5
2025,10808862,3306174048,0650,6
2025,10662076,3306174048,0179,0
2025,13456235,3306174048,0649,7
2025,10025322,3306174048,0657p,7
2025,10762396,3306174048,0657p,7
2025,10991644,3306174048,0649,4
2025,12478421,3306174048,0647,8
2025,10779855,3306174048,0648,3
2025,10805078,3306169744,0373,5
2025,10898640,3306169744,0371,7
2025,10896459,3306169744,0371,8
2025,10914721,3306169744,0371,8
2025,10911373,3306169744,0379p,9
2025,10734142,3306169744,0179,9
2025,10910799,3306169744,0373,8
2025,10910799,3306169744,0371,9
2025,11088604,3306169744,0379p,9
2025,10418675,3306169651,0373,9
2025,10904569,3306169651,0485,9
2025,10427570,3306169651,0616p,0
2025,10931085,3306169651,0179,7
2025,10454462,3306169651,0484,7
2025,10308504,3306169651,0485,7
2025,10308750,3306169651,0485,3
2025,13232436,3306169651,0485,5
2025,13592958,3306169651,0179,0
2025,13352871,3306169651,0485,0
2025,10909591,3306169651,0484,10
2025,10299132,3306169651,0485,0
2025,11318786,3306169651,1709,0
2025,11061166,3306169651,0487,0
2025,12395762,3306169651,0373,4
2025,11014915,3306169651,0373,2
2025,10595030,3306169651,0485,0
2025,11147116,3306169651,0373,0
2025,13513975,3306169593,0156,9
2025,10459629,3306169593,0225,0
2025,11246288,3306169593,0225,8
2025,12615991,3306169593,0223,0
2025,10999069,3306169593,0221,6
2025,10828132,3306169593,0225,6
2025,12452190,3306169593,0223,4
2025,13545139,3306169593,0223,8
2025,10891681,3306169593,0225,2
2025,11146537,3306169591,1710,10
2025,10893131,3306169591,1708190,6
2025,10893131,3306169591,0228,6
2025,10885064,3306169591,1708190,3
2025,11011197,3306169591,0224,9
2025,11011197,3306169591,1710,10
2025,13452408,3306169591,1708190,9
2025,11708808,3306169591,0227,9
2025,10796295,3306169751,0377,9
2025,10762343,3306169751,1708190,9
2025,10910600,3306169751,1708190,9
2025,10757735,3306169751,0374,4
2025,11082671,3306169751,0374,9
2025,10849397,3306169751,1710,9
2025,12854002,3306169751,0374,3
2025,10737949,3306169751,CVOPT,6
2025,10652371,3306169751,1708190,8
2025,10813139,3306169751,0377,6
2025,10813139,3306169751,0374,4
2025,13456011,3306169751,0378,8
2025,10823807,3306169751,1708190,10
2025,13345475,3306169751,CVOPT,9
2025,13345475,3306169751,0377,7
2025,10282899,3306169658,0612,2
2025,10797348,3306169658,CVOPT,8
2025,10770657,3306169658,CVOPT,3
2025,10711977,3306169658,1665190,10
2025,10711977,3306169658,0613,6
2025,10856605,3306169658,0613,5
2025,10718934,3306169658,0614,5
2025,10810051,3306169658,0613,5
2025,10757001,3306169658,0616s,5
2025,10736277,3306169658,0614,10
2025,10635824,3306169658,1665190,8
2025,10635824,3306169658,0615,4
2025,10882393,3306169658,0616s,6
2025,10882393,3306169658,0614,1
2025,10711924,3306169658,1710,1
2025,10781492,3306170617,1374,4
2025,10742238,3306170617,1372,4
2025,10944114,3306170617,1665061,9
2025,10944114,3306170617,1708061,9
2025,10944114,3306170617,1375s,7
2025,10827153,3306170617,1708061,9
2025,10819488,3306170617,CVOPT,9
2025,10786004,3306170617,CVOPT,9
2025,10776515,3306170617,1372,8
2025,10725869,3306170617,1374,6
2025,10687463,3306170617,1708061,8
2025,13462544,3306170617,1372,7
2025,10851445,3306170617,CVOPT,8
2025,10842025,3306170617,1372,7
2025,10546650,3306170617,1373,7
2025,10993558,3306170617,1373,4
2025,10737175,3306173995,0448,4
2025,11671982,3306173995,1708001,8
2025,11029440,3306173995,0448,9
2025,11028742,3306173995,1664001,10
2025,11033515,3306173995,0448,7
2025,11004486,3306173995,CVOPT,9
2025,11039273,3306173995,0443,8
2025,11026339,3306173995,0442,6
2025,11666166,3306173995,0443,1
2025,11024457,3306173995,1708001,4
2025,10679723,3306174046,1708001,5
2025,10780784,3306174046,0657s,6
2025,10711948,3306174046,0652,3
2025,10776755,3306172060,1235,8
2025,10931235,3306172060,1227,7
2025,10931235,3306172060,1235,4
2025,10924853,3306172060,1234,4
2025,10648909,3306172060,1664020,6
2025,11004108,3306172060,1234,8
2025,10766452,3306172133,0824,8
2025,12607926,3306172133,CVOPT,6
2025,12607926,3306172133,0827,7
2025,12912678,3306172133,0828s,8
2025,10857816,3306172133,0824,8
2025,10766414,3306172133,CVOPT,8
2025,10847609,3306172133,0828s,7
2025,10819684,3306172165,1110,7
2025,10796065,3306172165,1009,8
2025,10796065,3306172165,1110,7
2025,11782717,3306172482,1708039,7
2025,11330085,3306172410,0385,6
2025,10630337,3306172165,1012s,7
2025,10530803,3306172165,1012s,9
2025,10800028,3306172165,1012s,10
2025,11089472,3306172165,1012s,8
2025,10630337,3306172165,1109,6
2025,10754604,3306172165,1109,8
2025,10800028,3306172165,1109,8
2025,10824007,3306172165,1109,7
2025,10918602,3306172165,1109,7
2025,10263154,3306172165,1109,8
2025,13461591,3306172165,1109,8
2025,10764144,3306172165,1007,7
2025,10776549,3306172165,1007,9
2025,10806298,3306172165,1007,7
2025,10797573,3306172165,CVOPT,8
2025,10365221,3306172165,CVOPT,8
2025,10918602,3306172165,1708020,6
2025,10918602,3306172165,1008,4
2025,10530803,3306172165,CVOPT,9
2025,13500949,3306172165,CVOPT,9
2025,10263154,3306172165,1011,8
2025,13500949,3306172165,1011,8
2025,10805294,3306172165,1011,6
2025,10745573,3306172330,1665039,10
2025,10729539,3306172330,1665039,10
2025,11627062,3306172330,1665039,8
2025,10675936,3306172330,1665039,8
2025,10745573,3306172330,0398,4
2025,10707825,3306172330,0398,4
2025,10679964,3306172330,0398,4
2025,11627062,3306172330,0398,9
2025,13455702,3306172330,0398,9
2025,10745573,3306172330,1710,8
2025,10679964,3306172330,1710,7
2025,10585531,3306172330,1708039,7
2025,13251013,3306172330,0400s,9
2025,10729539,3306172330,0180,4
2025,13455702,3306172330,0180,8
2025,10415316,3306172330,0397,9
2025,11627062,3306172330,0397,9
2025,10675936,3306172330,0397,8
2025,10687498,3306172410,0385,8
2025,10808311,3306172410,0385,6
2025,10761594,3306172410,0385,6
2025,10687498,3306172410,0387,8
2025,10808311,3306172410,0387,6
2025,10742128,3306172410,0387,8
2025,10742128,3306172410,0388s,7
2025,13450196,3306172410,0388s,8
2025,13450196,3306172410,1665039,9
2025,13450196,3306172410,0386,8
2025,10514139,3306172410,0386,9
2025,10808311,3306172410,0386,7
2025,11330085,3306172410,CVOPT,9
2025,10514139,3306172410,CVOPT,9
2025,10742128,3306172410,CVOPT,9
2025,10736502,3306172410,CVOPT,10
2025,11802023,3306170521,028504,7
2025,11248638,3306170521,028504,8
2025,13532312,3306170521,028001,9
2025,11123109,3306170521,028001,3
2025,11110518,3306170521,028100,7
2025,11010717,3306170521,028100,9
2025,11017524,3306170521,028100,7
2025,11248638,3306170521,028501,8
2025,10932027,3306170521,028501,1
2025,10885786,3306170521,028501,1
2025,13162439,3306170521,028001,10
2025,10241444,3306170521,028001,8
2025,13598555,3306170521,028001,9
2025,11101503,3306170521,028503,4
2025,10702316,3306170521,028503,4
2025,10916309,3306170521,028503,4
2025,10803834,3306170521,028503,4
2025,10702316,3306170521,028502,8
2025,11620907,3306170619,1375p,9
2025,10305806,3306172484,0171,7
2025,10379062,3306172484,0171,3
2025,13607126,3306172484,0177,3
2025,13593119,3306172484,0177,8
2025,13593121,3306172484,0181p,9
2025,13608590,3306172484,0181p,0
2025,13593121,3306172484,0177,3
2025,13602219,3306172484,0177,0
2025,13608590,3306172484,1709,0
2025,13605770,3306172484,0171,4
2025,13458379,3306172332,0171,0
2025,13460187,3306172332,1709,0
2025,13593106,3306172332,0172,7
2025,13455012,3306172403,0384,4
2025,10892142,3306172403,0384,6
2025,10698000,3306172053,1229,9
2025,11099468,3306172053,1229,9
2025,12404225,3306172167,1012p,0
2025,10835229,3306172167,0623,6
2025,10487345,3306172167,0931,7
2025,10932250,3306172167,0931,7
2025,10961331,3306172135,1709,8
2025,10767809,3306172135,1709,8
2025,10027352,3306172135,1709,8
2025,10884465,3306172135,1709,8
2025,10767809,3306172135,0625,7
2025,11709509,3306172135,0625,6
2025,10885568,3306172135,0625,4
2025,10920099,3306172135,0625,8
2025,13446594,3306169440,243270,8
2025,11316053,3306169440,243270,9
2025,10925591,3306173997,0439,6
2025,13162455,3306173997,0439,6
2025,13592648,3306173997,0439,7
2025,13332555,3306173997,0439,8
2025,10747126,3306173997,0439,8
2025,12406107,3306173997,0437,7
2025,13529587,3306173997,0437,7
2025,10907141,3306173997,0437,6
2025,11136115,3306173997,0437,7
2025,13596973,3306174048,0650,7
2025,10657315,3306174048,0650,9
2025,10835742,3306174048,0650,0
2025,13537130,3306174048,0647,3
2025,11552430,3306174048,0647,5
2025,12745122,3306174048,0649,6
2025,12116573,3306174048,0179,9
2025,10835742,3306174048,0649,0
2025,10915302,3306169744,0369,7
2025,10896459,3306169744,0369,8
2025,10910205,3306169744,1709,8
2025,11226702,3306169744,1709,9
2025,10784937,3306169744,0372,9
2025,10895404,3306169744,0372,10
2025,13593151,3306169651,0179,9
2025,10839683,3306169651,0179,0
2025,10404419,3306169651,0179,9
2025,10399842,3306169651,0373,8
2025,13170302,3306169651,0373,0
2025,11453697,3306169593,0156,8
2025,11100333,3306169593,0223,8
2025,13545139,3306169593,0222,9
2025,10308852,3306169593,0222,4
2025,11146537,3306169591,0226,9
