codigo,nombre_cas,curso
0822,Sistema de información de mercados,3306172133
0824,Negociación internacional,3306172133
0826,Medios de pago internacionales,3306172133
1710,Itinerario personal para la empleabilidad II,3306172133
1709,Itinerario personal para la empleabilidad I,3306172135
0828p,Proyecto intermodular 1 de Comercio internacional,3306172135
TU01CF,Tutoría Primero,3306172135
0179,Inglés profesional GS,3306172135
0622,Transporte internacional de mercancías,3306172135
0625,Logística de almacenamiento,3306172135
0623,Gestión económica y financiera de la empresa,3306172135
0627,Gestión administrativa del comercio internacional,3306172135
CV0008,Ofimática y proceso de la información en el comercio internacional,3306172135
CV0009,Gestión portuaria,3306172135
CVOPT,Módulo optativo,3306172165
1012s,Proyecto intermodular 2 de marketing y publicidad,3306172165
1665020,Digitalización aplicada al sistema productivo GS,3306172165
1708020,Sostenibilidad aplicada al sistema productivo,3306172165
TU02CF,Tutoría Segundo,3306172165
1007,Diseño y elaboración de material de comunicación,3306172165
1008,Medios y soportes de comunicación,3306172165
1009,Relaciones públicas y organización de eventos de marketing,3306172165
1011,Trabajo de campo en la investigación comercial,3306172165
1109,Lanzamiento de productos y servicios,3306172165
1110,"Atención al cliente, consumidor y usuario",3306172165
1710,Itinerario personal para la empleabilidad II,3306172165
1709,Itinerario personal para la empleabilidad I,3306172167
1012p,Proyecto intermodular 1 de marketing y publicidad,3306172167
TU01CF,Tutoría Primero,3306172167
0179,Inglés profesional GS,3306172167
0623,Gestión económica y financiera de la empresa,3306172167
0930,Políticas de marketing,3306172167
0931,Marketing digital,3306172167
1010,Investigación comercial,3306172167
5071,Modelos de Inteligencia Artificial,3315804631
5072,Sistemas de aprendizaje automático,3315804631
5073,Programación de Inteligencia Artificial,3315804631
5074,Sistemas de Big Data,3315804631
5075,Big Data aplicado,3315804631
